sample	batch	readsRaw	reads	readsUnique	microRNAPerc	readsAdapterFound	readsAdapterFoundPerc	miRNAexprTop1	miRNAexprTop5	miRNAexprTop20	miRNAexprp50	miRNAexprp75	miRNAexprp95	miRNAper1k	adapterDimerPerc	ultraShortReadsPerc	shortReadsPerc	refSpecies	unmapped	bacteria	virus	stdDevMiRNAlength	mainPeakMiRNAlength	absskewnessMiRNAlength	meanofp50	meanofp10	meanofp25	meanofp75	meanofp90	readsPerc
32151947_EXO_S11	180322-190603	1.0848197E7	8889721.0	805244.0	2.1743089575027286	1.054044E7	97.16305852484058	14.581280253521417	60.52722619946736	86.99616860476705	4.0	10.0	42.0	1.1010056303653803	0.4833389975634737	13.094452528177925	13.564745650143447	9.875641766485135	69.96617779118152	19.0898791986835	1.0683012436498287	1.330441551549025	82.88361979705944	0.06422087495866875	35.5	24.1	35.5	35.5	35.5	81.94652991644602
32151680_EXO_S22	180322-190603	6348334.0	5197991.0	472354.0	26.89544864544752	6161073.0	97.05023396689589	14.655099876856664	55.000037706365255	86.41236696590957	5.0	11.0	44.0	0.2413493845522657	0.9753836889119687	8.28848344148335	8.081498710491061	5.454395746356621	90.23368836152275	4.153874064037433	0.15804182808319597	1.086834170739129	82.84649259310932	0.23456869330874314	35.5	27575	35.5	35.5	35.5	81.87960809875473
32150301_EXO_S14	180322-190603	8949980.0	7607947.0	894575.0	17.101328387277135	8631910.0	96.44613730980404	17.421794238065203	61.42018765062575	89.1222984136896	4.0	9.0	37.0	0.25472315798352746	0.7294848441923519	4.398967433917167	7.614090023083353	6.47160134001985	87.82621645497794	5.491034572138844	0.21114763286337304	1.0703189089739118	82.78126196380991	0.26303184220922315	35.5	18375	35.0	35.5	35.5	85.00518436912708
32150744_EXO_S30	180322-190603	3439932.0	2401756.0	326356.0	4.476516348871391	3281551.0	95.39581014973552	13.451151360253496	52.091722109441974	84.67989316503598	5.0	11.0	45.0	1.6316121669131745	7.389784699105526	8.652269462913527	11.002531820789175	13.194429409148972	57.08102738163244	28.098899305341586	1.6256439038769963	1.290177852945899	82.37406725097229	0.11532048611601903	35.5	18.2	35.0	35.5	35.5	69.81986853228494
32160475_EXO_S26	180626-180628-190531	2.4052507E7	1.7106985E7	462821.0	11.950948691426253	2.3851016E7	99.16228690838756	15.710104451344593	52.310355455453674	85.7916428240709	5.0	12.0	47.0	0.1592222883644495	3.1658348230750857	25.035757159531826	14.689167041165556	1.381166815777298	95.53214666406734	2.949479408557381	0.13720711159798177	1.1671782558916801	83.1003284847388	0.1701497371632994	35.5	35.5	35.5	35.5	35.5	71.12350076439017
32161242_EXO_S7	180626-180628-190531	4.7381287E7	3.3431398E7	924900.0	9.201643317458672	4.6987588E7	99.16908335562941	13.082743870451285	50.22240930704561	85.69790497516907	5.0	12.0	46.0	0.15510340775215517	0.8807098411019769	27.846923889648558	15.152232406487002	4.256046965191226	86.81260951157353	8.461632385220621	0.4697111380146292	1.1904290441359135	84.24180496417816	0.09187743104836803	35.5	35.5	35.5	35.5	35.5	70.55823114302488
32160187_EXO_S9	180626-180628-190531	2.5378724E7	1.6760146E7	405435.0	11.157068679473273	2.5003901E7	98.5230817751121	18.71893754183411	53.387942196853736	85.64799291975292	5.0	12.0	46.0	0.17295620751511365	2.1270700260172646	30.769586163947803	15.947159950427672	27.962829202084524	40.61528461625573	28.950982885232648	2.4709032964271316	1.2188471222431878	80.69665018544714	0.1872035075786784	35.5	35.5	35.5	35.5	35.5	66.04014449268608
32160696_EXO_S3	180626-180628-190531	2.2980554E7	1.7749138E7	635280.0	5.718367844117289	2.2693681E7	98.75167065163006	16.68443082409817	50.07700185604304	83.69668152665307	5.0	13.0	54.0	0.3844281678683971	1.2038638533229236	20.458557847243892	15.33832107655459	11.244686925077714	66.46188676881097	21.058042368029373	1.2353839380819513	1.2958050004167305	82.06774774277655	0.07894899380727709	35.5	35.5	35.5	35.5	35.5	77.2354661249681
32151244_EXO_S30	180626-180628-190531	3.3053011E7	2.5356935E7	605410.0	50.78512840767259	3.2841267E7	99.35938060226948	20.506172034098505	52.01626893130534	86.34643900812642	5.0	12.0	46.0	0.0474068343482976	1.9895313477704306	20.760275053449103	10.516151713204502	23.202039205448134	69.78024355072883	6.451260769489688	0.5664564743333531	1.0956318040129716	83.94887393911249	0.15469018096425427	35.5	35.5	35.5	35.5	35.5	76.71596091502829
180626-180628-190531_Brain_S32	180626-180628-190531	1.5999267E7	1.331482E7	387117.0	69.26390292921441	1.586715E7	99.174230919454	10.841753221835345	41.94420082007032	73.2178096846562	8.0	22.0	83.0	0.10317429388444545	1.5848077480863085	14.455963025082916	5.917165844861723	65.56594831924127	27.85524701047404	5.990340087211091	0.5884645830735977	1.1742776991152197	83.90229852524726	0.20786869913396466	35.5	35.2	35.5	35.5	35.5	83.22143758210923
32161406_EXO_S4	180626-180628-190531	2.8574395E7	2.2382301E7	567013.0	11.554781610702156	2.8243151E7	98.84076635743294	17.183453119792162	53.856307002193724	84.16553967120365	5.0	13.0	51.0	0.14130347071331648	1.3995740340481164	19.197553053030912	15.180901792176591	7.181763840992041	79.96323970444325	12.08074183257566	0.774254621989044	1.2262059668237562	81.15054951768812	0.16403716413874392	35.5	35.5	35.5	35.5	35.5	78.32992089596297
32160790_EXO_S27	180626-180628-190531	1.8520237E7	1.2529243E7	383064.0	21.526248632898277	1.8379513E7	99.24016091154773	15.426082851654325	45.423350048423515	82.94491327452609	6.0	14.0	54.0	0.15924082487387217	3.647906118636253	28.12957843596544	14.437312057483648	6.039670553121207	87.5076730493614	6.02567928485384	0.4269771126635505	1.1880794067439435	84.154359158614	0.055087308139290345	35.5	35.5	35.5	35.5	35.5	67.6516342636436
32152197_EXO_S12	180626-180628-190531	4.1103068E7	2.6095365E7	719319.0	6.654994095694717	4.0671749E7	98.95064037555542	20.322228208312893	50.596428072710474	81.36654258737623	5.0	15.0	58.0	0.25589739779328813	1.4144894270858823	34.37643406174413	17.60546741010839	8.686059765785993	80.31319738198718	10.19770752392235	0.803035328304471	1.3036114811442308	79.96992669993043	0.13192748849608996	35.5	35.5	35.5	35.5	35.5	63.487633088605456
32150184_EXO_S18	180626-180628-190531	2.4360545E7	1.7552245E7	475040.0	11.80380629372473	2.4112196E7	98.98052773449855	15.989651669048632	52.049015261002324	86.35275761417535	5.0	12.0	45.0	0.17883998453775665	2.7566960054962193	24.363910046780727	14.802017810398283	5.747914298142489	86.33333798610947	7.39464381906702	0.5241038966810228	1.1902007450087373	82.96712976884793	0.15512802957135766	35.5	35.5	35.5	35.5	35.5	72.05193890366574
32161462_EXO_S13	180626-180628-190531	2.452356E7	1.5489469E7	378525.0	4.819474444217558	2.4314416E7	99.14717112849847	13.426757729823162	42.21741021868875	73.45074640132441	7.0	22.0	74.0	0.5016953348741381	3.830579729990756	32.41341171501478	16.36732294387924	11.363617435820426	67.19778450765484	20.11440805362663	1.3241900028980982	1.5357653594582223	78.94111509985798	0.036032809174928154	35.5	35.5	35.5	35.5	35.5	63.161584207186884
32151184_EXO_S8	180626-180628-190531	4.3159139E7	3.1332042E7	772679.0	1.1980866105056316	4.2794622E7	99.1554117889145	10.770223197079146	42.24468738892488	79.50476901829273	7.0	17.0	69.0	1.0369228322868955	2.1504795782103705	24.485955478812343	16.296436449676612	3.3598001687856796	85.96491093686137	10.153972728620749	0.5213161657321921	2.1142213401581347	77.51573501173459	0.18869794456829503	35.5	35.5	35.5	35.5	35.5	72.59654090875168
32151974_EXO_S24	180626-180628-190531	2.7998164E7	2.370364E7	372994.0	74.3101312709828	2.7680935E7	98.86696499099013	11.703923348898892	41.9542307857557	73.93480253079191	8.0	22.0	82.0	0.05321487462698628	1.1533254645213191	13.178816946038404	4.920904706180824	84.76392233429128	8.831474828338601	5.821607989321469	0.5829948480486542	1.1768685843191427	83.81993683273143	0.21577234153706526	35.5	35.5	35.5	35.5	35.5	84.66140851235816
32160074_EXO_S17	180626-180628-190531	2.6754195E7	1.8214531E7	564336.0	2.776014381045545	2.6500322E7	99.05109086631087	17.91046969685253	46.801391678182945	79.89081262512347	6.0	17.0	71.0	0.6518455874163194	2.081557676428609	29.085907224183792	17.29196430470966	1.5034260283726217	95.01015974553503	3.326190501418895	0.1602237246734489	1.6660844955802745	77.71101975571443	0.013770503264252738	35.5	35.5	35.5	35.5	35.5	68.08102804064933
32151031_EXO_S19	180626-180628-190531	2.3470006E7	1.5470407E7	461388.0	20.626386881741638	2.3077257E7	98.32659182106728	14.936137238632899	44.284716086623284	82.16896550407903	6.0	15.0	54.0	0.13122191007386416	3.865568124642157	29.028883356177456	15.03008484133456	9.354498559734079	79.75126316974078	10.033756707241121	0.860481563284017	1.1995633386992017	83.90655459235161	0.05284579454968066	35.5	35.5	35.5	35.5	35.5	65.91564995765233
32151484_EXO_S11	180626-180628-190531	2.4256058E7	1.6487942E7	450579.0	20.9280212169598	2.4066064E7	99.2167152634612	15.032689277186819	47.72208771800641	82.75282751011314	6.0	15.0	53.0	0.12939574915540117	2.186470432508729	29.25512706601635	14.444070092490158	36.53024131210556	34.410455834936826	26.6787449883072	2.38055786465042	1.1607665704417418	83.65632127610861	0.1352469743802763	35.5	35.5	35.5	35.5	35.5	67.97453238279691
32151694_EXO_S10	180626-180628-190531	2.3411772E7	1.5713037E7	365227.0	30.482751361178725	2.3031579E7	98.37606055620223	14.749970497084938	50.09701058616071	83.2073424573762	5.0	14.0	54.0	0.0929918310823327	2.6145704673648287	29.107634022095436	12.400837627505341	31.344004344927082	52.99968427491134	14.326632082645768	1.329679297515815	1.1803030863695494	83.54594875390362	0.1388295086568522	35.5	35.5	35.5	35.5	35.5	67.1159662754276
32160668_EXO_S16	180626-180628-190531	4.6392405E7	3.2762319E7	899920.0	23.371266850798513	4.6101083E7	99.37204807554167	14.698444962270838	43.99125870682764	77.71507471125432	7.0	18.0	63.0	0.07923940658098255	1.5559720628864462	27.3140560629732	13.668723168296145	36.7850059698155	42.40359176040011	19.066882902886093	1.7445193668982943	1.1993248070273392	82.82559045527248	0.07938181641825735	35.5	35.25	35.5	35.5	35.5	70.62000558065485
32152356_EXO_S21	180626-180628-190531	2.0444781E7	1.2417605E7	392685.0	21.07696290870903	2.0309045E7	99.33608484238594	13.76219232014809	47.11980078058184	82.40213826251406	6.0	15.0	55.0	0.16741114697429896	5.972262266097995	32.85687565949246	14.296902527598995	34.03743314431407	35.94903365020872	27.44001762014494	2.573515585332275	1.2517763806190747	83.51075800665376	0.08214015336943632	35.5	35.5	35.5	35.5	35.5	60.73728547153428
32151971_EXO_S23	180626-180628-190531	4.1898285E7	2.9082701E7	1046424.0	7.284907959546083	4.1524846E7	99.10870098859655	17.589024511462085	49.73122285609624	84.03368806848519	6.0	13.0	51.0	0.24056942764506234	2.00614298461236	27.889538698619223	16.29684269218593	14.178909998765244	65.02570376802348	19.308550467853685	1.4868357653575572	1.2753604807459396	82.85354722617166	0.08818557444233172	35.5	35.5	35.5	35.5	35.5	69.41262870306028
32160196_EXO_S22	180626-180628-190531	5186363.0	4122633.0	404958.0	53.177859877413	5143192.0	99.16760550698052	20.94699424832686	52.49055844731539	86.59240632046611	5.0	11.0	46.0	0.29489017769388254	1.0762173606210304	18.727314177583743	10.345104608630903	61.871333198953195	21.492817818127396	15.153956221667084	1.4818927612523363	1.099240967381744	83.82386548427458	0.1614852162436945	35.5	35.5	35.5	35.5	35.5	79.48986601979075
32151750_EXO_S14	180626-180628-190531	2.6730144E7	1.8170471E7	519027.0	10.939975083749854	2.6506582E7	99.16363338708538	11.557171950991767	44.26522028078951	79.93949702988975	7.0	16.0	62.0	0.19980798301079766	1.3752053978833705	30.017172605279004	17.0567809023926	5.576729408940473	87.13152234743943	6.726286841986651	0.5654614016334524	1.238168282885053	83.00823168246896	0.10670110619461799	35.5	35.5	35.5	35.5	35.5	67.97745272154164
32150887_EXO_S28	180626-180628-190531	4.4448203E7	3.4448678E7	724014.0	58.09028433543995	4.4030143E7	99.05944454042383	17.591553302963042	50.27190753960881	84.48335299937386	5.0	13.0	51.0	0.03785896526798827	1.2467794061972655	20.467885413442666	8.955048259481805	51.14168096668325	38.075481445180564	9.731662271626215	1.051175316509969	1.123476214095496	83.37883487273962	0.14737297506983837	35.5	35.5	35.5	35.5	35.5	77.50297126747734
