name	180322-190603	180626-180628-190531	180726-190530	180913-190529	180919-190527	181003-190524	181004-190521	181023-190319
Hsa-Mir-192-P2_5p	529	115	2953	160	471	512	747	750
Hsa-Mir-193-P1a_3p*			43	13	47	90	102	30
Hsa-Mir-193-P1a_5p	6909	70	23055	5020	7682	10594	10511	9693
Hsa-Mir-193-P1b_3p	808	21	2004	597	1145	1444	1673	1429
Hsa-Mir-193-P1b_5p*	849	17	2021	344	521	1273	1304	1347
Hsa-Mir-193-P2a_3p	2421	17	6040	2378	3338	5851	5562	8035
Hsa-Mir-193-P2a_5p*	412	20	322	19	172	220	290	283
Hsa-Mir-193-P2b_3p	2421	17	6040	2378	3338	5851	5562	8035
Hsa-Mir-193-P2b_5p*	362	27	341	61	190	282	244	320
Hsa-Mir-194-P1_3p*	1040	10	1025	669	500	727	1157	1531
Hsa-Mir-194-P1_5p	28096	246	83837	27992	43606	34270	52027	35650
Hsa-Mir-194-P2_3p*		1	10	1				
Hsa-Mir-194-P2_5p	12276	240	36638	14165	22561	15448	23804	14659
Hsa-Mir-196-P1_3p*	126		48	56	53	108	69	126
Hsa-Mir-196-P1_5p	15861	298	19170	10844	13624	14011	17621	19971
Hsa-Mir-196-P2_3p*	96		112	6	5		15	13
Hsa-Mir-196-P2_5p	21397	299	26200	14000	17768	18648	23488	26757
Hsa-Mir-196-P3_3p*			54	79	166	61	15	
Hsa-Mir-196-P3_5p	4769	228	11373	4081	10005	7209	8240	15900
Hsa-Mir-197_3p	6793	100	24898	9426	15232	20455	21702	21190
Hsa-Mir-197_5p*		46	159	9	10	86		38
Hsa-Mir-199-P1-v1_3p	939	22	6770	1968	4040	5928	7283	4535
Hsa-Mir-199-P1-v1_5p*	11	6	289	44	113	202	292	262
Hsa-Mir-199-P1-v2_3p	939	22	6770	1968	4040	5928	7283	4535
Hsa-Mir-199-P1-v2_5p*	11	6	289	44	113	202	292	262
Hsa-Mir-199-P1-v3_3p	939	22	6770	1968	4040	5928	7283	4535
Hsa-Mir-199-P1-v3_5p*	11	6	289	44	113	202	292	262
Hsa-Mir-199-P2-v1_3p	939	22	6770	1968	4040	5928	7283	4535
Hsa-Mir-199-P2-v1_5p*	48	13	544	107	496	416	567	578
Hsa-Mir-199-P2-v2_3p	939	22	6770	1968	4040	5928	7283	4535
Hsa-Mir-199-P2-v2_5p*	48	13	544	107	496	416	567	578
Hsa-Mir-199-P2-v3_3p	939	22	6770	1968	4040	5928	7283	4535
Hsa-Mir-199-P2-v3_5p*	48	13	544	107	496	416	567	578
Hsa-Mir-199-P3-v1_3p	997	22	6821	1974	4037	5982	7294	4568
Hsa-Mir-199-P3-v1_5p*	48	13	544	107	496	416	567	578
Hsa-Mir-199-P3-v2_3p	997	22	6821	1974	4037	5982	7294	4568
Hsa-Mir-199-P3-v2_5p*	48	13	544	107	496	416	567	578
Hsa-Mir-199-P3-v3_3p	997	22	6821	1974	4037	5982	7294	4568
Hsa-Mir-199-P3-v3_5p*	48	13	544	107	496	416	567	578
Hsa-Mir-202_3p		4			1	2		26
Hsa-Mir-202_5p					12	21		
Hsa-Mir-203-v1_3p	294744	526	314653	110626	255995	336488	319763	305434
Hsa-Mir-203-v1_5p*	18	1	35	9	22	48	13	
Hsa-Mir-203-v2_3p	294744	526	314652	110626	255993	336488	319710	305434
Hsa-Mir-203-v2_5p*	18	1	35	9	22	48	13	
Hsa-Mir-204-P1_3p*	3105	87	16641	4948	6887	8733	7580	4702
Hsa-Mir-204-P1_5p	339724	1553	918009	365575	428708	685967	587394	621103
Hsa-Mir-204-P2_3p*		5	35		4			
Hsa-Mir-204-P2_5p	398	39	1174	497	808	735	711	556
Hsa-Mir-205-P1_3p*			37	31	13			
Hsa-Mir-205-P1_5p	17294	386	122177	29641	46763	62358	45630	20814
Hsa-Mir-208-P1_3p	1							
Hsa-Mir-208-P1_5p*		1		2				
Hsa-Mir-208-P2_3p		3					10	
Hsa-Mir-21_3p*	977	58	2855	749	1707	1569	1637	1358
Hsa-Mir-21_5p	713912	1124	1373652	554200	1247196	1234167	1431060	1544018
Hsa-Mir-210_3p	238	57	2630	1288	964	1446	1592	862
Hsa-Mir-210_5p*	37	14	617	223	213	363	327	34
Hsa-Mir-2114_3p				1				
Hsa-Mir-2114_5p			16	10	2	1	3	
Hsa-Mir-2115_3p	34	6	97	8	33	17	19	
Hsa-Mir-2115_5p*	14	3	12	11	13	17	44	22
Hsa-Mir-2116_3p	175	7	619	159	220	575	507	371
Hsa-Mir-2116_5p*	26	3	79	3	39	73	6	97
Hsa-Mir-214-v1_3p	53	24	854	298	615	486	1196	992
Hsa-Mir-214-v1_5p*		1	36	5		23	14	
Hsa-Mir-214-v2_3p	53	24	854	298	615	486	1196	992
Hsa-Mir-214-v2_5p*		1	36	6		23	14	
Hsa-Mir-216-P1a_3p*		3	26	1	9		1	
Hsa-Mir-216-P1a_5p	41	1	98	11	33	20	10	107
Hsa-Mir-216-P1b_3p*					1	1		
Hsa-Mir-216-P1b_5p	134	1	259	220	346	238	221	133
Hsa-Mir-217-v1_5p	81	5	230	27	82	90	96	37
Hsa-Mir-217-v2_5p	81	5	230	27	82	90	96	37
Hsa-Mir-218-P1_3p*	508	4	610	205	343	576	374	272
Hsa-Mir-218-P1_5p	15264	275	35793	13552	40534	54450	64805	78720
Hsa-Mir-218-P2_3p*	2		35		16		8	
Hsa-Mir-218-P2_5p	15058	275	35396	13494	40265	53826	64106	77719
Hsa-Mir-219-P1_3p	17	3	70	21	44	85	49	70
Hsa-Mir-219-P1_5p*	90	7	567	242	472	261	387	377
Hsa-Mir-219-P2_3p	76995	315	192706	82986	170006	343614	406866	376528
Hsa-Mir-219-P2_5p*	103	7	720	308	636	494	644	652
Hsa-Mir-219-P2-as_3p				3	1		11	
Hsa-Mir-219-P2-as_5p		1	72	3	1		11	
Hsa-Mir-22-P1a_3p	60592	214	125477	37216	109363	100290	118521	117441
Hsa-Mir-22-P1a_5p*	2005	47	6886	2771	5016	5367	7631	5754
Hsa-Mir-221-P1_3p	35360	784	311564	99483	150079	163485	151142	104023
Hsa-Mir-221-P1_5p*	1862	51	3321	1316	2030	3899	4421	5943
Hsa-Mir-221-P2_3p	61036	1364	226487	80305	142753	227667	211912	171939
Hsa-Mir-221-P2_5p*	212	4	106	29	207	183	234	112
Hsa-Mir-223_3p	7519	600	32505	3926	31017	30265	64947	15832
Hsa-Mir-223_5p*	60	23	161	18	134	340	480	49
Hsa-Mir-224_3p*	32	2	676	309	316	253	417	331
Hsa-Mir-224_5p	10089	176	22003	6208	7170	16067	16590	14974
Hsa-Mir-2276_3p	36	7	113	29	117	133	94	56
Hsa-Mir-2276_5p*				2	32	12		
Hsa-Mir-2277_3p*		6	98	13	41	22	19	37
Hsa-Mir-2277_5p	33	5	203	18	135	120	184	
Hsa-Mir-23-P1_3p	67104	503	278768	106906	153462	164141	187552	147799
Hsa-Mir-23-P1_5p*	948	13	1105	124	265	633	651	1187
Hsa-Mir-23-P2_3p	102448	1010	424259	158536	317034	274993	341301	294988
Hsa-Mir-23-P2_5p*	692	18	2388	389	757	2025	2317	2838
Hsa-Mir-2355_3p	52	5	533	193	450	256	712	672
Hsa-Mir-2355_5p			51	4	36	9	13	
Hsa-Mir-24-P1_3p	57113	499	164543	49484	199466	155033	195555	162118
Hsa-Mir-24-P1_5p*	240	25	1072	496	894	1355	1357	851
Hsa-Mir-24-P2_3p	57231	500	166376	49820	201037	156692	197168	163726
Hsa-Mir-24-P2_5p*	410	12	1924	722	1665	1592	2575	1883
Hsa-Mir-2467_3p*	12		17					
Hsa-Mir-2467_5p					5			
Hsa-Mir-26-P1_3p*	231	21	1173	344	772	833	870	981
Hsa-Mir-26-P1_5p	265948	806	590853	260757	500686	476914	522401	643319
Hsa-Mir-26-P2_3p*	525	11	904	621	1000	1280	1130	1405
Hsa-Mir-26-P2_5p	1483945	1735	4093634	1705141	3488568	3744440	4232869	3902210
Hsa-Mir-26-P3_3p*	72	5	300	58	241	194	166	249
Hsa-Mir-26-P3_5p	1480524	1740	4087916	1704091	3482967	3735013	4217633	3878118
Hsa-Mir-27-P1_3p	20154	203	60129	40951	89001	63546	77665	66059
Hsa-Mir-27-P1_5p*	457		822	108	595	325	601	274
Hsa-Mir-27-P2_3p	203135	508	578617	296763	743643	612554	806748	618177
Hsa-Mir-27-P2_5p*	1300	33	2886	785	2026	2257	3310	2421
Hsa-Mir-28-P1_3p	48666	290	50109	16302	25236	61858	57824	90857
Hsa-Mir-28-P1_5p*	7759	262	19831	7404	16457	19394	25087	17197
Hsa-Mir-28-P2_3p	102285	832	108003	46707	94058	197211	197481	279045
Hsa-Mir-28-P2_5p	69755	261	270289	121083	243959	237208	313443	207618
Hsa-Mir-28-P3_3p*	160	6	860	288	708	1280	1496	1426
Hsa-Mir-28-P3_5p	611	92	3696	962	3288	4470	5065	4215
Hsa-Mir-29-P1a_3p	51834	302	206933	83436	221727	171052	240499	203426
Hsa-Mir-29-P1a_5p*	33	4	424	87	315	156	345	275
Hsa-Mir-29-P1b_3p	7658	121	29383	12099	33778	19048	24272	27259
Hsa-Mir-29-P1b_5p*	635	92	5916	1856	3294	3246	3935	3412
Hsa-Mir-29-P2a_3p	9353	115	14567	10853	31679	20788	25520	30622
Hsa-Mir-29-P2a_5p*	575	57	1792	799	1080	1262	1598	1327
Hsa-Mir-29-P2b-v1_3p	9353	115	14567	10858	31688	20788	25508	30671
Hsa-Mir-29-P2b-v1_5p*	688	49	3471	999	1652	1562	2643	1612
Hsa-Mir-29-P2b-v2_3p	9353	115	14567	10858	31688	20788	25508	30671
Hsa-Mir-29-P2b-v2_5p*	688	49	3471	999	1654	1562	2643	1612
Hsa-Mir-296_3p*	54	15	618	60	168	270	309	177
Hsa-Mir-296_5p	39	1	122	55	86	107	200	16
Hsa-Mir-30-P1a_3p*	390613	887	377419	242309	307874	659368	594992	826707
Hsa-Mir-30-P1a_5p	4586616	4526	7070628	2958533	4989424	6628651	7704135	8951283
Hsa-Mir-30-P1b_3p*	46396	299	60799	34175	59313	115862	101223	148672
Hsa-Mir-30-P1b_5p	179905	1288	497503	166346	432565	335704	419757	377749
Hsa-Mir-30-P1c_3p*	680	35	738	229	665	803	666	627
Hsa-Mir-30-P1c_5p	1786007	3059	3083218	1306793	2040396	3305015	3490897	4176416
Hsa-Mir-30-P2a_3p*	15682	45	24167	9917	18378	24871	29386	25766
Hsa-Mir-30-P2a_5p	764264	1863	1954756	672792	966068	1580008	1653266	1211498
Hsa-Mir-30-P2b_3p*	263	9	635	171	518	1011	773	476
Hsa-Mir-30-P2b_5p	764030	1858	1954128	672640	965685	1579500	1652222	1209777
Hsa-Mir-30-P2c_3p*	521	16	846	498	831	1047	1159	1700
Hsa-Mir-30-P2c_5p	75524	287	247267	92856	168555	225745	253698	120081
Hsa-Mir-3059_3p*		8	37	5	29	65	4	110
Hsa-Mir-3059_5p	105	11	377	109	638	521	635	894
Hsa-Mir-3085_3p		1	51	11	59	34	49	92
Hsa-Mir-3085_5p*		3	25	1	23	9	27	
Hsa-Mir-31_3p*		4	178	24	95	174	173	150
Hsa-Mir-31_5p	15959	375	58930	20199	33973	25686	35066	30632
Hsa-Mir-3126_3p*		8						
Hsa-Mir-3126_5p		1	18		5			
Hsa-Mir-3127_3p*	16	6	66	71	13	34	18	51
Hsa-Mir-3127_5p	65	13	206	143	97	297	249	129
Hsa-Mir-3136_5p		1						
Hsa-Mir-3138_3p	50	7	105	10	32	97	18	
Hsa-Mir-3138_5p*		9		4	5	13	17	
Hsa-Mir-3140_3p	33	2		3	1		19	70
Hsa-Mir-3140_5p*				2	5	8		
Hsa-Mir-3144-v1_3p*	53	2	221	29	179	163	239	153
Hsa-Mir-3144-v1_5p	281	4	17	25	78	64	100	81
Hsa-Mir-3144-v2_3p*	53	2	221	29	179	163	239	153
Hsa-Mir-3144-v2_5p	281	4	17	25	78	64	100	81
Hsa-Mir-3145_3p		4	19		3	22	51	
Hsa-Mir-3145_5p*	84		48	13	25	63	18	72
Hsa-Mir-3173_3p*		13	46	18	32		39	49
Hsa-Mir-3173_5p	603	12	1774	252	426	1389	1423	1869
Hsa-Mir-3174_5p		2	25	10	5	60	6	53
Hsa-Mir-3180-P1_3p		2	183	120	177	648	378	633
Hsa-Mir-3180-P1_5p*		1	273	45	195	399	231	99
Hsa-Mir-3180-P2_3p		2	183	120	177	648	378	633
Hsa-Mir-3180-P2_5p*		1	273	45	195	399	231	99
Hsa-Mir-3180-P3_3p		2	183	120	177	648	378	633
Hsa-Mir-3180-P3_5p*		1	273	45	195	399	231	99
Hsa-Mir-3187_3p	27	15	72	31	27	72	172	119
Hsa-Mir-3187_5p*		2			19			
Hsa-Mir-3194_3p*			40				62	
Hsa-Mir-3194_5p							1	
Hsa-Mir-32_3p*	582	8	1772	723	1672	1358	1940	1333
Hsa-Mir-32_5p	661	4	1123	1193	3431	2171	2528	2980
Hsa-Mir-3200_3p	303	72	2574	595	1693	2504	2439	2066
Hsa-Mir-3200_5p*	21	14	94	65	167	226	329	207
Hsa-Mir-324_3p*	1617	110	10557	3948	7573	7348	7943	7478
Hsa-Mir-324_5p	281	45	2911	781	2346	2024	2242	2579
Hsa-Mir-326_3p	184	3	1688	476	1134	1355	1359	959
Hsa-Mir-326_5p*				5	3			29
Hsa-Mir-328_3p	5629	219	27211	7514	13934	19656	20302	19098
Hsa-Mir-328_5p*		20	57	4	9	14	18	
Hsa-Mir-33-P1_3p*			38	28	66	118	65	
Hsa-Mir-33-P1_5p	60		340	191	238	288	444	275
Hsa-Mir-33-P2_3p	17	1	29	11	53	17	14	19
Hsa-Mir-33-P2_5p*	15		30	14	119	14		22
Hsa-Mir-330-v1_3p	6595	236	19210	6857	18253	26229	33735	23135
Hsa-Mir-330-v1_5p*	439	57	2774	841	4110	3244	4641	3600
Hsa-Mir-330-v2_3p	6595	236	19210	6857	18253	26229	33735	23135
Hsa-Mir-330-v2_5p*	439	57	2774	841	4110	3244	4641	3600
Hsa-Mir-331_3p	2093	16	11736	3424	8359	7521	8105	8300
Hsa-Mir-331_5p*	223	34	1303	453	1125	809	941	931
Hsa-Mir-335_3p*	4563	71	9033	3181	6417	11644	11271	12543
Hsa-Mir-335_5p	11265	127	27185	13281	44592	30744	39998	33598
Hsa-Mir-337-as_3p		3	8				1	
Hsa-Mir-337-as_5p						1	8	
Hsa-Mir-337-v1_3p	101		415	172	518	518	721	617
Hsa-Mir-337-v1_5p*				17	39	44	57	39
Hsa-Mir-337-v2_3p	101		415	172	518	518	721	617
Hsa-Mir-337-v2_5p*				17	39	44	57	39
Hsa-Mir-338-P1_3p	2481	7	24857	8401	40428	20602	29638	21199
Hsa-Mir-338-P1_5p*	12403	48	41998	22568	48369	66530	82575	50652
Hsa-Mir-338-P1-as_3p	436	16	850	407	648	561	616	670
Hsa-Mir-338-P1-as_5p	247	32	1972	1061	999	1335	1016	1215
Hsa-Mir-339_3p	2121	74	5965	2227	5182	3749	6016	4930
Hsa-Mir-339_5p	2321	110	14788	4608	7011	7023	7590	4210
Hsa-Mir-34-P1_3p*	134	2	99	67	50	21	46	25
Hsa-Mir-34-P1_5p	1171	165	11421	2118	5299	4682	5308	4916
Hsa-Mir-34-P2a_3p*	211	9	478	187	439	431	814	984
Hsa-Mir-34-P2a_5p		3	44	15	47		19	84
Hsa-Mir-34-P2b_3p*	36	8	100	59	169	138	112	227
Hsa-Mir-34-P2b_5p	79	16	692	124	253	440	401	584
Hsa-Mir-34-P3a_3p*								1
Hsa-Mir-34-P3a_5p	59	5	303	48	67	27	72	32
Hsa-Mir-34-P3b_3p*			9	16	4	15	13	
Hsa-Mir-34-P3b_5p	1	7	15	1	1	13		
Hsa-Mir-34-P3c_3p*				3	2		18	
Hsa-Mir-34-P3c_5p	1	6	107	17	28	71	50	63
Hsa-Mir-340_3p*	5895	169	15865	6942	19492	24461	25205	25110
Hsa-Mir-340_5p	15458	37	46207	16425	43236	54751	77540	58316
Hsa-Mir-342_3p	18568	424	47184	12982	29426	43732	43895	58721
Hsa-Mir-342_5p*	643	74	1790	770	1032	1863	2655	1532
Hsa-Mir-345_3p*		1	26	2	1		36	
Hsa-Mir-345_5p	3558	163	13697	4289	8954	6415	8582	7017
Hsa-Mir-346_5p	1363	84	5201	1570	3468	7064	6394	5873
Hsa-Mir-361-v1_3p*	8647	246	41765	10719	19283	25286	30958	25943
Hsa-Mir-361-v1_5p	9451	193	52513	15201	30155	30229	35963	31870
Hsa-Mir-361-v2_3p	8647	246	41765	10719	19283	25286	30958	25943
Hsa-Mir-361-v2_5p*	9451	193	52518	15201	30158	30229	35963	31870
Hsa-Mir-3611_3p			30	6	7	12	7	
Hsa-Mir-3611_5p*		1						
Hsa-Mir-3613_3p*	18	37	66	34	28	85	62	65
Hsa-Mir-3613_5p	2919	47	7648	3418	14873	12349	17118	12612
Hsa-Mir-3617_3p*		1	16	1	15	14		
Hsa-Mir-3617_5p		1	23	5	14	75	160	10
Hsa-Mir-3619_3p*		1	22	3	5	15	23	
Hsa-Mir-3619_5p		2	30	3		44	13	
Hsa-Mir-362-P1_3p*	562	18	1647	906	1864	1133	1409	1387
Hsa-Mir-362-P1_5p	4071	262	23490	8750	10123	8841	10366	9975
Hsa-Mir-362-P2-v1_3p	18859	370	43217	14645	23390	32307	35790	32333
Hsa-Mir-362-P2-v1_5p*	635	69	3268	852	1546	1656	1837	1745
Hsa-Mir-362-P2-v2_3p	18859	370	43226	14645	23393	32307	35790	32333
Hsa-Mir-362-P2-v2_5p*	635	69	3268	852	1546	1656	1837	1745
Hsa-Mir-362-P3_3p	34116	156	36474	13641	17195	37684	37560	45050
Hsa-Mir-362-P3_5p*	1062	154	10611	2721	3385	2921	3669	2472
Hsa-Mir-362-P4_3p	9498	352	37691	14140	20290	22607	26510	20370
Hsa-Mir-362-P4_5p*	63	47	912	540	429	374	401	271
Hsa-Mir-362-P5_3p*	219	15	108	279	170	154	185	194
Hsa-Mir-362-P5_5p	635	70	3258	851	1549	1656	1861	1745
Hsa-Mir-3622_3p*	5	1	26	19	49	42	98	96
Hsa-Mir-3622_5p	155	6	131	147	143	288	304	457
Hsa-Mir-3663_3p	3		17	7	15	19		
Hsa-Mir-3663_5p*		18	62	5	22	55	20	23
Hsa-Mir-3690_5p		1					9	
Hsa-Mir-370_3p	2158	125	8200	2627	13708	13675	19265	14602
Hsa-Mir-370_5p*	11	3	259	86	281	380	480	323
Hsa-Mir-374-P1_3p	2474	6	1936	1024	2927	4751	4759	8081
Hsa-Mir-374-P1_5p	3651	61	8988	4863	15352	10958	11434	14307
Hsa-Mir-374-P2_3p*	434	4	621	379	1383	1820	1533	2199
Hsa-Mir-374-P2_5p	7008	111	20918	11555	29420	26328	28978	28696
Hsa-Mir-375_3p	110120	519	172178	14823	183547	119142	142581	427878
Hsa-Mir-375_5p*	2			7	3	9	59	1
Hsa-Mir-376-P1_3p	312	1	1096	285	1223	826	1622	1472
Hsa-Mir-376-P1_5p*	22	8	145	83	212	193	251	229
Hsa-Mir-376-P2_3p	312	1	1096	285	1223	826	1622	1472
Hsa-Mir-376-P2_5p*	10		11	6	78	23	25	
Hsa-Mir-376-P3_3p	12		29	5	12	35	17	59
Hsa-Mir-376-P3_5p*			5	24	43	114	76	33
Hsa-Mir-376-P4_3p	300	4	2078	464	2170	1610	2390	2470
Hsa-Mir-376-P4_5p*			5	24	43	115	76	33
Hsa-Mir-378_3p	8036	265	48538	13560	19596	15896	24892	16479
Hsa-Mir-378_5p*	203	12	575	265	284	443	351	412
Hsa-Mir-383-v1_3p*	12	2		2	53	18	92	
Hsa-Mir-383-v1_5p	803	33	3842	1462	2762	4290	5669	3233
Hsa-Mir-383-v2_3p*	12	2		2	53	18	92	
Hsa-Mir-383-v2_5p	803	33	3842	1462	2762	4290	5669	3233
Hsa-Mir-3909_3p	347	8	488	176	306	487	444	335
Hsa-Mir-3909_5p*	28	4	60	37	44	69	110	
Hsa-Mir-3934_3p*		3						
Hsa-Mir-3934_5p		2	10	54	15	52	20	45
Hsa-Mir-3940_3p	41	8	165	17	79	73	121	25
Hsa-Mir-3940_5p*	19	11	53					
Hsa-Mir-3942_3p*			7		4			
Hsa-Mir-3942_5p	1	3			3	51	29	1
Hsa-Mir-3944_3p*		9	52	5	9	35	26	
Hsa-Mir-3944_5p			12	41	11	10	10	
Hsa-Mir-423_3p	66059	1143	146725	37964	84451	126649	162310	155308
Hsa-Mir-423_5p	158778	946	201956	56566	70036	165887	165574	211073
Hsa-Mir-425_3p*	521	77	4162	1914	2886	2936	3898	2217
Hsa-Mir-425_5p	9880	335	30275	9371	23357	26027	33608	29287
Hsa-Mir-430-P1_3p			1	38		2	47	
Hsa-Mir-430-P1_5p*	52	1	18	46	26	16	143	85
Hsa-Mir-430-P11a_5p		1	116	73	135	148	200	45
Hsa-Mir-430-P11b_5p		1	116	73	135	148	200	45
Hsa-Mir-430-P13_5p				3	12	41	32	92
Hsa-Mir-430-P14_5p				3	12	41	47	
Hsa-Mir-430-P15a_3p	102		56	18	36	51	44	234
Hsa-Mir-430-P15b_3p	102		56	18	36	51	44	234
Hsa-Mir-430-P15c_3p					13	30		1
Hsa-Mir-430-P19_5p*		1						
Hsa-Mir-430-P2_3p		2	1	171	25	6	222	
Hsa-Mir-430-P2_5p*				1				
Hsa-Mir-430-P20_3p					19		10	
Hsa-Mir-430-P20_5p*		1		1	4			1
Hsa-Mir-430-P21_3p				1				
Hsa-Mir-430-P23_5p	1		8	1	13		6	1
Hsa-Mir-430-P25_3p*				1		6		
Hsa-Mir-430-P25_5p	55		91	3	61	67	79	1
Hsa-Mir-430-P26_3p				1		6		
Hsa-Mir-430-P26_5p*					8		25	
Hsa-Mir-430-P27_5p	1		8	1	13		6	1
Hsa-Mir-430-P28_3p		1						
Hsa-Mir-430-P28_5p*	1		8	1	13		6	1
Hsa-Mir-430-P29_3p				1				
Hsa-Mir-430-P29_5p*		6		1		3	2	
Hsa-Mir-430-P3_3p				12			36	
Hsa-Mir-430-P3_5p*				3			5	
Hsa-Mir-430-P31_3p			10			13		1
Hsa-Mir-430-P32_5p*					8		25	
Hsa-Mir-430-P34_3p				2				
Hsa-Mir-430-P34_5p*				1				
Hsa-Mir-430-P35_5p*		1						
Hsa-Mir-430-P36_5p*		7	39	2	41	27		
Hsa-Mir-430-P37a_3p				9				
Hsa-Mir-430-P37b_3p				9	1		3	
Hsa-Mir-430-P39a_3p				2	3			
Hsa-Mir-430-P39a_5p*				7				
Hsa-Mir-430-P39b_3p				2	3			
Hsa-Mir-430-P39b_5p*		1						
Hsa-Mir-430-P4_3p		3		30	1	19	36	
Hsa-Mir-430-P4_5p*				2				
Hsa-Mir-430-P41_3p	171	3	258	48	442	329	443	450
Hsa-Mir-430-P41_5p*	1		8	1	13		6	1
Hsa-Mir-430-P42_3p			4					
Hsa-Mir-430-P42_5p*	1		8	1	13		6	1
Hsa-Mir-430-P44_5p				4			20	
Hsa-Mir-430-P47_5p		2		3				
Hsa-Mir-430-P49_5p			21	3	49	13	58	
Hsa-Mir-430-P5_5p	33		9				12	
Hsa-Mir-430-P50_3p*			1	3			23	
Hsa-Mir-430-P50_5p			21	3	49	13	58	
Hsa-Mir-430-P6_3p		3		13				
Hsa-Mir-430-P7_3p			3					
Hsa-Mir-430-P7_5p*	1				1			
Hsa-Mir-430-P9a_3p*				1		19	14	
Hsa-Mir-430-P9a_5p		1			7			
Hsa-Mir-430-P9b_3p*				1		19	14	
Hsa-Mir-430-P9b_5p		1			7			
Hsa-Mir-431_3p*	106	62	998	95	567	835	1078	719
Hsa-Mir-431_5p	194	3	687	210	778	383	831	382
Hsa-Mir-432_3p*			14				19	
Hsa-Mir-432_5p	3957	205	9272	4906	8652	22074	20439	19710
Hsa-Mir-433_3p	7856	150	15864	8543	16035	29800	37800	39222
Hsa-Mir-433_5p*	94	1	498	193	474	556	889	662
Hsa-Mir-4424_3p				4		12		
Hsa-Mir-448_3p	60	2	210	57	181	342	378	222
Hsa-Mir-448_5p*		3		25	43	28	77	56
Hsa-Mir-450-P1_3p*			151	17	49	84	60	383
Hsa-Mir-450-P1_5p	1094	8	2560	798	2032	1288	2848	1442
Hsa-Mir-450-P2_3p*	273		224	81	141	124	155	231
Hsa-Mir-450-P2_5p	1094	8	2560	799	2034	1267	2859	1442
Hsa-Mir-450-P3_5p	1683	10	2494	934	2202	2505	4332	4883
Hsa-Mir-451_5p	10258	25	50387	22373	84269	48827	74403	52444
Hsa-Mir-452-v1_3p*	40		345	176	467	399	580	190
Hsa-Mir-452-v1_5p	449	24	2029	443	1083	1077	1216	983
Hsa-Mir-452-v2_3p*	40		345	176	467	399	580	190
Hsa-Mir-452-v2_5p	449	24	2029	443	1083	1077	1216	983
Hsa-Mir-4524_3p				1			6	
Hsa-Mir-455_3p*	2847	41	16079	6257	10760	5012	8493	6573
Hsa-Mir-455_5p	240	16	567	389	592	391	313	350
Hsa-Mir-459_3p*		1						
Hsa-Mir-459_5p			11		6			
Hsa-Mir-4637_3p	1							
Hsa-Mir-4637_5p*		1						
Hsa-Mir-4661_3p*					1	26		
Hsa-Mir-4661_5p	378	2	49	110	22	66	59	144
Hsa-Mir-4662_3p*		1	23	3	7	35	13	
Hsa-Mir-4662_5p	498	5	1114	793	1061	810	834	1622
Hsa-Mir-4664_3p		2	20		4	15	13	
Hsa-Mir-4677_3p		1	64	26	63	151	150	156
Hsa-Mir-4677_5p*		1	12	7		21		
Hsa-Mir-4731_3p				4		9	30	
Hsa-Mir-4731_5p			12	8		35	36	
Hsa-Mir-4766_3p				2			33	
Hsa-Mir-4766_5p				3				
Hsa-Mir-483_3p*	52	4	255	58	156	163	283	107
Hsa-Mir-483_5p	159	71	111	44	42	474	221	91
Hsa-Mir-486_3p*	18		349	59	197	334	235	161
Hsa-Mir-486_5p	6871	67	11077	6639	10827	18711	19823	21499
Hsa-Mir-488_3p	403	5	1252	478	2045	1929	1991	2196
Hsa-Mir-488_5p	77	3	179	66	291	418	217	348
Hsa-Mir-489-v1_3p	305	23	2047	1002	1016	666	1127	1016
Hsa-Mir-489-v2_3p	305	23	2047	1002	1016	666	1127	1016
Hsa-Mir-490_3p	25	1	173	40	159	85	154	65
Hsa-Mir-490_5p*	66	2	172	87	421	210	296	256
Hsa-Mir-491_3p*	11	3	77	17	105	58	83	233
Hsa-Mir-491_5p	12	26	509	111	491	666	621	551
Hsa-Mir-493_3p*		5	99	37	113	161	127	160
Hsa-Mir-493_5p	589	6	878	339	887	2079	1867	2227
Hsa-Mir-498_5p	2	2	36			18	15	24
Hsa-Mir-499_3p*	35			3	18		3	46
Hsa-Mir-499_5p	778	2	2868	1182	5074	4558	5458	4167
Hsa-Mir-5010_3p	181	25	540	224	416	618	585	441
Hsa-Mir-5010_5p*	148	5	128	18	25	86	137	
Hsa-Mir-504-v1_3p*		6	25	1		28	7	
Hsa-Mir-504-v1_5p	2574	22	10176	3279	7182	10923	12425	7864
Hsa-Mir-504-v2_3p*		6	25	1		28	7	
Hsa-Mir-504-v2_5p	2574	22	10176	3279	7182	10923	12425	7864
Hsa-Mir-505-v1_3p*	5652	217	22945	8570	11361	11526	15486	10234
Hsa-Mir-505-v1_5p	68	16	417	128	151	398	305	460
Hsa-Mir-505-v2_3p*	5652	217	22945	8570	11361	11526	15486	10234
Hsa-Mir-505-v2_5p	68	16	417	128	151	398	305	460
Hsa-Mir-506-P1_3p	306	5	63	108	205	152	118	113
Hsa-Mir-506-P1_5p		3	14	16	2		6	
Hsa-Mir-506-P10_3p*	43	1			6	1	44	
Hsa-Mir-506-P10_5p			65	51	191	38	148	115
Hsa-Mir-506-P11_3p	34	3	289	196	138	306	322	267
Hsa-Mir-506-P11_5p*	13	1	30	17	50	43	31	16
