name	pre-microRNA	RC_adj	UR	180913-190529_Brain_S36180913-190529_Brain_S36(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-128-3p	hsa-mir-128-1	237688.0	985.0	42298.03271296053	44394.13975241126	3p	mlv3p_1362.5|NucVar_3559.0|canonical_121621.0|nta#G_743.0|nta#C_120.5|nta#A_15618.5|mv_5311.5|lv5p_7907.5|lv5p#3_1.0|lv5p#2_5.5|nta#C#1_120.5|lv5p#1_51.0|nta#T#2_9.5|lv5pT_7850.0|nta#T#1_278.5|nta#UA_14.5|mlv5p_177.0|lv5p#-2_3285.5|lv5p#-1_4564.5|lv3p#4_2.0|lv3p#3_2.0|lv3p#2_3874.0|lv3p#1_58641.0|lv5pE_57.5|nta#A#4_5.5|nta#A#3_144.5|nta#A#2_2632.5|nta#A#1_12836.0|lv3pT_18460.5|mlv5p#3_1.5|mlv5p#2_2.5|mlv5p#1_173.0|total_237688.0|lv3pE_62519.0|mlv3p#4_15.0|mlv3p#3_2.5|mlv3p#2_1345.0|nta#G#1_743.0|lv3p_80979.5|lv3p#-2_3551.0|lv3p#-1_14909.5|nta#T_288.0
hsa-let-7a-5p	hsa-let-7a-3	211122.55000000139	784.0	37570.548476758195	39432.381902264715	5p	mlv3p_52.0|NucVar_2778.116666666668|canonical_136137.66666666666|nta#G_444.99999999999966|nta#C_259.3666666666666|nta#A_8425.91666666669|mv_2059.6166666666654|lv5p_4249.816666666667|nta#T#4_3.1666666666666665|lv5p#2_1.0|nta#C#1_259.3666666666666|lv5p#1_1019.5|nta#T#3_44.41666666666668|nta#T#2_15.500000000000002|lv5pT_3229.3166666666684|nta#T#1_163.33333333333337|mlv5p_61.0|lv5p#-3_464.94999999999993|lv5p#-2_587.4166666666669|lv5p#-1_2176.9500000000007|lv3p#3_1.0|lv3p#2_16.0|lv3p#1_4486.166666666663|lv5pE_1020.5|nta#A#4_2.0|nta#A#3_22.0|nta#A#2_562.5333333333336|nta#A#1_7839.383333333324|lv3pT_51924.46666666672|mlv5p#3_2.5|mlv5p#2_8.5|mlv5p#1_50.0|total_211122.55000000139|nta#AU_1.2|lv3pE_4503.166666666663|mlv3p#2_52.0|nta#G#2_10.0|nta#G#1_434.99999999999966|lv3p_56427.63333333341|lv3p#-3_1056.749999999999|lv3p#-2_5610.133333333331|lv3p#-1_45257.58333333335|nta#T_226.41666666666677
hsa-let-7a-5p	hsa-let-7a-1	210300.05000000139	781.0	37424.17957337893	39278.759590888636	5p	mlv3p_418.0|NucVar_2778.116666666668|canonical_136137.66666666666|nta#G_434.99999999999966|nta#C_257.3666666666667|nta#A_8410.416666666682|mv_1321.1166666666654|lv5p_3636.3166666666684|lv5p#2_3.0|nta#T#4_3.1666666666666665|nta#C#1_257.3666666666667|lv5p#1_404.0|nta#T#3_42.41666666666668|nta#T#2_13.500000000000002|lv5pT_3229.3166666666684|nta#T#1_163.33333333333337|nta#UA_1.0|mlv5p_123.0|lv5p#-3_464.94999999999993|lv5p#-2_587.4166666666669|lv5p#-1_2176.9500000000007|lv3p#2_150.0|lv3p#1_4486.166666666663|lv5pE_407.0|nta#A#4_2.0|nta#A#3_24.0|nta#A#2_568.5333333333336|nta#A#1_7815.883333333324|lv3pT_51924.46666666672|mlv5p#3_2.0|mlv5p#2_71.0|mlv5p#1_50.0|total_210300.05000000139|nta#AU_1.2|lv3pE_4636.166666666663|mlv3p#3_5.0|mlv3p#2_413.0|nta#G#1_434.99999999999966|lv3p_56560.63333333341|lv3p#-3_1056.749999999999|lv3p#-2_5610.133333333331|lv3p#-1_45257.58333333335|nta#T_222.41666666666677
hsa-let-7a-5p	hsa-let-7a-2	209970.71666666804	753.0	37365.57269332272	39217.24840805598	5p	mlv3p_51.0|NucVar_2778.116666666668|canonical_136137.66666666666|nta#G_434.99999999999966|nta#C_257.3666666666667|nta#A_8921.583333333356|mv_1201.1166666666668|lv5p_3441.8166666666684|lv5p#2_1.0|nta#T#4_3.1666666666666665|nta#C#1_257.3666666666667|lv5p#1_211.5|nta#T#3_42.41666666666668|nta#T#2_13.500000000000002|lv5pT_3229.3166666666684|nta#T#1_169.33333333333337|mlv5p_56.0|lv5p#-3_464.94999999999993|lv5p#-2_587.4166666666669|lv5p#-1_2176.9500000000007|lv3p#2_52.0|lv3p#1_4486.166666666663|lv5pE_212.5|nta#A#4_4.0|nta#A#3_56.0|nta#A#2_1064.5333333333328|nta#A#1_7797.049999999991|lv3pT_51924.46666666672|mlv5p#3_1.0|mlv5p#2_5.0|mlv5p#1_50.0|total_209970.71666666804|nta#AU_1.2|lv3pE_4538.166666666663|mlv3p#2_51.0|nta#G#1_434.99999999999966|lv3p_56462.63333333341|lv3p#-3_1056.749999999999|lv3p#-2_5610.133333333331|lv3p#-1_45257.58333333335|nta#T_228.41666666666677
hsa-miR-26a-5p	hsa-mir-26a-2	201161.83333333337	765.0	35797.97805077433	37571.9705742455	5p	mlv3p_816.5|NucVar_3252.5|canonical_159207.5|nta#G_115.83333333333333|nta#C_277.0|nta#A_10537.166666666666|mv_575.5|lv5p_8156.833333333333|nta#C#2_8.5|nta#C#1_268.5|lv5p#1_346.0|nta#T#3_71.5|nta#T#2_773.5|lv5pT_7810.833333333333|nta#T#1_6509.166666666666|nta#UA_7.333333333333333|mlv5p_162.0|lv5p#-3_550.0|lv5p#-2_1560.3333333333333|lv5p#-1_5700.5|lv3p#3_5.0|lv3p#2_75.0|lv3p#1_284.5|lv5pE_346.0|nta#A#4_1.0|nta#A#3_43.5|nta#A#2_995.0|nta#A#1_9497.666666666666|lv3pT_10342.333333333334|mlv5p#2_45.0|mlv5p#1_117.0|total_201161.83333333337|nta#AU_5.5|lv3pE_364.5|mlv3p#3_34.0|mlv3p#2_782.5|nta#G#1_115.83333333333333|lv3p_10706.833333333334|lv3p#-3_631.3333333333334|lv3p#-2_1533.5|lv3p#-1_8177.5|nta#T_7354.166666666666
hsa-miR-26a-5p	hsa-mir-26a-1	200733.33333333337	749.0	35721.723856126286	37491.93755245261	5p	mlv3p_795.5|NucVar_3252.5|canonical_159207.5|nta#G_115.83333333333333|nta#C_276.0|nta#A_10532.166666666666|mv_554.0|lv5p_7902.833333333333|nta#C#2_8.5|nta#C#1_267.5|lv5p#1_92.0|nta#T#3_7.5|nta#T#2_767.5|lv5pT_7810.833333333333|nta#T#1_6495.166666666666|nta#UA_7.333333333333333|mlv5p_125.0|lv5p#-3_550.0|lv5p#-2_1560.3333333333333|lv5p#-1_5700.5|lv3p#2_75.0|lv3p#1_284.5|lv5pE_92.0|nta#A#4_1.0|nta#A#3_43.5|nta#A#2_995.0|nta#A#1_9492.666666666666|lv3pT_10342.333333333334|mlv5p#3_2.0|mlv5p#2_6.0|mlv5p#1_117.0|total_200733.33333333337|nta#AU_5.5|lv3pE_359.5|mlv3p#3_13.0|mlv3p#2_782.5|nta#G#1_115.83333333333333|lv3p_10701.833333333334|lv3p#-3_631.3333333333334|lv3p#-2_1533.5|lv3p#-1_8177.5|nta#T_7270.166666666666
hsa-miR-9-5p	hsa-mir-9-2	191954.6666666689	1014.0	34159.50645414238	35852.30343192596	5p	mlv3p_14.0|NucVar_627.333333333334|canonical_27032.333333333332|nta#G_198.16666666666674|nta#C_244.0000000000001|nta#A_4170.000000000001|mv_7156.333333333322|lv5p_5129.4999999999945|nta#C#1_244.0000000000001|lv5p#1_32.5|nta#T#3_3.6666666666666665|nta#T#2_194.6666666666667|lv5pT_5096.9999999999945|nta#T#1_7140.999999999987|lv5p#-4_149.66666666666674|nta#UA_6.333333333333331|mlv5p_14.666666666666668|lv5p#-3_545.3333333333339|lv5p#-2_1289.6666666666665|lv5p#-1_3112.3333333333353|lv3p#2_18.666666666666664|lv3p#1_45.33333333333334|lv5pE_32.5|nta#A#4_1.3333333333333333|nta#A#3_19.666666666666668|nta#A#2_438.9999999999997|nta#A#1_3710.000000000005|lv3pT_139965.00000000015|mlv5p#2_3.0|mlv5p#1_11.666666666666668|total_191954.6666666689|nta#AU_2.3333333333333335|lv3pE_64.00000000000001|mlv3p#2_14.0|nta#G#2_6.0|nta#G#1_192.16666666666674|lv3p_140029.0000000002|lv3p#-4_3146.3333333333344|lv3p#-3_2306.0000000000005|lv3p#-2_84998.00000000006|lv3p#-1_49514.6666666667|nta#T_7339.333333333319
hsa-miR-9-5p	hsa-mir-9-1	191954.6666666689	1014.0	34159.50645414238	35852.30343192596	5p	mlv3p_14.0|NucVar_627.333333333334|canonical_27032.333333333332|nta#G_198.16666666666674|nta#C_244.0000000000001|nta#A_4170.000000000001|mv_7156.333333333322|lv5p_5129.4999999999945|nta#C#1_244.0000000000001|lv5p#1_32.5|nta#T#3_3.6666666666666665|nta#T#2_194.6666666666667|lv5pT_5096.9999999999945|nta#T#1_7140.999999999987|lv5p#-4_149.66666666666674|nta#UA_6.333333333333331|mlv5p_14.666666666666668|lv5p#-3_545.3333333333339|lv5p#-2_1289.6666666666665|lv5p#-1_3112.3333333333353|lv3p#2_18.666666666666664|lv3p#1_45.33333333333334|lv5pE_32.5|nta#A#4_1.3333333333333333|nta#A#3_19.666666666666668|nta#A#2_438.9999999999997|nta#A#1_3710.000000000005|lv3pT_139965.00000000015|mlv5p#2_3.0|mlv5p#1_11.666666666666668|total_191954.6666666689|nta#AU_2.3333333333333335|lv3pE_64.00000000000001|mlv3p#2_14.0|nta#G#2_6.0|nta#G#1_192.16666666666674|lv3p_140029.0000000002|lv3p#-4_3146.3333333333344|lv3p#-3_2306.0000000000005|lv3p#-2_84998.00000000006|lv3p#-1_49514.6666666667|nta#T_7339.333333333319
hsa-miR-9-5p	hsa-mir-9-3	191928.6666666689	1010.0	34154.87959519057	35847.44728591286	5p	mlv3p_14.0|NucVar_627.333333333334|canonical_27032.333333333332|nta#G_197.66666666666674|nta#C_244.0000000000001|nta#A_4171.000000000001|mv_7151.333333333322|lv5p_5112.9999999999945|nta#C#1_244.0000000000001|lv5p#1_16.0|nta#T#3_3.6666666666666665|nta#T#2_195.6666666666667|lv5pT_5096.9999999999945|nta#T#1_7137.999999999987|lv5p#-4_149.66666666666674|nta#UA_6.333333333333331|mlv5p_11.666666666666668|lv5p#-3_545.3333333333339|lv5p#-2_1289.6666666666665|lv5p#-1_3112.3333333333353|lv3p#2_18.666666666666664|lv3p#1_45.33333333333334|lv5pE_16.0|nta#A#4_1.3333333333333333|nta#A#3_19.666666666666668|nta#A#2_438.9999999999997|nta#A#1_3711.000000000005|lv3pT_139965.00000000015|mlv5p#1_11.666666666666668|total_191928.6666666689|nta#AU_2.3333333333333335|lv3pE_64.00000000000001|mlv3p#2_14.0|nta#G#2_6.0|nta#G#1_191.66666666666674|lv3p_140029.0000000002|lv3p#-4_3146.3333333333344|lv3p#-3_2306.0000000000005|lv3p#-2_84998.00000000006|lv3p#-1_49514.6666666667|nta#T_7337.333333333319
hsa-miR-128-3p	hsa-mir-128-2	187645.0	837.0	33392.57492352781	35047.36610111243	3p	mlv3p_43.0|NucVar_3559.0|canonical_121621.0|nta#G_728.0|nta#C_83.0|nta#A_14957.5|mv_1734.5|lv5p_7906.5|nta#C#3_1.0|nta#C#2_12.0|lv5p#2_5.5|nta#C#1_70.0|lv5p#1_51.0|nta#T#3_7.5|nta#T#2_101.0|lv5pT_7850.0|nta#T#1_3384.5|nta#UA_8.5|mlv5p_177.0|lv5p#-2_3285.5|lv5p#-1_4564.5|lv3p#2_143.0|lv3p#1_14739.0|lv5pE_56.5|nta#A#4_2.5|nta#A#3_140.5|nta#A#2_2510.5|nta#A#1_12304.0|lv3pT_18460.5|mlv5p#3_1.5|mlv5p#2_2.5|mlv5p#1_173.0|total_187645.0|nta#AU_0.5|lv3pE_14882.0|mlv3p#4_2.0|mlv3p#3_4.5|mlv3p#2_36.5|nta#G#1_728.0|lv3p_33342.5|lv3p#-2_3551.0|lv3p#-1_14909.5|nta#T_3493.0
