name	pre-microRNA	RC_adj	UR	180913-190529_Brain_S36180913-190529_Brain_S36(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-125a-5p	hsa-mir-125a	144866.0	639.0	25779.790342784403	27057.324935936227	5p	lv5p#-2_510.0|nta#A#1_2290.0|lv5p_1264.0|lv5p#-1_422.0|canonical_12014.0|lv3pE_8.0|nta#C#1_218.0|nta#AU_2.0|lv5pE_6.0|nta#G_60.0|mlv5p#1_11.0|mlv5p_11.0|nta#C_218.0|nta#G#1_60.0|lv3p_119317.0|nta#A_2467.0|nta#UA_7.0|lv3p#1_8.0|nta#T#2_22.0|NucVar_393.0|nta#T#1_1741.0|mv_7359.0|lv3p#-5_521.0|lv3p#-4_2576.0|lv3p#-3_4294.0|lv3pT_119309.0|lv5p#1_6.0|lv3p#-2_99213.0|lv3p#-1_12705.0|lv5pT_1258.0|nta#T_1763.0|lv5p#-4_148.0|lv5p#-3_178.0|nta#A#2_177.0|total_144866.0
hsa-let-7f-5p	hsa-let-7f-2	129368.9833333333	473.0	23022.001485458994	24162.872024365395	5p	mlv3p_39.5|NucVar_1628.3333333333333|canonical_85545.0|nta#G_38.666666666666664|nta#C_164.33333333333334|nta#A_5246.466666666665|mv_868.0|lv5p_2552.833333333333|nta#C#1_164.33333333333334|lv5p#1_176.0|nta#T#3_23.0|nta#T#2_7.0|lv5pT_2376.833333333333|nta#T#1_38.0|mlv5p_69.0|lv5p#-3_446.3666666666666|lv5p#-2_485.5|lv5p#-1_1444.9666666666665|lv3p#2_11.0|lv3p#1_3008.75|lv5pE_176.0|nta#A#3_22.0|nta#A#2_411.8333333333333|nta#A#1_4812.633333333332|lv3pT_30129.1|mlv5p#2_12.5|mlv5p#1_56.5|total_129368.9833333333|nta#AU_0.5|lv3pE_3019.75|mlv3p#3_1.0|mlv3p#2_38.5|nta#G#2_0.6666666666666666|nta#G#1_38.0|lv3p_33148.850000000006|lv3p#-3_472.5|lv3p#-2_3266.4333333333334|lv3p#-1_26390.166666666668|nta#T_67.99999999999999
hsa-let-7g-5p	hsa-let-7g	127501.33333333333	483.0	22689.64175002279	23814.041982004866	5p	mlv3p_10.0|NucVar_2179.0833333333335|canonical_82676.0|nta#G_380.0|nta#C_150.25|nta#A_5200.916666666667|mv_1186.5|lv5p_3874.8333333333335|nta#C#2_2.0|nta#C#1_148.25|lv5p#1_428.0|nta#T#3_27.333333333333332|nta#T#2_16.0|lv5pT_3446.833333333333|nta#T#1_148.0|nta#UA_1.0|mlv5p_154.0|lv5p#-3_392.5833333333333|lv5p#-2_1121.6666666666667|lv5p#-1_1932.5833333333333|lv3p#2_1.0|lv3p#1_2028.5|lv5pE_428.0|nta#A#4_1.0|nta#A#3_5.0|nta#A#2_353.25|nta#A#1_4841.666666666667|lv3pT_29468.916666666668|mlv5p#2_5.0|mlv5p#1_149.0|total_127501.33333333333|nta#AU_1.0|lv3pE_2029.5|mlv3p#2_10.0|nta#G#2_2.0|nta#G#1_378.0|lv3p_31498.416666666668|lv3p#-3_1146.0|lv3p#-2_3076.5833333333335|lv3p#-1_25246.333333333336|nta#T_191.33333333333334
hsa-let-7f-5p	hsa-let-7f-1	126840.7333333333	457.0	22572.083941424196	23690.658518302684	5p	mlv3p_38.5|NucVar_1628.3333333333333|canonical_85545.0|nta#G_39.666666666666664|nta#C_164.33333333333334|nta#A_5239.466666666665|mv_778.5|lv5p_2441.833333333333|lv5p#3_2.5|lv5p#2_9.5|nta#C#1_164.33333333333334|lv5p#1_53.0|nta#T#3_23.0|nta#T#2_7.0|lv5pT_2376.833333333333|nta#T#1_38.0|mlv5p_78.0|lv5p#-3_446.3666666666666|lv5p#-2_485.5|lv5p#-1_1444.9666666666665|lv3p#2_25.0|lv3p#1_665.0|lv5pE_65.0|nta#A#3_15.0|nta#A#2_411.8333333333333|nta#A#1_4812.633333333332|lv3pT_30129.1|mlv5p#3_1.0|mlv5p#2_20.5|mlv5p#1_56.5|total_126840.7333333333|nta#AU_0.5|lv3pE_690.0|mlv3p#2_38.5|nta#G#2_1.6666666666666665|nta#G#1_38.0|lv3p_30819.1|lv3p#-3_472.5|lv3p#-2_3266.4333333333334|lv3p#-1_26390.166666666668|nta#T_67.99999999999999
hsa-let-7b-5p	hsa-let-7b	124064.0	817.0	22077.947269112174	23172.034575759615	5p	mlv3p_134.0|NucVar_1409.75|canonical_55405.0|nta#G_764.0|nta#C_348.25|nta#A_15597.75|mv_1145.25|lv5p_1586.25|nta#T#5_3.0|nta#C#2_6.0|nta#T#4_10.5|nta#C#1_342.25|lv5p#1_30.0|nta#T#3_29.5|nta#T#2_293.25|lv5pT_1556.25|nta#T#1_6474.75|nta#UA_102.0|mlv5p_130.5|lv5p#-3_199.25|lv5p#-2_336.0|lv5p#-1_1021.0|lv3p#2_18.0|lv3p#1_19366.25|lv5pE_30.0|nta#A#4_2.0|nta#A#3_202.0|nta#A#2_2993.25|nta#A#1_12400.5|lv3pT_21348.0|mlv5p#2_9.0|mlv5p#1_121.5|total_124064.0|nta#AU_6.0|lv3pE_19384.25|mlv3p#3_101.0|mlv3p#2_33.0|nta#G#2_13.0|nta#G#1_751.0|lv3p_40732.25|lv3p#-3_1145.0|lv3p#-2_5493.0|lv3p#-1_14710.0|nta#T_6811.0
hsa-miR-30d-5p	hsa-mir-30d	123750.5	603.0	22022.1580275202	23113.480661332378	5p	mlv3p_35.5|NucVar_232.5|canonical_11866.0|nta#G_81.0|nta#C_139.0|nta#A_5056.0|mv_4914.5|lv5p_581.5|nta#C#2_12.0|nta#C#1_127.0|nta#T#3_4.0|lv5p#1_5.5|nta#T#2_25.0|lv5pT_576.0|nta#T#1_1949.0|nta#UA_2.0|mlv5p_14.0|lv5p#-3_167.0|lv5p#-2_128.0|lv5p#-1_281.0|lv3p#3_11.0|lv3p#2_64600.0|lv3p#1_25307.5|lv5pE_5.5|nta#A#4_4.0|nta#A#3_12.0|nta#A#2_138.0|nta#A#1_4902.0|lv3pT_8934.0|mlv5p#2_2.0|mlv5p#1_12.0|total_123750.5|nta#AU_2.0|lv3pE_89918.5|mlv3p#2_35.5|nta#G#2_18.0|nta#G#1_63.0|lv3p_98852.5|lv3p#-3_643.5|lv3p#-2_983.0|lv3p#-1_7307.5|nta#T_1978.0
hsa-miR-143-3p	hsa-mir-143	117036.0	558.0	20827.27170321618	21859.38095344824	3p	mlv3p_40.0|NucVar_832.0|canonical_32971.0|nta#G_228.0|nta#C_381.0|nta#A_5741.0|mv_860.0|lv5p_914.0|nta#C#2_44.0|nta#T#4_1.0|nta#C#1_337.0|lv5p#1_95.0|nta#T#3_207.0|nta#T#2_3555.0|lv5pT_819.0|nta#T#1_44975.0|nta#UA_80.0|mlv5p_57.0|lv5p#-2_182.0|lv5p#-1_637.0|lv3p#2_16.0|lv3p#1_6421.0|lv5pE_95.0|nta#A#4_62.0|nta#A#3_60.0|nta#A#2_694.0|nta#A#1_4925.0|lv3pT_19837.0|mlv5p#1_57.0|total_117036.0|nta#AU_9.0|lv3pE_6437.0|mlv3p#4_4.0|mlv3p#3_9.0|mlv3p#2_27.0|nta#G#1_228.0|lv3p_26274.0|lv3p#-2_973.0|lv3p#-1_18864.0|nta#T_48738.0
hsa-miR-27b-3p	hsa-mir-27b	107134.0	534.0	19065.150267032048	20009.936421842198	3p	mlv3p_1.0|NucVar_738.0|canonical_31223.0|nta#G_218.0|nta#C_134.0|nta#A_8934.5|mv_1857.0|lv5p_1878.0|nta#C#2_40.0|nta#T#4_5.0|nta#C#1_94.0|lv5p#1_644.5|nta#T#3_70.0|nta#T#2_439.5|lv5pT_1233.5|nta#T#1_2897.5|mlv5p_88.0|lv5p#-2_415.0|lv5p#-1_818.5|lv3p#2_4.0|lv3p#1_9764.0|lv5pE_644.5|nta#A#4_3.0|nta#A#3_255.0|nta#A#2_778.0|nta#A#1_7898.5|lv3pT_48882.5|mlv5p#1_88.0|total_107134.0|nta#AU_9.0|lv3pE_9768.0|mlv3p#4_1.0|nta#G#2_5.5|nta#G#1_212.5|lv3p_58650.5|lv3p#-2_19890.0|lv3p#-1_28992.5|nta#T_3412.0
hsa-miR-125b-5p	hsa-mir-125b-1	100535.0	684.0	17890.81787384086	18777.409208747038	5p	mlv3p_11.0|NucVar_1805.5|canonical_54415.0|nta#G_73.0|nta#C_124.0|nta#A_4610.0|mv_1534.5|lv5p_5225.0|nta#C#2_1.0|nta#C#1_123.0|lv5p#1_17.5|nta#T#3_1.0|nta#T#2_36.0|lv5pT_5207.5|nta#T#1_1317.0|nta#UA_2.0|mlv5p_99.0|lv5p#-3_721.5|lv5p#-2_2170.0|lv5p#-1_2316.0|lv3p#1_293.0|lv5pE_17.5|nta#A#4_1.5|nta#A#3_46.5|nta#A#2_1455.0|nta#A#1_3107.0|lv3pT_30991.0|mlv5p#2_4.0|mlv5p#1_95.0|total_100535.0|nta#AU_3.0|lv3pE_293.0|mlv3p#3_1.5|mlv3p#2_9.5|nta#G#2_0.5|nta#G#1_72.5|lv3p_31284.0|lv3p#-3_1889.0|lv3p#-2_20226.5|lv3p#-1_8875.5|nta#T_1354.0
hsa-miR-125b-5p	hsa-mir-125b-2	100260.0	675.0	17841.87994261983	18726.04612591613	5p	mlv3p_11.0|NucVar_1805.5|canonical_54415.0|nta#G_73.0|nta#C_124.0|nta#A_4642.0|mv_1507.5|lv5p_5225.0|nta#C#2_1.0|nta#C#1_123.0|lv5p#1_17.5|nta#T#2_5.0|lv5pT_5207.5|nta#T#1_1313.0|nta#UA_2.0|mlv5p_99.0|lv5p#-3_721.5|lv5p#-2_2170.0|lv5p#-1_2316.0|lv3p#1_49.0|lv5pE_17.5|nta#A#4_1.5|nta#A#3_46.5|nta#A#2_1455.0|nta#A#1_3139.0|lv3pT_30991.0|mlv5p#2_4.0|mlv5p#1_95.0|total_100260.0|nta#AU_3.0|lv3pE_49.0|mlv3p#3_1.5|mlv3p#2_9.5|nta#G#2_0.5|nta#G#1_72.5|lv3p_31040.0|lv3p#-3_1889.0|lv3p#-2_20226.5|lv3p#-1_8875.5|nta#T_1318.0
hsa-let-7c-5p	hsa-let-7c	89716.06666666662	495.0	15965.522545289676	16756.704594412186	5p	mlv3p_12.0|NucVar_1383.2|canonical_62257.0|nta#G_286.0|nta#C_145.53333333333333|nta#A_6654.283333333332|mv_645.7|lv5p_1766.9833333333333|nta#C#2_2.0|nta#T#4_4.0|lv5p#2_12.0|nta#C#1_143.53333333333333|lv5p#1_195.0|nta#T#3_41.666666666666664|nta#T#2_35.0|lv5pT_1559.9833333333333|nta#T#1_584.0|nta#UA_2.0|mlv5p_52.0|lv5p#-3_258.5|lv5p#-2_322.25|lv5p#-1_979.2333333333333|lv3p#2_40.0|lv3p#1_4056.25|lv5pE_207.0|nta#A#4_1.0|nta#A#3_51.0|nta#A#2_934.5333333333334|nta#A#1_5667.749999999999|lv3pT_11752.45|mlv5p#1_52.0|total_89716.06666666662|nta#AU_1.2|lv3pE_4096.25|mlv3p#3_3.0|mlv3p#2_9.0|nta#G#3_1.0|nta#G#1_285.0|lv3p_15848.7|lv3p#-3_509.0|lv3p#-2_1693.1166666666668|lv3p#-1_9550.333333333334|nta#T_664.6666666666666
hsa-miR-30a-5p	hsa-mir-30a	82532.5	539.0	14687.162939998716	15414.99503178908	5p	mlv3p_26.5|NucVar_226.0|canonical_10393.0|nta#G_64.0|nta#C_113.5|nta#A_3523.5|mv_4332.0|lv5p_468.0|nta#C#2_7.5|nta#C#1_106.0|nta#T#3_3.0|lv5p#1_1.0|nta#T#2_13.0|lv5pT_467.0|nta#T#1_1087.5|nta#UA_3.0|mlv5p_14.5|lv5p#-3_64.0|lv5p#-2_89.0|lv5p#-1_314.0|lv3p#3_6.0|lv3p#2_35418.5|lv3p#1_16636.5|lv5pE_1.0|nta#A#3_18.0|nta#A#2_177.5|nta#A#1_3328.0|lv3pT_10207.0|mlv5p#2_5.0|mlv5p#1_9.5|total_82532.5|nta#AU_2.0|lv3pE_52061.0|mlv3p#2_26.5|nta#G#2_10.0|nta#G#1_54.0|lv3p_62268.0|lv3p#-3_696.0|lv3p#-2_301.0|lv3p#-1_9210.0|nta#T_1103.5
hsa-miR-219a-2-3p	hsa-mir-219a-2	81771.0	499.0	14551.649359544845	15272.765986059125	3p	mlv3p_51.0|NucVar_949.0|canonical_43505.0|nta#G_43.0|nta#C_160.0|nta#A_7346.0|mv_4466.0|lv5p_1892.0|nta#C#1_160.0|lv5p#1_435.0|nta#T#3_2.0|nta#T#2_127.0|lv5pT_1457.0|nta#T#1_1744.0|nta#UA_16.0|mlv5p_53.0|lv5p#-3_131.0|lv5p#-2_302.0|lv5p#-1_1024.0|nta#A#5_1.0|lv3p#1_104.0|lv5pE_435.0|nta#A#4_3.0|nta#A#3_45.0|nta#A#2_545.0|nta#A#1_6752.0|lv3pT_21329.0|mlv5p#1_53.0|total_81771.0|nta#AU_6.0|lv3pE_104.0|mlv3p#2_51.0|nta#G#2_2.0|nta#G#1_41.0|lv3p_21433.0|lv3p#-3_2315.0|lv3p#-2_13541.0|lv3p#-1_5473.0|nta#T_1873.0
hsa-miR-181a-5p	hsa-mir-181a-1	74295.75	720.0	13221.382921872106	13876.577313580026	5p	mlv3p_8.0|NucVar_438.5|canonical_14806.5|nta#G_138.0|nta#C_72.0|nta#A_5803.0|mv_2136.5|lv5p_924.0|nta#T#4_3.0|nta#C#1_72.0|nta#T#3_2.0|lv5p#1_6.5|nta#T#2_47.5|lv5pT_917.5|nta#T#1_661.5|lv5p#-4_62.5|nta#UA_1.5|mlv5p_32.5|lv5p#-3_83.0|lv5p#-2_195.0|lv5p#-1_577.0|lv3p#2_477.0|lv3p#1_1974.5|lv5pE_6.5|nta#A#3_35.0|nta#A#2_339.5|nta#A#1_5428.5|lv3pT_46771.25|mlv5p#1_32.5|total_74295.75|nta#AU_5.0|lv3pE_2451.5|mlv3p#2_8.0|nta#G#2_16.5|nta#G#1_121.5|lv3p_49222.75|lv3p#-4_3044.25|lv3p#-3_5539.0|lv3p#-2_23375.5|lv3p#-1_14812.5|nta#T_714.0
hsa-miR-181a-5p	hsa-mir-181a-2	74295.75	720.0	13221.382921872106	13876.577313580026	5p	mlv3p_8.0|NucVar_438.5|canonical_14806.5|nta#G_138.0|nta#C_72.0|nta#A_5803.0|mv_2136.5|lv5p_924.0|nta#T#4_3.0|nta#C#1_72.0|nta#T#3_2.0|lv5p#1_6.5|nta#T#2_47.5|lv5pT_917.5|nta#T#1_661.5|lv5p#-4_62.5|nta#UA_1.5|mlv5p_32.5|lv5p#-3_83.0|lv5p#-2_195.0|lv5p#-1_577.0|lv3p#2_477.0|lv3p#1_1974.5|lv5pE_6.5|nta#A#3_35.0|nta#A#2_339.5|nta#A#1_5428.5|lv3pT_46771.25|mlv5p#1_32.5|total_74295.75|nta#AU_5.0|lv3pE_2451.5|mlv3p#2_8.0|nta#G#2_16.5|nta#G#1_121.5|lv3p_49222.75|lv3p#-4_3044.25|lv3p#-3_5539.0|lv3p#-2_23375.5|lv3p#-1_14812.5|nta#T_714.0
