name	unique reads 32151686_EXO_S20 32151686_EXO_S20	32151686_EXO_S20	32151686_EXO_S20 (mult. map. adj.)	32151686_EXO_S2032151686_EXO_S20(lib)	32151686_EXO_S2032151686_EXO_S20(total)	coordinateString 32151686_EXO_S20 32151686_EXO_S20	32151686_EXO_S20 (lib)	32151686_EXO_S20 (total)
NR_030583:vault_RNA 	5.0	57.0	57.0	1000000.0	4.2435781076336685	5:hsa;NR_030583:vault_RNA ,136080548,136080597,-	1000000.0	4.2435781076336685
