name	X32151640_EXO_S32.grp1	X32151675_EXO_S28.grp1	X32151681_EXO_S21.grp1	X32151161_EXO_S19.grp1	X32151113_EXO_S24.grp1	X32140243_EXO_S2.grp1	X32150300_EXO_S4.grp1	X32151662_EXO_S25.grp1	X32150296_EXO_S34.grp1	X32151649_EXO_S7.grp1	X32151808_EXO_S16.grp1	X32152166_EXO_S8.grp1	X180322.190603_Brain_S36.grp1	X32150759_EXO_S26.grp1	X32151206_EXO_S12.grp1	X32151872_EXO_S27.grp1	X32152211_EXO_S35.grp1	X32151109_EXO_S17.grp1	X32152477_EXO_S29.grp1	X32151201_EXO_S23.grp1	X32141753_EXO_S10.grp1	X32150101_EXO_S3.grp1	X32151828_EXO_S15.grp1	X32152118_EXO_S1.grp1	X32151204_EXO_S9.grp1	X32151684_EXO_S13.grp1	X32150228_EXO_S18.grp1	X32152206_EXO_S33.grp1	X32151642_EXO_S5.grp1	X32151157_EXO_S31.grp1	X32151086_EXO_S6.grp1	X32150688_EXO_S20.grp1	X32151947_EXO_S11.grp1	X32151680_EXO_S22.grp1	X32150301_EXO_S14.grp1	X32150744_EXO_S30.grp1
hsa-miR-204-5p	9627.54468448967	5628.44033794662	8730.96047305066	20396.0883147712	3252.47745731587	4881.57031166853	5162.80245001696	5292.77422761013	4661.59200150987	3862.33313532829	2528.19523268548	5364.2224463202	681.030820082058	5051.12191222464	8969.04877682729	4522.42997770238	20095.2227472846	3618.23961214707	3696.10238371015	9242.16157591662	6923.75153082712	4649.17451633622	4367.7543814229	3847.23863512211	7834.10657981615	4074.02004507417	6157.0848316275	1567.87804067904	8454.82512854849	4892.18934840732	6293.62814056345	8649.41511575452	3209.36001825517	9009.10933224177	3888.61255717475	2011.66478456398
hsa-miR-92a-3p	10094.6362240681	11059.5367584167	7099.39680931431	4285.41485577966	8933.48032522693	7114.34513813575	6541.90002094046	13608.0431423196	6884.57211084741	6516.60590885815	9272.6074319609	6735.48444604245	13611.8171755877	12849.7603040999	9883.07161445654	11853.4838572695	6100.19757034367	6764.51009790862	8840.3603696039	3692.63493681599	6128.3486947694	6444.29122614214	6763.18498997006	6469.97058641491	9082.597368111	10360.3542989089	5706.97453010244	7598.7366741312	6690.39329413886	6430.48261573485	6200.62733554246	6370.52233486285	9806.60837745281	5958.00455449926	10270.0030085139	8438.93590367277
hsa-miR-99b-5p	4449.35504716121	3237.68052289392	4411.54363059735	4237.37402546443	8255.45936656474	4909.88881951437	3530.30593903916	4854.28079172649	3409.62698994675	4926.66334716203	4714.17670814649	5159.39668723301	8252.57057942511	4776.41709963991	6260.0893235564	5135.03302667348	5083.28455165304	2242.58838994471	6195.39557833573	5247.40835119143	5202.36799878335	3594.77831673349	5500.31749168116	6370.26773997214	4540.32057034832	5073.39861186983	4923.11824759588	3920.45218528743	3673.89321267989	3162.47938256465	4829.788751266	6739.19955096284	4325.58870402144	6281.9322735298	5053.2850526032	3577.18205662337
hsa-miR-200c-3p	1798.82140710517	3325.45025459823	3165.35360063545	95.5155938157473	3600.02634066727	3113.26832954363	2193.79147513702	2977.19562631449	6426.02178614039	4838.54760491749	5600.40853057946	2661.39953327097	11.3801489169408	3217.22681148794	3667.3240672782	3948.90389156964	3125.87729201591	2105.20558528296	6270.02289307424	2132.90064407586	650.486381564062	2529.15392220519	3827.38585745572	3484.39841824753	2257.46908574013	3135.01909016746	3587.12766858615	4380.88718622262	2205.80756142482	4649.40279692081	2866.59947960246	1268.4006343919	4808.50558601082	4030.42436993387	5296.35180414701	7463.35066558012
hsa-miR-30e-5p	2319.5107408063	1866.14188218245	2663.91338362917	164.451470403797	7742.60873360063	1960.68477363066	3051.46885510046	1322.15851903327	941.036138875252	2429.29285286475	2681.43191983774	3577.76847451683	1365.07262257656	2268.15749201752	2518.47920470165	2132.57197663451	421.742510194243	3143.69141952151	3454.02735638408	3905.75137928606	2388.89736567326	1600.69634709782	3479.15694331879	1680.56201862338	1704.08138695912	4050.61404433063	2299.51447523496	3230.53191616267	4012.21994745379	4563.28883226886	2341.90991068501	2013.45927851961	1401.43523425381	2182.05641078154	3015.67695567452	2715.39536271748
hsa-miR-125a-5p	3141.06301161908	6830.93370624574	9586.26084716134	17286.2815854057	8683.28904768221	8195.99957013233	6716.97462345084	10061.5050161321	9718.68997140761	9748.69310577038	4510.31301704877	7439.35181363138	16194.634634643	6707.22377445683	10381.7732986681	5852.83560542471	7821.59786429695	4263.32550848679	6350.48750562859	13175.6181895639	9559.76931027388	7394.21363763395	6586.08358655556	7263.40647592135	7068.8641448937	5384.65692856794	9797.12350268966	6764.98375638175	8727.13813576998	2623.38359787258	11141.7449997534	10376.6278984839	7618.29930696026	9543.79361560611	7136.1654220297	3623.42882257149
hsa-miR-10b-5p	55174.7413851231	79405.3871864495	69552.7504789154	32943.4888003377	55484.909264916	94744.1169143465	85423.4407595859	113221.042912682	57735.4095449115	64779.8736621768	72927.317301352	63945.1545523785	80.0278486921166	93374.6564824582	80835.536837031	63985.7297047142	90079.3511697818	59040.6148065974	58097.6010067137	42781.4683899968	60247.5417203774	76558.6830554313	70175.3340724676	95666.6114206219	62851.7394446567	91814.5261127691	49432.1501507318	63179.327650039	61486.0646588336	66367.9514386185	66538.2352208631	61510.0926090748	70203.1114401324	72926.6741755274	96149.8478986687	36009.7022807745
hsa-let-7f-5p	36037.3697561565	36101.9400566289	35023.0977551341	18948.6361670468	21037.0221699447	39293.2250745479	34994.5399927939	20035.4558885442	30723.1731060575	35104.0711229332	33416.8727099161	38179.5225596367	58165.8655643767	24569.2100524721	36877.0952811939	40553.1925576198	32003.4482568719	42786.8062316663	34698.5337975511	34018.0361570127	29321.81027562	41653.8129172661	32639.0315762251	27826.5327033527	26717.9198449612	37358.6386408095	43172.3107786012	30597.1849297476	45037.0534664879	44336.4342667915	24797.7634944438	37543.2231377141	31576.1282748157	34333.5361799034	28824.3999949771	48316.7223456463
hsa-let-7a-5p	70250.0702331554	71215.734508588	56628.3067508658	59399.7340105258	27422.7004855768	85131.4932845709	67659.9377987713	39856.590525243	54811.8776053077	67035.4790883134	64795.5601066707	68697.0440371992	89221.2497133904	64518.0651601881	71653.5097052504	59297.3538091372	58801.8491503477	68515.5512623128	59521.0694030431	56178.0917486875	65552.8337215556	91996.204713411	57289.1708465592	67891.1302886803	62512.8804885648	64166.1580016998	86547.5770946428	56439.336066182	105212.524053698	51831.1918428408	50265.551126629	60421.9276314459	57466.2297822695	53669.3584168233	52829.2647894397	64489.7772139488
hsa-miR-423-5p	1162.02544731174	2528.50738590215	2385.98868718688	8477.96020905762	4293.10556280358	2179.01215307507	2216.83148688396	1611.86448192552	1843.45424363192	2673.76394146236	2452.67513996205	2088.35092230536	1433.01126049357	912.197927326254	2258.70148017973	923.567103967692	70.4034398596395	3500.54466769269	2049.6450037466	3301.78501499969	3181.12111942072	2207.86602052431	2127.28399761894	3002.68421322256	2209.35258311046	2431.88837308564	3172.28472233978	2212.08879027703	2638.27515903522	1159.59277185597	2931.33269924177	2855.70328611925	2906.05814950511	2844.46782501831	1661.2584930817	3227.31021640813
hsa-miR-191-5p	1331.99892575798	1422.42960824	2205.01730334204	2046.33486999748	1217.90240290576	1688.27214760397	1473.04793199006	1962.5825507131	2716.27602319298	2174.81487846888	2912.87065487899	1681.03997436947	4725.8064321293	2109.99203981139	1475.42410671083	1513.01166670692	1666.26376986253	2307.9889944954	3443.52928502938	838.080737799819	2238.08877663652	1108.14988699221	2037.8867442375	1520.81369534593	1301.26134223095	1616.1467764708	1680.64423628764	1833.66968852709	747.309108087867	2068.31574786338	1998.68985251344	1646.66395074192	1752.65738382667	2007.27781146114	1577.53309745675	3036.47190338369
