name	pre-microRNA	RC_adj	UR	32151764_EXO_S532151764_EXO_S5(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-30a-5p	hsa-mir-30a	132056.0	676.0	16901.495698409617	156712.33526965044	5p	mlv3p_167.5|NucVar_436.5|canonical_17299.0|nta#G_109.0|nta#C_201.0|nta#A_9364.0|mv_5922.5|lv5p_657.5|nta#C#2_48.0|nta#C#1_153.0|lv5p#1_60.0|nta#T#2_89.0|lv5pT_597.5|nta#T#1_3250.5|nta#UA_2.0|mlv5p_66.0|lv5p#-3_111.0|lv5p#-2_118.0|lv5p#-1_368.5|lv3p#3_38.0|lv3p#2_50962.0|lv3p#1_31788.5|lv5pE_60.0|nta#A#3_1.0|nta#A#2_604.0|nta#A#1_8759.0|lv3pT_11705.0|mlv5p#2_11.0|mlv5p#1_55.0|total_132056.0|nta#AU_4.0|lv3pE_82788.5|mlv3p#2_167.5|nta#G#3_1.0|nta#G#2_25.0|nta#G#1_83.0|lv3p_94493.5|lv3p#-3_1028.0|lv3p#-2_718.0|lv3p#-1_9959.0|nta#T_3339.5
hsa-miR-10b-5p	hsa-mir-10b	116764.0	584.0	14944.31334985991	138565.14747853536	5p	lv5p#-2_117.0|nta#A#1_4042.0|lv5p_3111.0|lv5p#-1_2906.0|canonical_12065.0|lv3pE_1282.5|nta#C#1_196.5|lv5pE_13.0|nta#G_108.0|nta#C_196.5|nta#G#2_8.0|nta#G#1_100.0|lv3p_89276.5|nta#A_4380.5|nta#UA_2.0|lv3p#2_32.0|lv3p#1_1250.5|nta#T#2_16.0|NucVar_372.0|nta#T#1_376.0|mv_6862.5|lv3p#-4_248.5|lv3p#-3_646.0|lv3pT_87994.0|lv5p#1_13.0|lv3p#-2_6048.5|lv3p#-1_81051.0|lv5pT_3098.0|nta#T_392.0|lv5p#-4_24.0|lv5p#-3_51.0|nta#A#2_338.5|total_116764.0
hsa-miR-10a-5p	hsa-mir-10a	76759.0	568.0	9824.1799563384	91090.76560673577	5p	lv5p#-2_105.0|nta#A#1_5115.0|lv5p_6247.0|lv5p#-1_6046.0|canonical_13622.0|lv3pE_1277.5|nta#C#1_92.5|lv5pE_96.0|nta#G_140.0|mlv5p#1_16.0|mlv5p_16.0|nta#C_92.5|nta#G#2_13.0|nta#G#1_127.0|lv3p_43809.5|nta#A_5691.5|lv3p#1_1277.5|nta#T#2_3.0|NucVar_480.0|nta#T#1_225.0|mv_6432.5|lv3p#-4_240.5|lv3p#-3_201.0|lv3pT_42532.0|lv5p#1_96.0|lv3p#-2_2892.5|lv3p#-1_39198.0|lv5pT_6151.0|nta#T_228.0|nta#A#3_1.0|total_76759.0|nta#A#2_575.5
hsa-let-7b-5p	hsa-let-7b	49903.0	478.0	6386.952049416423	59220.44940753443	5p	mlv3p_48.0|NucVar_502.5|canonical_18617.0|nta#G_348.5|nta#C_185.0|nta#A_7972.0|mv_368.5|lv5p_289.25|nta#T#4_1.0|nta#C#1_185.0|lv5p#1_32.0|nta#T#3_3.0|nta#T#2_628.0|lv5pT_257.25|nta#T#1_3351.0|nta#UA_67.0|mlv5p_63.0|lv5p#-1_257.25|lv3p#2_4.0|lv3p#1_12552.25|lv5pE_32.0|nta#A#4_1.0|nta#A#3_226.0|nta#A#2_2396.5|nta#A#1_5348.5|lv3pT_4970.0|mlv5p#1_63.0|total_49903.0|nta#AU_2.0|lv3pE_12556.25|mlv3p#3_2.0|mlv3p#2_46.0|nta#G#1_348.5|lv3p_17526.25|lv3p#-3_99.0|lv3p#-2_751.25|lv3p#-1_4119.75|nta#T_3983.0
hsa-miR-30d-5p	hsa-mir-30d	42941.5	397.0	5495.968206921734	50959.15933378033	5p	lv5p#-2_0.5|nta#A#1_2606.0|lv5p_200.0|lv5p#-1_194.5|canonical_5225.0|lv3pE_28844.5|nta#C#2_8.5|nta#C#1_53.0|nta#AU_1.0|lv5pE_5.0|nta#G_37.0|nta#C_61.5|nta#G#2_6.5|nta#G#1_30.5|lv3p_32254.5|nta#A_2800.0|nta#UA_1.0|lv3p#2_17968.0|lv3p#1_10876.5|nta#T#2_2.0|NucVar_135.0|nta#T#1_1215.5|mlv3p_30.5|mv_980.5|lv3p#-3_128.0|lv3pT_3410.0|lv5p#1_5.0|lv3p#-2_330.0|lv3p#-1_2952.0|lv5pT_195.0|mlv3p#2_30.5|nta#T_1217.5|nta#A#3_42.0|nta#A#2_152.0|total_42941.5
hsa-let-7a-5p	hsa-let-7a-1	26131.14999999992	330.0	3344.456286117216	31010.12858015928	5p	mlv3p_211.0|NucVar_351.26666666666665|canonical_17008.666666666668|nta#G_161.00000000000006|nta#C_100.91666666666666|nta#A_1695.033333333332|mv_72.33333333333333|lv5p_417.8666666666664|lv5p#2_1.0|nta#C#1_100.91666666666666|lv5p#1_193.5|nta#T#3_5.166666666666667|nta#T#2_0.8333333333333333|lv5pT_223.36666666666676|nta#T#1_74.86666666666667|mlv5p_153.0|lv5p#-3_25.2|lv5p#-2_2.3333333333333335|lv5p#-1_195.83333333333343|lv3p#2_48.0|lv3p#1_1423.4166666666656|lv5pE_194.5|nta#A#3_13.0|nta#A#2_71.83333333333334|nta#A#1_1610.1999999999987|lv3pT_4407.78333333333|mlv5p#2_153.0|total_26131.14999999992|nta#AU_0.2|lv3pE_1471.4166666666656|mlv3p#2_211.0|nta#G#1_161.00000000000006|lv3p_5879.1999999999925|lv3p#-3_41.333333333333336|lv3p#-2_366.08333333333326|lv3p#-1_4000.366666666668|nta#T_80.86666666666669
hsa-let-7a-5p	hsa-let-7a-3	25752.64999999992	318.0	3296.013079281873	30560.9583879714	5p	lv5p#-2_2.3333333333333335|nta#A#1_1608.1999999999987|lv5p_461.3666666666664|lv5p#-1_195.83333333333343|canonical_17008.666666666668|lv3pE_1423.4166666666656|nta#C#1_100.91666666666666|nta#AU_0.2|lv5pE_238.0|nta#G_161.00000000000006|nta#C_100.91666666666666|nta#G#2_1.0|nta#G#1_160.00000000000006|lv3p_5831.1999999999925|nta#A_1693.033333333332|lv3p#1_1423.4166666666656|nta#T#3_5.166666666666667|nta#T#2_0.8333333333333333|NucVar_351.26666666666665|nta#T#1_5.866666666666667|mv_133.33333333333331|lv3p#-3_41.333333333333336|lv3pT_4407.78333333333|lv5p#1_238.0|lv3p#-2_366.08333333333326|lv3p#-1_4000.366666666668|lv5pT_223.36666666666676|nta#T_11.866666666666664|nta#A#3_13.0|lv5p#-3_25.2|nta#A#2_71.83333333333334|total_25752.64999999992
hsa-let-7a-5p	hsa-let-7a-2	25580.64999999992	315.0	3273.999257417464	30356.844060213632	5p	lv5p#-2_2.3333333333333335|lv5p_223.36666666666676|nta#A#1_1608.1999999999987|lv5p#-1_195.83333333333343|canonical_17008.666666666668|lv3pE_1423.4166666666656|nta#C#1_100.91666666666666|nta#AU_0.2|nta#G_160.00000000000006|nta#C_100.91666666666666|nta#G#1_160.00000000000006|lv3p_5831.1999999999925|nta#A_1762.033333333332|lv3p#1_1423.4166666666656|nta#T#3_5.166666666666667|nta#T#2_0.8333333333333333|NucVar_351.26666666666665|nta#T#1_5.866666666666667|mlv3p_72.0|mv_59.33333333333333|lv3p#-3_41.333333333333336|lv3pT_4407.78333333333|lv3p#-2_366.08333333333326|lv3p#-1_4000.366666666668|lv5pT_223.36666666666676|mlv3p#2_72.0|nta#T_11.866666666666664|nta#A#3_13.0|lv5p#-3_25.2|total_25580.64999999992|nta#A#2_140.83333333333334
hsa-let-7f-5p	hsa-let-7f-2	23760.61666666667	237.0	3041.058038886734	28196.99010480638	5p	lv5p#-2_62.5|nta#A#1_1316.0|lv5p_442.6666666666667|lv5p#-1_259.6666666666667|canonical_16279.5|lv3pE_1481.75|nta#C#1_36.5|nta#AU_0.5|lv5pE_16.5|nta#G_32.333333333333336|nta#C_36.5|nta#G#1_32.333333333333336|lv3p_4817.95|nta#A_1611.6666666666667|nta#T#4_1.0|lv3p#1_1481.75|nta#T#3_46.666666666666664|nta#T#2_1.1666666666666665|NucVar_360.66666666666663|mlv3p_18.0|mv_112.5|lv3p#-3_17.0|lv3pT_3336.2|lv5p#1_16.5|lv3p#-2_211.66666666666666|lv3p#-1_3107.5333333333333|lv5pT_426.1666666666667|mlv3p#2_18.0|nta#T_48.83333333333333|nta#A#3_0.5|lv5p#-3_104.0|total_23760.61666666667|nta#A#2_295.1666666666667
hsa-let-7f-5p	hsa-let-7f-1	22587.36666666667	221.0	2890.896896430813	26804.68118014474	5p	lv5p#-2_62.5|lv5p_426.1666666666667|nta#A#1_1316.0|lv5p#-1_259.6666666666667|canonical_16279.5|lv3pE_376.0|nta#C#1_36.5|nta#AU_0.5|nta#G_32.333333333333336|nta#C_36.5|nta#G#1_32.333333333333336|lv3p_3712.2|nta#A_1611.6666666666667|lv3p#2_75.0|lv3p#1_301.0|nta#T#3_46.666666666666664|nta#T#2_1.1666666666666665|NucVar_360.66666666666663|mv_62.5|mlv3p_18.0|lv3p#-3_17.0|lv3pT_3336.2|lv3p#-2_211.66666666666666|lv3p#-1_3107.5333333333333|lv5pT_426.1666666666667|mlv3p#2_18.0|nta#T_47.83333333333333|nta#A#3_0.5|lv5p#-3_104.0|total_22587.36666666667|nta#A#2_295.1666666666667
