name	pre-microRNA	RC_adj	UR	181023-190319_Brain_S29181023-190319_Brain_S29(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-26a-5p	hsa-mir-26a-1	760210.3333333335	1321.0	28194.16015472136	29477.45516520755	5p	mlv3p_3892.8333333333335|NucVar_17315.833333333332|canonical_600233.5|nta#G_825.0|nta#C_1013.5|nta#A_41543.833333333336|mv_1393.3333333333333|lv5p_15746.5|nta#C#3_0.5|nta#C#2_14.5|nta#T#4_1.0|lv5p#2_1.0|nta#C#1_998.5|nta#T#3_4.0|lv5p#1_372.0|nta#T#2_5419.5|lv5pT_15373.5|nta#T#1_33214.16666666667|nta#UA_41.666666666666664|mlv5p_1052.5|lv5p#-3_663.5|lv5p#-2_2312.5|lv5p#-1_12397.5|lv3p#2_292.5|lv3p#1_1266.0|lv5pE_373.0|nta#A#4_0.5|nta#A#3_582.5|nta#A#2_4259.0|nta#A#1_36701.833333333336|lv3pT_36996.333333333336|mlv5p#2_177.0|mlv5p#1_875.5|total_760210.3333333335|nta#AU_43.0|lv3pE_1558.5|mlv3p#2_3892.8333333333335|nta#G#2_3.5|nta#G#1_821.5|lv3p_38554.833333333336|lv3p#-3_1332.0|lv3p#-2_5764.833333333333|lv3p#-1_29899.5|nta#T_38638.666666666664
hsa-let-7g-5p	hsa-let-7g	759547.066666667	1046.0	28169.561374876725	29451.736738908985	5p	mlv3p_71.0|NucVar_16490.0|canonical_524721.0|nta#G_3025.666666666667|nta#C_1093.3333333333333|nta#A_46842.583333333336|mv_5288.166666666666|lv5p_15504.333333333332|nta#C#2_1.0|nta#T#4_3.0|nta#C#1_1092.3333333333333|lv5p#1_3032.0|nta#T#3_381.41666666666663|nta#T#2_18.333333333333336|lv5pT_12472.333333333332|nta#T#1_1644.5|nta#UA_3.0|mlv5p_7159.0|lv5p#-3_1092.4166666666667|lv5p#-2_2854.1666666666665|lv5p#-1_8525.75|lv3p#1_21021.15|lv5pE_3032.0|nta#A#3_130.0|nta#A#2_3592.3333333333335|nta#A#1_43120.25|lv3pT_116283.58333333333|mlv5p#2_114.0|mlv5p#1_7045.0|total_759547.066666667|nta#AU_9.0|lv3pE_21021.15|mlv3p#2_71.0|nta#G#3_2.0|nta#G#2_36.0|nta#G#1_2987.666666666667|lv3p_137304.73333333334|lv3p#-3_3672.9166666666665|lv3p#-2_11491.5|lv3p#-1_101119.16666666666|nta#T_2047.2499999999998
hsa-miR-128-3p	hsa-mir-128-1	756050.0	1604.0	28039.86456157583	29316.136601214967	3p	mlv3p_5481.0|NucVar_12352.5|canonical_343257.5|nta#G_2821.0|nta#C_338.5|nta#A_63557.5|mv_12919.5|lv5p_12341.0|nta#C#2_1.0|lv5p#2_33.0|nta#C#1_337.5|lv5p#1_289.5|nta#T#2_39.0|lv5pT_12018.5|nta#T#1_1568.5|nta#UA_4.0|mlv5p_2645.0|lv5p#-2_4016.0|lv5p#-1_8002.5|lv3p#2_21548.0|lv3p#1_235710.0|lv5pE_322.5|nta#A#4_79.5|nta#A#3_902.0|nta#A#2_11564.5|nta#A#1_51011.5|lv3pT_41471.0|mlv5p#2_103.5|mlv5p#1_2541.5|total_756050.0|lv3pE_257258.0|mlv3p#4_54.0|mlv3p#3_51.0|mlv3p#2_5376.0|nta#G#3_0.5|nta#G#2_1.5|nta#G#1_2819.0|lv3p_298729.0|lv3p#-2_8929.0|lv3p#-1_32542.0|nta#T_1607.5
hsa-miR-143-3p	hsa-mir-143	702131.0	1195.0	26040.153620109515	27225.40613444569	3p	mlv3p_808.0|NucVar_5794.0|canonical_181351.0|nta#G_1146.0|nta#C_2435.0|nta#A_33177.0|mv_3727.0|lv5p_5699.0|nta#C#3_3.0|nta#C#2_201.0|nta#T#4_33.0|nta#C#1_2231.0|lv5p#1_1246.0|nta#T#3_2251.0|nta#T#2_26927.0|lv5pT_4453.0|nta#T#1_301014.0|nta#UA_467.0|mlv5p_1658.0|lv5p#-2_1007.0|lv5p#-1_3446.0|lv3p#2_4.0|nta#A#5_58.0|lv3p#1_39569.0|lv5pE_1246.0|nta#A#4_594.0|nta#A#3_1021.0|nta#A#2_4516.0|nta#A#1_26988.0|lv3pT_96538.0|mlv5p#1_1658.0|total_702131.0|nta#AU_49.0|lv3pE_39573.0|mlv3p#3_162.0|mlv3p#2_646.0|nta#G#2_1.0|nta#G#1_1145.0|lv3p_136111.0|lv3p#-2_4059.0|lv3p#-1_92479.0|nta#T_330225.0
hsa-miR-30a-5p	hsa-mir-30a	614416.0	1335.0	22787.039778407743	23824.22245350452	5p	mlv3p_693.0|NucVar_1359.5|canonical_49141.0|nta#G_702.0|nta#C_791.0|nta#A_29664.5|mv_23090.0|lv5p_936.5|nta#C#2_48.5|lv5p#2_3.0|nta#C#1_742.5|nta#T#2_132.5|lv5pT_933.5|nta#T#1_13501.0|nta#UA_10.5|mlv5p_345.0|lv5p#-3_180.5|lv5p#-2_144.5|lv5p#-1_608.5|lv3p#3_81.0|lv3p#2_359165.5|lv3p#1_89358.0|lv5pE_3.0|nta#A#4_51.0|nta#A#3_74.0|nta#A#2_1290.0|nta#A#1_28249.5|lv3pT_45455.5|mlv5p#2_35.0|mlv5p#1_310.0|total_614416.0|nta#AU_64.0|lv3pE_448604.5|mlv3p#2_693.0|nta#G#3_2.0|nta#G#2_133.5|nta#G#1_566.5|lv3p_494060.0|lv3p#-3_3102.0|lv3p#-2_2002.5|lv3p#-1_40351.0|nta#T_13633.5
hsa-let-7b-5p	hsa-let-7b	557099.5	1583.0	20661.324683978062	21601.752585766226	5p	mlv3p_1178.0|NucVar_6840.25|canonical_207683.0|nta#G_4561.75|nta#C_1191.75|nta#A_95610.75|mv_4934.75|lv5p_3319.0|nta#C#2_1.0|nta#T#5_5.0|nta#T#4_178.0|nta#C#1_1190.75|lv5p#1_2.0|nta#T#3_401.5|nta#T#2_3740.0|lv5pT_3317.0|nta#T#1_48674.25|nta#UA_438.0|mlv5p_1827.5|lv5p#-3_240.25|lv5p#-2_687.25|lv5p#-1_2389.5|lv3p#2_503.0|lv3p#1_124553.0|lv5pE_2.0|nta#A#4_45.0|nta#A#3_1323.5|nta#A#2_22622.5|nta#A#1_71619.75|lv3pT_51898.0|mlv5p#2_33.0|mlv5p#1_1794.5|total_557099.5|nta#AU_32.0|lv3pE_125056.0|mlv3p#3_909.0|mlv3p#2_269.0|nta#G#4_32.0|nta#G#2_9.0|nta#G#1_4520.75|lv3p_176954.0|lv3p#-3_2751.0|lv3p#-2_12054.0|lv3p#-1_37093.0|nta#T_52998.75
hsa-miR-128-3p	hsa-mir-128-2	540974.0	1338.0	20063.273184754875	20976.47997051209	3p	mlv3p_171.0|NucVar_12352.5|canonical_343257.5|nta#G_2918.0|nta#C_168.5|nta#A_56067.5|mv_3446.0|lv5p_12341.0|nta#C#3_1.0|nta#C#2_27.0|lv5p#2_33.0|nta#C#1_140.5|lv5p#1_289.5|nta#T#3_62.0|nta#T#2_242.5|lv5pT_12018.5|nta#T#1_12615.5|nta#UA_39.0|mlv5p_2710.0|lv5p#-2_4016.0|lv5p#-1_8002.5|lv3p#2_689.0|lv3p#1_52462.0|lv5pE_322.5|nta#A#4_79.5|nta#A#3_845.0|nta#A#2_10686.5|nta#A#1_44456.5|lv3pT_41471.0|mlv5p#3_65.0|mlv5p#2_103.5|mlv5p#1_2541.5|total_540974.0|lv3pE_53151.0|mlv3p#4_2.0|mlv3p#2_169.0|nta#G#3_0.5|nta#G#2_1.5|nta#G#1_2916.0|lv3p_94622.0|lv3p#-2_8929.0|lv3p#-1_32542.0|nta#T_12920.0
hsa-miR-125a-5p	hsa-mir-125a	518294.0	1246.0	19222.13287888021	20097.054035566576	5p	NucVar_2703.0|canonical_56400.0|nta#G_444.0|nta#C_931.0|nta#A_14169.0|mv_16672.0|lv5p_2704.0|nta#C#1_931.0|lv5p#1_143.0|nta#T#2_80.0|lv5pT_2561.0|nta#T#1_9809.0|lv5p#-4_88.0|nta#UA_34.0|mlv5p_444.0|lv5p#-3_162.0|lv5p#-2_667.0|lv5p#-1_1644.0|lv3p#1_113.0|lv5pE_143.0|nta#A#3_72.0|nta#A#2_1173.0|nta#A#1_12924.0|lv3pT_413825.0|mlv5p#1_444.0|total_518294.0|nta#AU_2.0|lv3pE_113.0|nta#G#3_3.0|nta#G#2_41.0|nta#G#1_400.0|lv3p_413938.0|lv3p#-5_1994.0|lv3p#-4_7303.0|lv3p#-3_12730.0|lv3p#-2_338933.0|lv3p#-1_52865.0|nta#T_9889.0
hsa-let-7c-5p	hsa-let-7c	456114.2166666667	1055.0	16916.051663173846	17686.008440653608	5p	mlv3p_72.0|NucVar_8300.45|canonical_307353.0|nta#G_1907.7|nta#C_1117.3500000000001|nta#A_45373.11666666666|mv_2792.016666666667|lv5p_6496.366666666667|nta#C#2_1.0|nta#T#5_4.0|lv5p#2_32.0|nta#T#4_60.0|nta#C#1_1116.3500000000001|lv5p#1_1569.0|nta#T#3_250.83333333333334|nta#T#2_149.33333333333334|lv5pT_4895.366666666667|nta#T#1_5586.5|nta#UA_11.0|mlv5p_240.5|lv5p#-3_720.1666666666666|lv5p#-2_788.9|lv5p#-1_3386.3|lv3p#2_362.0|lv3p#1_36087.25|lv5pE_1601.0|nta#A#4_0.5|nta#A#3_529.0|nta#A#2_7321.2|nta#A#1_37522.416666666664|lv3pT_39961.80000000001|mlv5p#3_35.0|mlv5p#2_50.5|mlv5p#1_155.0|total_456114.2166666667|nta#AU_10.9|lv3pE_36449.25|mlv3p#2_72.0|nta#G#2_4.0|nta#G#1_1903.7|lv3p_76411.04999999999|lv3p#-3_1342.8333333333333|lv3p#-2_4956.833333333333|lv3p#-1_33662.13333333334|nta#T_6050.666666666666
hsa-miR-219a-2-3p	hsa-mir-219a-2	374130.0	1023.0	13875.477188575313	14507.038141144838	3p	mlv3p_202.0|NucVar_6442.0|canonical_231898.0|nta#G_619.0|nta#C_773.0|nta#A_46116.0|mv_10662.0|lv5p_5813.0|nta#C#2_1.0|nta#C#1_772.0|nta#T#3_2.0|lv5p#1_1631.0|nta#T#2_1859.0|lv5pT_4182.0|nta#T#1_17891.0|nta#UA_58.0|mlv5p_1951.0|lv5p#-3_175.0|lv5p#-2_415.0|lv5p#-1_3592.0|lv3p#2_4.0|lv3p#1_517.0|lv5pE_1631.0|nta#A#4_25.0|nta#A#3_378.0|nta#A#2_5618.0|nta#A#1_40095.0|lv3pT_49381.0|mlv5p#3_52.0|mlv5p#2_144.0|mlv5p#1_1755.0|total_374130.0|nta#AU_7.0|lv3pE_521.0|mlv3p#2_202.0|nta#G#2_12.0|nta#G#1_607.0|lv3p_49902.0|lv3p#-3_4570.0|lv3p#-2_28564.0|lv3p#-1_16247.0|nta#T_19752.0
hsa-miR-27b-3p	hsa-mir-27b	350441.0	841.0	12996.915781791144	13588.487833696678	3p	NucVar_3246.5|canonical_108515.0|nta#G_1104.5|nta#C_382.5|nta#A_27184.5|mv_6470.5|lv5p_5207.0|nta#C#2_91.0|nta#T#4_78.0|nta#C#1_291.5|lv5p#1_1935.5|nta#T#3_961.0|nta#T#2_3460.5|lv5pT_3271.5|nta#T#1_13468.5|nta#UA_10.5|mlv5p_1047.0|lv5p#-2_841.0|lv5p#-1_2430.5|lv3p#3_1.0|lv3p#2_71.0|lv3p#1_33899.0|lv5pE_1935.5|nta#A#4_29.0|nta#A#3_1609.5|nta#A#2_2343.5|nta#A#1_23202.5|lv3pT_145344.5|mlv5p#2_90.0|mlv5p#1_957.0|total_350441.0|nta#AU_89.0|lv3pE_33971.0|nta#G#3_1.0|nta#G#2_28.5|nta#G#1_1075.0|lv3p_179315.5|lv3p#-2_63398.0|lv3p#-1_81946.5|nta#T_17968.0
hsa-miR-100-5p	hsa-mir-100	335403.0	914.0	12439.196737710756	13005.383459370812	5p	mlv3p_218.0|NucVar_5191.5|canonical_155127.0|nta#G_231.5|nta#C_411.0|nta#A_52632.5|mv_3596.5|lv5p_6655.0|nta#C#2_2.0|nta#C#1_409.0|lv5p#1_1633.0|nta#T#3_3.0|nta#T#2_16.0|lv5pT_5022.0|nta#T#1_15148.0|nta#UA_58.0|mlv5p_509.0|lv5p#-3_367.5|lv5p#-2_774.5|lv5p#-1_3880.0|lv3p#2_1.0|lv3p#1_635.0|lv5pE_1633.0|nta#A#3_512.0|nta#A#2_2398.0|nta#A#1_49722.5|lv3pT_95028.0|mlv5p#2_235.0|mlv5p#1_274.0|total_335403.0|nta#AU_11.0|lv3pE_636.0|mlv3p#2_218.0|nta#G#2_101.0|nta#G#1_130.5|lv3p_95664.0|lv3p#-3_1273.5|lv3p#-2_9837.5|lv3p#-1_83917.0|nta#T_15167.0
hsa-miR-98-5p	hsa-mir-98	289542.4833333335	622.0	10738.35330664506	11227.123858547731	5p	mlv3p_196.0|NucVar_5782.95|canonical_210017.0|nta#G_147.2|nta#C_903.85|nta#A_11202.450000000003|mv_687.7833333333334|lv5p_4867.2|nta#T#4_4.0|nta#C#1_903.85|lv5p#1_73.0|nta#T#3_47.25|nta#T#2_7.25|lv5pT_4794.2|nta#T#1_7108.0|nta#UA_7.0|mlv5p_1175.0|lv5p#-3_321.25|lv5p#-2_583.4|lv5p#-1_3889.55|lv3p#2_2.0|lv3p#1_695.0|lv5pE_73.0|nta#A#3_1.5|nta#A#2_1269.45|nta#A#1_9931.500000000002|lv3pT_46699.55|mlv5p#1_1175.0|total_289542.4833333335|lv3pE_697.0|mlv3p#2_196.0|nta#G#2_8.5|nta#G#1_138.7|lv3p_47396.55|lv3p#-3_1337.0|lv3p#-2_2442.25|lv3p#-1_42920.3|nta#T_7166.5
hsa-let-7i-5p	hsa-let-7i	259094.0	734.0	9609.100811741191	10046.471921903565	5p	mlv3p_195.0|NucVar_4826.0|canonical_170274.0|nta#G_130.0|nta#C_481.0|nta#A_28267.5|mv_737.0|lv5p_6021.5|nta#C#2_1.0|nta#T#5_1.0|nta#T#4_1.0|nta#C#1_480.0|lv5p#1_183.0|nta#T#3_54.0|nta#T#2_748.0|lv5pT_5838.5|nta#T#1_21162.0|nta#UA_21.5|mlv5p_1120.0|lv5p#-3_390.0|lv5p#-2_1195.0|lv5p#-1_4253.5|lv3p#2_1.0|lv3p#1_2021.0|lv5pE_183.0|nta#A#4_1.0|nta#A#3_333.0|nta#A#2_7298.0|nta#A#1_20635.5|lv3pT_23054.0|mlv5p#2_23.0|mlv5p#1_1097.0|total_259094.0|lv3pE_2022.0|mlv3p#3_89.0|mlv3p#2_106.0|nta#G#2_2.0|nta#G#1_128.0|lv3p_25076.0|lv3p#-3_1789.5|lv3p#-2_1539.0|lv3p#-1_19725.5|nta#T_21966.0
