name	pre-microRNA	RC_adj	UR	32152194_EXO_S1532152194_EXO_S15(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-30a-5p	hsa-mir-30a	1027855.0	1426.0	82266.64411751735	152982.38668329667	5p	mlv3p_214.5|NucVar_3314.5|canonical_198045.0|nta#G_923.0|nta#C_1413.5|nta#A_59953.5|mv_56745.5|lv5p_12160.0|nta#C#2_81.5|nta#C#1_1332.0|nta#T#3_3.0|lv5p#1_26.5|nta#T#2_262.5|lv5pT_12133.5|nta#T#1_19964.5|nta#UA_4.5|mlv5p_180.0|lv5p#-3_1389.5|lv5p#-2_2951.5|lv5p#-1_7792.5|lv3p#3_73.0|lv3p#2_290845.0|lv3p#1_285299.0|lv5pE_26.5|nta#A#4_2.0|nta#A#3_48.0|nta#A#2_1948.0|nta#A#1_57955.5|lv3pT_98458.5|mlv5p#2_1.0|mlv5p#1_179.0|total_1027855.0|nta#AU_33.5|lv3pE_576217.0|mlv3p#2_214.5|nta#G#2_217.0|nta#G#1_706.0|lv3p_674675.5|lv3p#-3_5059.5|lv3p#-2_5743.0|lv3p#-1_87656.0|nta#T_20230.0
hsa-let-7b-5p	hsa-let-7b	719547.75	1376.0	57590.59271474123	107095.00087813562	5p	mlv3p_1262.0|NucVar_5587.25|canonical_283295.0|nta#G_3483.25|nta#C_1605.75|nta#A_89434.25|mv_5339.5|lv5p_6673.5|nta#T#6_1.0|nta#C#2_1.0|nta#T#5_25.0|nta#T#4_170.0|nta#C#1_1604.75|lv5p#1_261.0|nta#T#3_404.5|nta#T#2_7779.0|lv5pT_6412.5|nta#T#1_70366.0|nta#UA_1219.5|mlv5p_492.0|lv5p#-3_650.5|lv5p#-2_1314.5|lv5p#-1_4447.5|lv3p#2_331.0|lv3p#1_166440.75|lv5pE_261.0|nta#A#4_29.0|nta#A#3_2008.5|nta#A#2_23831.75|nta#A#1_63565.0|lv3pT_76858.0|mlv5p#2_43.0|mlv5p#1_449.0|total_719547.75|nta#AU_20.0|lv3pE_166771.75|mlv3p#3_1116.0|mlv3p#2_146.0|nta#G#2_7.0|nta#G#1_3476.25|lv3p_243629.75|lv3p#-3_2243.5|lv3p#-2_19854.75|lv3p#-1_54759.75|nta#T_78745.5
hsa-miR-30d-5p	hsa-mir-30d	479640.5	1068.0	38389.08631844772	71388.03473249607	5p	mlv3p_129.0|NucVar_1601.5|canonical_94995.0|nta#G_761.0|nta#C_375.0|nta#A_40328.5|mv_19462.5|lv5p_5369.0|nta#C#2_44.0|nta#C#1_331.0|lv5p#1_196.0|nta#T#2_149.5|lv5pT_5173.0|nta#T#1_14821.0|nta#UA_5.5|mlv5p_3.5|lv5p#-3_702.5|lv5p#-2_1228.5|lv5p#-1_3242.0|lv3p#3_65.0|lv3p#2_117481.0|lv3p#1_124245.0|lv5pE_196.0|nta#A#4_4.0|nta#A#3_24.0|nta#A#2_1388.5|nta#A#1_38912.0|lv3pT_59854.0|mlv5p#1_3.5|total_479640.5|nta#AU_15.5|lv3pE_241791.0|mlv3p#3_1.0|mlv3p#2_128.0|nta#G#3_1.0|nta#G#2_124.0|nta#G#1_636.0|lv3p_301645.0|lv3p#-3_3075.5|lv3p#-2_10077.5|lv3p#-1_46701.0|nta#T_14970.5
hsa-let-7a-5p	hsa-let-7a-1	311197.4833333307	813.0	24907.377608369035	46317.558147957025	5p	mlv3p_975.8333333333334|NucVar_3094.0500000000006|canonical_203235.66666666666|nta#G_722.3333333333339|nta#C_490.1666666666663|nta#A_15822.466666666678|mv_1729.0999999999983|lv5p_5775.183333333324|nta#T#5_0.25|nta#C#2_1.0|nta#T#4_1.3333333333333333|nta#C#1_489.1666666666663|lv5p#1_989.5|nta#T#3_63.66666666666668|nta#T#2_16.75|lv5pT_4785.683333333334|nta#T#1_248.45000000000002|nta#UA_27.0|mlv5p_150.5|lv5p#-3_703.0833333333336|lv5p#-2_792.9166666666671|lv5p#-1_3289.6833333333348|lv3p#2_1241.5|nta#A#5_5.0|lv3p#1_16761.966666666656|lv5pE_989.5|nta#A#3_51.5|nta#A#2_1143.7833333333328|nta#A#1_14622.183333333338|lv3pT_60868.266666666685|mlv5p#3_7.0|mlv5p#2_53.0|mlv5p#1_90.5|total_311197.4833333307|nta#AU_3.0|lv3pE_18003.466666666653|mlv3p#3_21.0|mlv3p#2_954.8333333333334|nta#G#2_30.0|nta#G#1_692.3333333333339|lv3p_78871.73333333325|lv3p#-3_891.6999999999999|lv3p#-2_6814.616666666665|lv3p#-1_53161.95000000002|nta#T_330.4499999999998
hsa-let-7a-5p	hsa-let-7a-2	309681.8166666641	780.0	24786.067880569444	46091.97155832816	5p	mlv3p_49.0|NucVar_3094.0500000000006|canonical_203235.66666666666|nta#G_692.3333333333339|nta#C_490.1666666666663|nta#A_17082.46666666665|mv_1605.9333333333316|lv5p_5070.516666666663|nta#T#5_0.25|nta#C#2_1.0|nta#T#4_1.3333333333333333|nta#C#1_489.1666666666663|lv5p#1_284.8333333333333|nta#T#3_63.66666666666668|nta#T#2_16.75|lv5pT_4785.683333333334|nta#T#1_145.95000000000002|mlv5p_114.5|lv5p#-3_703.0833333333336|lv5p#-2_792.9166666666671|lv5p#-1_3289.6833333333348|lv3p#2_389.0|nta#A#5_5.0|lv3p#1_16761.966666666656|lv5pE_284.8333333333333|nta#A#3_56.5|nta#A#2_2494.7833333333347|nta#A#1_14526.183333333338|lv3pT_60868.266666666685|mlv5p#2_24.0|mlv5p#1_90.5|total_309681.8166666641|nta#AU_3.0|lv3pE_17150.966666666656|mlv3p#2_49.0|nta#G#1_692.3333333333339|lv3p_78019.23333333325|lv3p#-3_891.6999999999999|lv3p#-2_6814.616666666665|lv3p#-1_53161.95000000002|nta#T_227.95000000000007
hsa-let-7a-5p	hsa-let-7a-3	309342.6499999974	764.0	24758.921927625506	46041.49116357395	5p	mlv3p_6.0|NucVar_3094.0500000000006|canonical_203235.66666666666|nta#G_692.3333333333339|nta#C_490.1666666666663|nta#A_15821.966666666678|mv_2610.1000000000035|lv5p_5435.683333333329|nta#T#5_0.25|nta#C#2_1.0|nta#T#4_1.3333333333333333|nta#C#1_489.1666666666663|lv5p#1_650.0|nta#T#3_63.66666666666668|nta#T#2_16.75|lv5pT_4785.683333333334|nta#T#1_137.95|mlv5p_106.5|lv5p#-3_703.0833333333336|lv5p#-2_792.9166666666671|lv5p#-1_3289.6833333333348|lv3p#1_16761.966666666656|lv5pE_650.0|nta#A#3_49.0|nta#A#2_1139.7833333333328|nta#A#1_14633.183333333338|lv3pT_60868.266666666685|mlv5p#2_16.0|mlv5p#1_90.5|total_309342.6499999974|nta#AU_3.0|lv3pE_16761.966666666656|mlv3p#2_6.0|nta#G#1_692.3333333333339|lv3p_77630.23333333325|lv3p#-3_891.6999999999999|lv3p#-2_6814.616666666665|lv3p#-1_53161.95000000002|nta#T_219.95000000000007
hsa-miR-10b-5p	hsa-mir-10b	306549.5	779.0	24535.36600094652	45625.76836866217	5p	NucVar_795.0|canonical_35525.0|nta#G_113.5|nta#C_378.0|nta#A_14179.0|mv_25052.5|lv5p_10914.5|nta#C#1_378.0|lv5p#1_46.0|nta#T#2_54.0|lv5pT_10868.5|nta#T#1_655.0|lv5p#-4_261.0|nta#UA_2.0|mlv5p_75.0|lv5p#-3_392.0|lv5p#-2_756.0|lv5p#-1_9459.5|lv3p#1_4172.5|lv5pE_46.0|nta#A#3_2.0|nta#A#2_1006.5|nta#A#1_13170.5|lv3pT_214635.5|mlv5p#2_6.0|mlv5p#1_69.0|total_306549.5|nta#AU_4.0|lv3pE_4172.5|nta#G#2_6.0|nta#G#1_107.5|lv3p_218808.0|lv3p#-4_473.0|lv3p#-3_1002.0|lv3p#-2_12668.5|lv3p#-1_200492.0|nta#T_709.0
hsa-miR-10a-5p	hsa-mir-10a	294576.5	926.0	23577.080513188972	43843.748418611714	5p	NucVar_1058.0|canonical_47101.0|nta#G_101.5|nta#C_275.0|nta#A_23690.0|mv_30043.5|lv5p_27341.5|nta#C#1_275.0|lv5p#1_83.0|nta#T#2_43.0|lv5pT_27258.5|nta#T#1_826.0|lv5p#-4_277.0|mlv5p_32.0|lv5p#-3_931.0|lv5p#-2_1530.0|lv5p#-1_24520.5|lv3p#2_22.0|lv3p#1_5117.5|lv5pE_83.0|nta#A#3_56.0|nta#A#2_1263.5|nta#A#1_22370.5|lv3pT_158925.5|mlv5p#1_32.0|total_294576.5|nta#AU_2.0|lv3pE_5139.5|nta#G#2_7.0|nta#G#1_94.5|lv3p_164065.0|lv3p#-4_360.0|lv3p#-3_647.0|lv3p#-2_9600.5|lv3p#-1_148318.0|nta#T_869.0
hsa-miR-375-3p	hsa-mir-375	237865.0	698.0	19038.050408874078	35403.004712165006	3p	mlv3p_31.0|NucVar_4361.0|canonical_156363.0|nta#G_256.0|nta#C_350.0|nta#A_9993.0|mv_1711.0|lv5p_9583.0|nta#C#2_1.0|lv5p#2_7.0|nta#C#1_349.0|lv5p#1_2042.0|nta#T#3_267.0|nta#T#2_2324.0|lv5pT_7534.0|nta#T#1_25385.0|nta#UA_89.0|mlv5p_383.0|lv5p#-3_227.0|lv5p#-2_1070.0|lv5p#-1_6237.0|lv3p#2_1.0|lv3p#1_111.0|lv5pE_2049.0|nta#A#3_27.0|nta#A#2_1097.0|nta#A#1_8869.0|lv3pT_26746.0|mlv5p#2_76.0|mlv5p#1_307.0|total_237865.0|nta#AU_9.0|lv3pE_112.0|mlv3p#2_31.0|nta#G#2_5.0|nta#G#1_251.0|lv3p_26858.0|lv3p#-3_4009.0|lv3p#-2_4022.0|lv3p#-1_18715.0|nta#T_27976.0
hsa-miR-26a-5p	hsa-mir-26a-2	199542.6666666667	637.0	15970.837856436036	29699.241032846243	5p	mlv3p_716.5|NucVar_2472.8333333333335|canonical_149109.5|nta#G_87.0|nta#C_264.0|nta#A_11897.0|mv_1036.5|lv5p_10031.0|nta#C#2_3.5|nta#T#4_10.0|nta#C#1_260.5|lv5p#1_300.0|nta#T#3_131.5|nta#T#2_705.5|lv5pT_9731.0|nta#T#1_7556.333333333333|nta#UA_3.8333333333333335|mlv5p_145.0|lv5p#-3_421.0|lv5p#-2_2011.5|lv5p#-1_7298.5|lv3p#2_70.0|lv3p#1_235.5|lv5pE_300.0|nta#A#3_83.5|nta#A#2_1330.0|nta#A#1_10483.5|lv3pT_15074.5|mlv5p#2_15.0|mlv5p#1_130.0|total_199542.6666666667|nta#AU_11.5|lv3pE_305.5|mlv3p#3_45.0|mlv3p#2_671.5|nta#G#1_87.0|lv3p_15380.0|lv3p#-3_116.33333333333333|lv3p#-2_1723.1666666666667|lv3p#-1_13235.0|nta#T_8403.333333333332
