name	pre-microRNA	RC_adj	UR	32160475_EXO_S2632160475_EXO_S26(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-30a-5p	hsa-mir-30a	318822.0	822.0	38147.89209151129	158408.51173349458	5p	mlv3p_94.0|NucVar_992.0|canonical_59483.0|nta#G_204.5|nta#C_302.5|nta#A_19463.0|mv_19912.5|lv5p_4767.0|nta#C#2_22.5|nta#C#1_280.0|nta#T#2_9.0|lv5pT_4767.0|nta#T#1_6192.0|nta#UA_1.0|mlv5p_148.0|lv5p#-3_835.0|lv5p#-2_1197.5|lv5p#-1_2734.5|lv3p#3_0.5|lv3p#2_94506.0|lv3p#1_86313.5|nta#A#4_2.0|nta#A#3_164.0|nta#A#2_1416.5|nta#A#1_17880.5|lv3pT_26434.5|mlv5p#1_148.0|total_318822.0|nta#AU_14.0|lv3pE_180820.0|mlv3p#3_1.0|mlv3p#2_93.0|nta#G#2_54.0|nta#G#1_150.5|lv3p_207254.5|lv3p#-3_1483.5|lv3p#-2_947.5|lv3p#-1_24003.5|nta#T_6201.0
hsa-let-7b-5p	hsa-let-7b	200874.0	694.0	24035.103211165602	99805.38164227686	5p	mlv3p_268.0|NucVar_1879.0|canonical_80775.0|nta#G_511.5|nta#C_276.0|nta#A_32414.25|mv_1831.0|lv5p_814.0|nta#T#5_3.0|nta#T#4_174.0|nta#C#1_276.0|lv5p#1_242.0|nta#T#3_154.75|nta#T#2_425.0|lv5pT_572.0|nta#T#1_13552.5|nta#UA_19.0|mlv5p_50.0|lv5p#-2_1.0|lv5p#-1_571.0|lv3p#2_146.0|lv3p#1_43723.75|lv5pE_242.0|nta#A#4_2.0|nta#A#3_677.75|nta#A#2_10340.25|nta#A#1_21394.25|lv3pT_23876.25|mlv5p#1_50.0|total_200874.0|nta#AU_5.0|lv3pE_43869.75|mlv3p#3_205.0|mlv3p#2_63.0|nta#G#1_511.5|lv3p_67746.0|lv3p#-3_14.5|lv3p#-2_5967.0|lv3p#-1_17894.75|nta#T_14309.25
hsa-miR-30d-5p	hsa-mir-30d	160020.0	648.0	19146.814499889082	79506.8409570036	5p	mlv3p_24.0|NucVar_468.0|canonical_28718.0|nta#G_43.5|nta#C_51.0|nta#A_11432.5|mv_7976.0|lv5p_1173.0|nta#C#2_16.5|nta#C#1_34.5|nta#T#2_6.0|lv5pT_1173.0|nta#T#1_4589.5|nta#UA_1.0|lv5p#-3_54.0|lv5p#-2_207.0|lv5p#-1_912.0|lv3p#3_123.5|lv3p#2_42304.5|lv3p#1_43808.5|nta#A#3_3.0|nta#A#2_537.0|nta#A#1_10892.5|lv3pT_19302.0|total_160020.0|nta#AU_6.0|lv3pE_86236.5|mlv3p#3_1.0|mlv3p#2_23.0|nta#G#2_23.0|nta#G#1_20.5|lv3p_105538.5|lv3p#-3_1194.5|lv3p#-2_3023.5|lv3p#-1_15084.0|nta#T_4595.5
hsa-miR-10a-5p	hsa-mir-10a	155111.5	675.0	18559.499545678947	77068.02500376369	5p	lv5p#-2_1466.5|lv5p_11245.0|nta#A#1_9526.5|lv5p#-1_9249.0|canonical_29687.0|lv3pE_3572.0|nta#C#1_93.0|nta#G_537.0|nta#C_93.0|nta#G#2_7.0|nta#G#1_530.0|lv3p_86583.0|nta#A_10058.5|nta#UA_1.0|lv3p#1_3572.0|nta#T#3_1.0|nta#T#2_15.0|NucVar_616.0|nta#T#1_332.0|mv_15944.0|lv3p#-4_73.0|lv3p#-3_413.0|lv3pT_83011.0|lv3p#-2_5153.5|lv3p#-1_77371.5|lv5pT_11245.0|nta#T_348.0|lv5p#-4_105.0|nta#A#3_41.0|lv5p#-3_424.5|total_155111.5|nta#A#2_491.0
hsa-miR-10b-5p	hsa-mir-10b	131531.0	519.0	15738.03060857962	65351.920371926266	5p	lv5p#-2_140.5|lv5p_4901.0|nta#A#1_6406.5|lv5p#-1_4493.0|canonical_15551.0|lv3pE_2065.0|nta#C#1_122.0|nta#AU_1.0|nta#G_88.0|nta#C_122.0|nta#G#2_4.0|nta#G#1_84.0|lv3p_94296.0|nta#A_6927.5|lv3p#1_2065.0|NucVar_347.0|nta#T#2_160.0|nta#T#1_224.0|mlv3p_1.0|mv_8913.5|lv3p#-4_68.0|lv3p#-3_202.0|lv3pT_92231.0|lv3p#-2_4599.5|lv3p#-1_87361.5|lv5pT_4901.0|mlv3p#2_1.0|nta#T_384.0|lv5p#-4_31.0|nta#A#3_73.0|lv5p#-3_236.5|total_131531.0|nta#A#2_448.0
hsa-let-7a-5p	hsa-let-7a-3	75344.24999999943	421.0	9015.137972648776	37435.216234062456	5p	lv5p#-2_504.24999999999983|nta#A#1_3343.466666666671|lv5p_1766.6999999999991|lv5p#-1_185.66666666666669|canonical_50844.333333333336|lv3pE_2040.6999999999987|nta#C#1_14.66666666666667|nta#AU_0.4|lv5pE_785.0|nta#G_81.24999999999997|mlv5p#1_21.5|mlv5p_21.5|nta#C_14.66666666666667|nta#G#1_81.24999999999997|lv3p_17106.333333333303|nta#A_3919.133333333339|lv3p#1_2040.6999999999987|nta#T#3_10.500000000000002|nta#T#2_3.0|NucVar_708.8166666666671|nta#T#1_94.61666666666667|mlv3p_1.0|mv_772.4000000000003|lv3p#-3_43.333333333333336|lv3pT_15065.633333333339|lv5p#1_785.0|lv3p#-2_1103.983333333333|lv3p#-1_13918.316666666668|lv5pT_981.7000000000006|mlv3p#2_1.0|nta#T_108.11666666666666|nta#A#3_8.583333333333334|lv5p#-3_291.78333333333325|total_75344.24999999943|nta#A#2_567.0833333333338
hsa-let-7a-5p	hsa-let-7a-2	74497.24999999943	408.0	8913.792191612618	37014.37949933816	5p	lv5p#-2_504.24999999999983|lv5p_981.7000000000006|nta#A#1_3341.466666666671|lv5p#-1_185.66666666666669|canonical_50844.333333333336|lv3pE_2040.6999999999987|nta#C#1_14.66666666666667|nta#AU_0.4|nta#G_81.24999999999997|mlv5p#1_21.5|mlv5p_21.5|nta#C_14.66666666666667|nta#G#1_81.24999999999997|lv3p_17106.333333333303|nta#A_4508.133333333321|lv3p#1_2040.6999999999987|nta#T#3_10.500000000000002|nta#T#2_3.0|NucVar_708.8166666666671|nta#T#1_94.61666666666667|mv_122.39999999999998|lv3p#-3_43.333333333333336|lv3pT_15065.633333333339|lv3p#-2_1103.983333333333|lv3p#-1_13918.316666666668|lv5pT_981.7000000000006|nta#T_108.11666666666666|nta#A#3_9.583333333333334|lv5p#-3_291.78333333333325|total_74497.24999999943|nta#A#2_1157.0833333333326
hsa-let-7a-5p	hsa-let-7a-1	74161.24999999943	412.0	8873.588906573481	36847.436001265705	5p	mlv3p_128.0|NucVar_708.8166666666671|canonical_50844.333333333336|nta#G_81.24999999999997|nta#C_14.66666666666667|nta#A_3917.133333333339|mv_205.40000000000003|lv5p_1001.7000000000006|nta#C#1_14.66666666666667|lv5p#1_20.0|nta#T#3_10.500000000000002|nta#T#2_3.0|lv5pT_981.7000000000006|nta#T#1_94.61666666666667|mlv5p_21.5|lv5p#-3_291.78333333333325|lv5p#-2_504.24999999999983|lv5p#-1_185.66666666666669|lv3p#2_24.0|lv3p#1_2040.6999999999987|lv5pE_20.0|nta#A#3_8.583333333333334|nta#A#2_567.0833333333338|nta#A#1_3341.466666666671|lv3pT_15065.633333333339|mlv5p#1_21.5|total_74161.24999999943|nta#AU_0.4|lv3pE_2064.700000000003|mlv3p#2_128.0|nta#G#1_81.24999999999997|lv3p_17130.333333333303|lv3p#-3_43.333333333333336|lv3p#-2_1103.983333333333|lv3p#-1_13918.316666666668|nta#T_108.11666666666666
hsa-miR-26a-5p	hsa-mir-26a-2	60834.66666666667	341.0	7279.028107919338	30226.047789894987	5p	lv5p#-2_741.5|nta#A#1_2643.0|lv5p_4449.5|lv5p#-1_3024.0|canonical_44724.5|lv3pE_229.5|nta#C#2_2.0|nta#C#1_8.5|nta#AU_2.5|lv5pE_254.5|nta#G_11.5|nta#C_10.5|nta#G#1_11.5|lv3p_5083.0|nta#A_3416.0|nta#UA_2.333333333333333|lv3p#1_229.5|nta#T#3_9.5|NucVar_677.3333333333334|nta#T#2_254.5|nta#T#1_2042.3333333333333|mv_83.0|mlv3p_73.0|lv3pT_4853.5|lv5p#1_254.5|lv3p#-2_295.0|lv3p#-1_4558.5|lv5pT_4195.0|mlv3p#2_73.0|nta#T_2306.3333333333335|nta#A#3_1.5|lv5p#-3_429.5|total_60834.66666666667|nta#A#2_771.5
hsa-miR-26a-5p	hsa-mir-26a-1	60571.16666666667	334.0	7247.499638848467	30095.12632637686	5p	lv5p#-2_741.5|lv5p_4195.0|nta#A#1_2643.0|lv5p#-1_3024.0|canonical_44724.5|lv3pE_229.5|nta#C#2_2.0|nta#C#1_8.5|nta#AU_2.5|nta#G_11.5|nta#C_10.5|nta#G#1_11.5|lv3p_5083.0|nta#A_3416.0|nta#UA_2.333333333333333|lv3p#1_229.5|nta#T#3_0.5|NucVar_677.3333333333334|nta#T#2_254.5|nta#T#1_2042.3333333333333|mv_83.0|mlv3p_73.0|lv3pT_4853.5|lv3p#-2_295.0|lv3p#-1_4558.5|lv5pT_4195.0|mlv3p#2_73.0|nta#T_2297.3333333333335|nta#A#3_1.5|lv5p#-3_429.5|total_60571.16666666667|nta#A#2_771.5
