name	pre-microRNA	RC_adj	UR	180626-180628-190531_Brain_S32180626-180628-190531_Brain_S32(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-92a-1-5p	hsa-mir-92a-1	37.0	3.0	3.5507976147085167	4.08412367565391	5p	canonical_35.0|total_37.0|NucVar_2.0
hsa-miR-1298-5p	hsa-mir-1298	37.0	2.0	3.5507976147085167	4.08412367565391	5p	lv5p_7.0|canonical_30.0|lv5pT_7.0|lv5p#-3_7.0|total_37.0
hsa-miR-376a-2-5p	hsa-mir-376a-2	37.0	3.0	3.5507976147085167	4.08412367565391	5p	mv_37.0|total_37.0
hsa-miR-2277-5p	hsa-mir-2277	37.0	3.0	3.5507976147085167	4.08412367565391	5p	canonical_10.0|lv3p#-1_20.0|total_37.0|nta#T#1_7.0|lv3p_20.0|nta#T_7.0|lv3pT_20.0
hsa-miR-7977	hsa-mir-7977	37.0	3.0	3.5507976147085167	4.08412367565391	5p	mv_6.0|mlv3p_1.0|lv3pE_30.0|total_37.0|lv3p_30.0|mlv3p#3_1.0|lv3p#1_30.0
hsa-miR-548ab	hsa-mir-548ab	37.0	2.0	3.5507976147085167	4.08412367565391	5p	lv5p_7.0|canonical_30.0|lv5pT_7.0|lv5p#-1_7.0|total_37.0
hsa-miR-4423-5p	hsa-mir-4423	36.0	3.0	3.454830111608287	3.9737419546902903	5p	mv_30.0|lv3pE_6.0|total_36.0|lv3p_6.0|lv3p#1_6.0
hsa-miR-3622a-5p	hsa-mir-3622a	36.0	2.0	3.454830111608287	3.9737419546902903	5p	lv3p#-1_13.0|nta#A_23.0|nta#A#1_23.0|total_36.0|lv3p_13.0|lv3pT_13.0
hsa-miR-6721-5p	hsa-mir-6721	36.0	5.0	3.454830111608287	3.9737419546902903	5p	canonical_6.0|lv3p#-1_10.0|nta#A_18.0|nta#A#1_18.0|total_36.0|lv3p_10.0|NucVar_2.0|lv3pT_10.0
hsa-miR-19a-3p	hsa-mir-19a	35.333333333333336	5.0	3.3908517762081334	3.9001541407145446	3p	canonical_20.0|lv3pE_10.0|lv3p#-1_5.0|total_35.333333333333336|lv3p_15.0|NucVar_0.3333333333333333|lv3pT_5.0|lv3p#1_10.0
hsa-miR-4780	hsa-mir-4780	35.0	4.0	3.3588626085080566	3.863360233726671	3p	lv5p_5.0|lv5pT_5.0|lv3p#-3_16.0|lv5p#-2_5.0|lv3p#-1_14.0|total_35.0|lv3p_30.0|lv3pT_30.0
hsa-miR-323b-5p	hsa-mir-323b	35.0	4.0	3.3588626085080566	3.863360233726671	5p	lv3p#-2_18.0|nta#A_17.0|nta#A#1_17.0|total_35.0|lv3p_18.0|lv3pT_18.0
hsa-miR-1269b	hsa-mir-1269b	34.0	2.0	3.2628951054078263	3.752978512763052	5p	mlv3p_21.0|nta#A_13.0|nta#A#1_13.0|total_34.0|mlv3p#2_21.0
hsa-miR-33b-5p	hsa-mir-33b	34.0	4.0	3.2628951054078263	3.752978512763052	5p	canonical_24.0|nta#C_1.0|nta#G#1_2.0|nta#A#3_7.0|nta#A_7.0|total_34.0|nta#C#2_1.0|nta#G_2.0
hsa-miR-4433b-5p	hsa-mir-4433b	33.0	4.0	3.166927602307596	3.642596791799433	5p	mv_29.0|lv3pE_4.0|total_33.0|lv3p_4.0|lv3p#1_4.0
hsa-miR-624-5p	hsa-mir-624	33.0	3.0	3.166927602307596	3.642596791799433	5p	lv3p#-2_10.0|lv3p#-1_23.0|total_33.0|lv3p_33.0|lv3pT_33.0
hsa-miR-5001-3p	hsa-mir-5001	33.0	4.0	3.166927602307596	3.642596791799433	3p	nta#A_20.0|nta#T#2_4.0|nta#A#1_20.0|total_33.0|nta#T#1_9.0|nta#T_13.0
hsa-miR-6733-5p	hsa-mir-6733	33.0	3.0	3.166927602307596	3.642596791799433	5p	canonical_31.0|nta#A_1.0|nta#A#1_1.0|total_33.0|NucVar_1.0
hsa-miR-4501	hsa-mir-4501	33.0	4.0	3.166927602307596	3.642596791799433	5p	lv5p_16.0|canonical_15.0|lv5pT_16.0|nta#G#1_1.0|lv5p#-2_16.0|total_33.0|NucVar_1.0|nta#G_1.0
hsa-miR-34c-3p	hsa-mir-34c	33.0	3.0	3.166927602307596	3.642596791799433	3p	canonical_27.0|nta#A_4.0|nta#A#1_4.0|total_33.0|NucVar_2.0
hsa-miR-3149	hsa-mir-3149	33.0	2.0	3.166927602307596	3.642596791799433	3p	lv5p_25.0|canonical_8.0|lv5pT_25.0|lv5p#-3_25.0|total_33.0
hsa-miR-3151-5p	hsa-mir-3151	33.0	2.0	3.166927602307596	3.642596791799433	5p	canonical_18.0|nta#A#2_15.0|nta#A_15.0|total_33.0
hsa-miR-1914-3p	hsa-mir-1914	33.0	1.0	3.166927602307596	3.642596791799433	3p	lv3p#-1_33.0|total_33.0|lv3p_33.0|lv3pT_33.0
hsa-miR-500b-5p	hsa-mir-500b	33.0	3.0	3.166927602307596	3.642596791799433	5p	mv_33.0|total_33.0
hsa-miR-450a-5p	hsa-mir-450a-2	32.5	5.0	3.118943850757481	3.5874059313176234	5p	lv3p#-2_20.0|nta#A_7.0|lv3p#-1_5.5|nta#A#1_7.0|total_32.5|lv3p_25.5|lv3pT_25.5
hsa-miR-450a-5p	hsa-mir-450a-1	32.5	5.0	3.118943850757481	3.5874059313176234	5p	lv3p#-2_20.0|nta#A_7.0|lv3p#-1_5.5|nta#A#1_7.0|total_32.5|lv3p_25.5|lv3pT_25.5
hsa-miR-4510	hsa-mir-4510	32.5	16.0	3.118943850757481	3.5874059313176234	5p	lv5p#-2_0.5|nta#A#1_2.5|lv5p_2.0|lv5p#-1_0.5|lv5pE_1.0|lv3p_4.0|nta#A_3.0|NucVar_22.0|mv_0.5|mlv3p_1.0|lv3pT_4.0|lv5p#1_1.0|lv3p#-2_0.5|lv3p#-1_3.5|lv5pT_1.0|mlv3p#2_1.0|total_32.5|nta#A#2_0.5
hsa-miR-3928-3p	hsa-mir-3928	32.0	3.0	3.070960099207366	3.5322150708358135	3p	nta#A_18.0|nta#A#1_18.0|total_32.0|nta#T#1_14.0|nta#T_14.0
hsa-miR-1273h-3p	hsa-mir-1273h	32.0	2.0	3.070960099207366	3.5322150708358135	3p	total_32.0|nta#T#1_32.0|nta#T_32.0
hsa-miR-887-5p	hsa-mir-887	32.0	4.0	3.070960099207366	3.5322150708358135	5p	lv5p_14.0|mv_18.0|lv5p#2_14.0|lv5pE_14.0|total_32.0
hsa-miR-3940-3p	hsa-mir-3940	31.0	4.0	2.974992596107136	3.4218333498721947	3p	lv5p#1_2.0|lv5p_2.0|lv3pT_10.0|canonical_12.0|lv5pE_2.0|nta#T_7.0|total_31.0|nta#T#1_7.0|lv3p_10.0|lv3p#-3_10.0
hsa-miR-552-3p	hsa-mir-552	31.0	2.0	2.974992596107136	3.4218333498721947	3p	lv3p#-2_31.0|total_31.0|lv3p_31.0|lv3pT_31.0
hsa-miR-3158-3p	hsa-mir-3158-2	30.5	4.0	2.9270088445570206	3.366642489390385	3p	lv5p_10.0|lv5pT_10.0|lv5p#-3_10.0|lv3p#-2_2.5|lv3p#-1_18.0|total_30.5|lv3p_20.5|lv3pT_20.5
hsa-miR-3158-3p	hsa-mir-3158-1	30.5	4.0	2.9270088445570206	3.366642489390385	3p	lv5p_10.0|lv5pT_10.0|lv5p#-3_10.0|lv3p#-2_2.5|lv3p#-1_18.0|total_30.5|lv3p_20.5|lv3pT_20.5
hsa-miR-6802-3p	hsa-mir-6802	30.0	2.0	2.8790250930069057	3.3114516289085754	3p	lv5p_18.0|lv3p#-2_12.0|lv5p#1_18.0|lv5pE_18.0|total_30.0|lv3p_12.0|lv3pT_12.0
hsa-miR-3187-3p	hsa-mir-3187	30.0	2.0	2.8790250930069057	3.3114516289085754	3p	nta#A_30.0|nta#A#1_30.0|total_30.0
hsa-miR-642a-5p	hsa-mir-642a	30.0	2.0	2.8790250930069057	3.3114516289085754	5p	canonical_29.0|total_30.0|NucVar_1.0
hsa-miR-4999-5p	hsa-mir-4999	29.0	2.0	2.7830575899066754	3.201069907944956	5p	lv3pE_18.0|nta#A#2_11.0|nta#A_11.0|total_29.0|lv3p_18.0|lv3p#1_18.0
hsa-miR-374c-3p	hsa-mir-374c	29.0	1.0	2.7830575899066754	3.201069907944956	3p	mv_29.0|total_29.0
hsa-miR-616-3p	hsa-mir-616	29.0	2.0	2.7830575899066754	3.201069907944956	3p	lv5p_29.0|lv5p#1_29.0|lv5pE_29.0|total_29.0
hsa-miR-1197	hsa-mir-1197	29.0	1.0	2.7830575899066754	3.201069907944956	3p	canonical_29.0|total_29.0
hsa-miR-6504-5p	hsa-mir-6504	29.0	1.0	2.7830575899066754	3.201069907944956	5p	canonical_29.0|total_29.0
hsa-miR-4738-3p	hsa-mir-4738	29.0	5.0	2.7830575899066754	3.201069907944956	3p	canonical_5.0|lv3p#-2_10.0|total_29.0|lv3p_10.0|nta#T#1_14.0|nta#T_14.0|lv3pT_10.0
hsa-miR-3127-5p	hsa-mir-3127	28.0	3.0	2.687090086806445	3.090688186981337	5p	lv3p#-2_4.0|nta#A_8.0|lv3p#-1_16.0|nta#A#1_8.0|total_28.0|lv3p_20.0|lv3pT_20.0
hsa-miR-6500-3p	hsa-mir-6500	28.0	1.0	2.687090086806445	3.090688186981337	3p	canonical_28.0|total_28.0
hsa-miR-6788-3p	hsa-mir-6788	28.0	1.0	2.687090086806445	3.090688186981337	3p	lv5p_28.0|lv5pT_28.0|lv5p#-2_28.0|total_28.0
hsa-miR-505-5p	hsa-mir-505	28.0	4.0	2.687090086806445	3.090688186981337	5p	mv_6.0|lv3pE_14.0|lv3p#-3_8.0|total_28.0|lv3p_22.0|lv3p#2_2.0|lv3pT_8.0|lv3p#1_12.0
hsa-miR-92a-2-5p	hsa-mir-92a-2	28.0	2.0	2.687090086806445	3.090688186981337	5p	mv_28.0|total_28.0
hsa-miR-219a-5p	hsa-mir-219a-1	28.0	3.0	2.687090086806445	3.090688186981337	5p	canonical_3.5|total_28.0|NucVar_24.5
hsa-miR-23a-5p	hsa-mir-23a	27.0	3.0	2.5911225837062153	2.980306466017718	5p	canonical_21.0|lv3p#-1_6.0|total_27.0|lv3p_6.0|lv3pT_6.0
hsa-miR-7151-3p	hsa-mir-7151	27.0	4.0	2.5911225837062153	2.980306466017718	3p	mv_7.0|lv5p_17.0|lv5p#1_17.0|nta#A_3.0|lv5pE_17.0|nta#A#1_3.0|total_27.0
hsa-miR-548l	hsa-mir-548l	27.0	2.0	2.5911225837062153	2.980306466017718	5p	nta#A_6.0|lv3p#-1_21.0|nta#A#1_6.0|total_27.0|lv3p_21.0|lv3pT_21.0
hsa-miR-193a-3p	hsa-mir-193a	27.0	1.0	2.5911225837062153	2.980306466017718	3p	lv3p#-2_27.0|total_27.0|lv3p_27.0|lv3pT_27.0
hsa-miR-450a-1-3p	hsa-mir-450a-1	27.0	1.0	2.5911225837062153	2.980306466017718	3p	lv3p#-1_27.0|total_27.0|lv3p_27.0|lv3pT_27.0
hsa-miR-26a-1-3p	hsa-mir-26a-1	27.0	2.0	2.5911225837062153	2.980306466017718	3p	lv5p_9.0|canonical_18.0|lv5pT_9.0|lv5p#-1_9.0|total_27.0
hsa-miR-6761-5p	hsa-mir-6761	27.0	2.0	2.5911225837062153	2.980306466017718	5p	lv3pE_26.0|nta#C_1.0|total_27.0|lv3p_26.0|nta#C#1_1.0|lv3p#2_26.0
hsa-miR-452-5p	hsa-mir-452	27.0	4.0	2.5911225837062153	2.980306466017718	5p	mv_16.0|lv3pE_11.0|total_27.0|lv3p_11.0|lv3p#1_11.0
hsa-miR-149-3p	hsa-mir-149	26.0	3.0	2.495155080605985	2.8699247450540986	3p	lv5p_9.0|mv_17.0|lv5p#1_9.0|lv5pE_9.0|total_26.0
hsa-miR-10395-3p	hsa-mir-10395	26.0	3.0	2.495155080605985	2.8699247450540986	3p	lv5p_25.0|lv5pT_25.0|lv5p#-2_25.0|total_26.0|nta#T#1_1.0|nta#T_1.0
hsa-miR-6772-3p	hsa-mir-6772	26.0	1.0	2.495155080605985	2.8699247450540986	3p	total_26.0|nta#T#1_26.0|nta#T_26.0
hsa-miR-6739-5p	hsa-mir-6739	26.0	2.0	2.495155080605985	2.8699247450540986	5p	canonical_15.0|lv5p_11.0|lv5p#2_11.0|lv5pE_11.0|total_26.0
hsa-miR-655-5p	hsa-mir-655	26.0	2.0	2.495155080605985	2.8699247450540986	5p	lv3p#-1_26.0|total_26.0|lv3p_26.0|lv3pT_26.0
hsa-miR-549a-5p	hsa-mir-549a	26.0	2.0	2.495155080605985	2.8699247450540986	5p	lv5p_26.0|lv5pT_26.0|lv5p#-1_26.0|total_26.0
hsa-miR-378c	hsa-mir-378c	25.5	2.0	2.4471713290558696	2.814733884572289	5p	lv3p#-5_12.5|nta#A#2_13.0|nta#A_13.0|total_25.5|lv3p_12.5|lv3pT_12.5
hsa-miR-641	hsa-mir-641	25.0	2.0	2.3991875775057547	2.7595430240904792	5p	lv3p#-1_25.0|total_25.0|lv3p_25.0|lv3pT_25.0
hsa-miR-6513-3p	hsa-mir-6513	25.0	4.0	2.3991875775057547	2.7595430240904792	3p	total_25.0|nta#T#1_25.0|nta#UA_1.0|nta#T_25.0
hsa-miR-450a-2-3p	hsa-mir-450a-2	25.0	5.0	2.3991875775057547	2.7595430240904792	3p	lv5p_17.0|lv5pT_17.0|lv3p#-3_8.0|lv5p#-2_1.0|lv5p#-1_16.0|total_25.0|lv3p_8.0|lv3pT_8.0
hsa-miR-1251-5p	hsa-mir-1251	25.0	2.0	2.3991875775057547	2.7595430240904792	5p	lv3pE_4.0|total_25.0|lv3p_4.0|NucVar_21.0|lv3p#1_4.0
hsa-miR-597-3p	hsa-mir-597	25.0	2.0	2.3991875775057547	2.7595430240904792	3p	mv_7.0|lv3p#-1_18.0|total_25.0|lv3p_18.0|lv3pT_18.0
hsa-miR-2682-3p	hsa-mir-2682	24.0	3.0	2.3032200744055245	2.6491613031268604	3p	mv_6.0|lv3p#-2_9.0|nta#A_9.0|nta#A#1_9.0|total_24.0|lv3p_9.0|lv3pT_9.0
hsa-miR-378g	hsa-mir-378g	24.0	1.0	2.3032200744055245	2.6491613031268604	-	nta#A_24.0|nta#A#1_24.0|total_24.0
hsa-miR-676-5p	hsa-mir-676	24.0	1.0	2.3032200744055245	2.6491613031268604	5p	lv3p#-1_24.0|total_24.0|lv3p_24.0|lv3pT_24.0
hsa-miR-4742-5p	hsa-mir-4742	24.0	3.0	2.3032200744055245	2.6491613031268604	5p	canonical_2.0|lv3p#-1_22.0|total_24.0|lv3p_22.0|lv3pT_22.0
hsa-miR-296-5p	hsa-mir-296	24.0	4.0	2.3032200744055245	2.6491613031268604	5p	canonical_21.0|total_24.0|NucVar_3.0
hsa-miR-6788-5p	hsa-mir-6788	24.0	1.0	2.3032200744055245	2.6491613031268604	5p	lv3p#-1_24.0|total_24.0|lv3p_24.0|lv3pT_24.0
hsa-miR-27a-5p	hsa-mir-27a	24.0	2.0	2.3032200744055245	2.6491613031268604	5p	lv5p_14.0|canonical_10.0|lv5pT_14.0|lv5p#-2_14.0|total_24.0
hsa-miR-874-5p	hsa-mir-874	23.0	6.0	2.207252571305294	2.538779582163241	5p	canonical_5.0|lv3p#-4_2.0|lv3p#-1_15.0|total_23.0|lv3p_17.0|NucVar_1.0|lv3pT_17.0
hsa-miR-589-3p	hsa-mir-589	23.0	2.0	2.207252571305294	2.538779582163241	3p	lv3p#-1_7.0|total_23.0|lv3p_7.0|lv3pT_7.0|NucVar_16.0
hsa-miR-193b-5p	hsa-mir-193b	23.0	2.0	2.207252571305294	2.538779582163241	5p	canonical_13.0|lv3p#-2_10.0|total_23.0|lv3p_10.0|lv3pT_10.0
hsa-miR-6803-3p	hsa-mir-6803	23.0	3.0	2.207252571305294	2.538779582163241	3p	canonical_12.0|lv3p#-1_7.0|total_23.0|nta#T#1_4.0|lv3p_7.0|nta#T_4.0|lv3pT_7.0
hsa-miR-34b-5p	hsa-mir-34b	23.0	1.0	2.207252571305294	2.538779582163241	5p	mv_23.0|total_23.0
hsa-miR-6860	hsa-mir-6860	23.0	3.0	2.207252571305294	2.538779582163241	3p	canonical_14.0|lv3pE_9.0|total_23.0|lv3p_9.0|lv3p#1_9.0
hsa-miR-432-3p	hsa-mir-432	23.0	1.0	2.207252571305294	2.538779582163241	3p	canonical_23.0|total_23.0
hsa-miR-6734-5p	hsa-mir-6734	22.0	2.0	2.1112850682050643	2.4283978611996218	5p	lv5p_22.0|lv5pT_22.0|lv5p#-1_22.0|total_22.0
hsa-miR-6837-5p	hsa-mir-6837	22.0	1.0	2.1112850682050643	2.4283978611996218	5p	nta#A_22.0|nta#A#1_22.0|total_22.0
hsa-miR-548k	hsa-mir-548k	22.0	1.0	2.1112850682050643	2.4283978611996218	5p	canonical_22.0|total_22.0
hsa-miR-150-3p	hsa-mir-150	22.0	2.0	2.1112850682050643	2.4283978611996218	3p	lv3p#-1_22.0|total_22.0|lv3p_22.0|lv3pT_22.0
hsa-miR-615-3p	hsa-mir-615	22.0	2.0	2.1112850682050643	2.4283978611996218	3p	nta#A#2_2.0|nta#A_2.0|lv3p#-1_20.0|total_22.0|lv3p_20.0|lv3pT_20.0
hsa-miR-6818-3p	hsa-mir-6818	22.0	1.0	2.1112850682050643	2.4283978611996218	3p	mv_22.0|total_22.0
hsa-miR-6825-5p	hsa-mir-6825	22.0	2.0	2.1112850682050643	2.4283978611996218	5p	mv_21.0|lv3pE_1.0|total_22.0|lv3p_1.0|lv3p#2_1.0
hsa-miR-6512-5p	hsa-mir-6512	21.0	1.0	2.015317565104834	2.318016140236003	5p	mv_21.0|total_21.0
hsa-miR-337-5p	hsa-mir-337	21.0	1.0	2.015317565104834	2.318016140236003	5p	nta#A_21.0|nta#A#1_21.0|total_21.0
hsa-miR-676-3p	hsa-mir-676	21.0	4.0	2.015317565104834	2.318016140236003	3p	canonical_3.0|lv3pE_5.0|nta#A_12.0|nta#A#1_12.0|total_21.0|lv3p_5.0|NucVar_1.0|lv3p#1_5.0
hsa-miR-6804-5p	hsa-mir-6804	21.0	2.0	2.015317565104834	2.318016140236003	5p	lv3pE_21.0|total_21.0|lv3p_21.0|lv3p#2_12.0|lv3p#1_9.0
hsa-miR-4636	hsa-mir-4636	20.0	2.0	1.9193500620046038	2.2076344192723836	5p	lv5p_20.0|lv5pT_20.0|lv5p#-2_20.0|total_20.0
hsa-miR-4482-3p	hsa-mir-4482	20.0	1.0	1.9193500620046038	2.2076344192723836	3p	canonical_20.0|total_20.0
hsa-miR-181d-3p	hsa-mir-181d	20.0	4.0	1.9193500620046038	2.2076344192723836	3p	mv_16.0|nta#G#1_4.0|total_20.0|nta#G_4.0
hsa-miR-1912-3p	hsa-mir-1912	20.0	3.0	1.9193500620046038	2.2076344192723836	3p	nta#A_11.0|nta#A#1_11.0|total_20.0|nta#T#1_9.0|nta#T_9.0
hsa-miR-877-3p	hsa-mir-877	20.0	1.0	1.9193500620046038	2.2076344192723836	3p	canonical_20.0|total_20.0
hsa-miR-616-5p	hsa-mir-616	20.0	2.0	1.9193500620046038	2.2076344192723836	5p	mv_10.0|canonical_10.0|total_20.0
hsa-miR-10527-5p	hsa-mir-10527	20.0	4.0	1.9193500620046038	2.2076344192723836	5p	mv_8.0|lv3pE_6.0|lv3p#-1_6.0|total_20.0|lv3p_12.0|lv3pT_6.0|lv3p#1_6.0
hsa-miR-551b-5p	hsa-mir-551b	20.0	1.0	1.9193500620046038	2.2076344192723836	5p	lv3pE_20.0|total_20.0|lv3p_20.0|lv3p#1_20.0
hsa-miR-3620-3p	hsa-mir-3620	20.0	1.0	1.9193500620046038	2.2076344192723836	3p	canonical_20.0|total_20.0
hsa-miR-6720-5p	hsa-mir-6720	20.0	2.0	1.9193500620046038	2.2076344192723836	5p	total_20.0|nta#T#1_20.0|nta#T_20.0
hsa-miR-3150a-5p	hsa-mir-3150a	20.0	1.0	1.9193500620046038	2.2076344192723836	5p	total_20.0|NucVar_20.0
hsa-miR-4286	hsa-mir-4286	19.0	1.0	1.8233825589043735	2.0972526983087643	5p	lv3pE_19.0|total_19.0|lv3p_19.0|lv3p#2_19.0
hsa-miR-1268b	hsa-mir-1268b	19.0	1.0	1.8233825589043735	2.0972526983087643	5p	lv3p#-1_19.0|total_19.0|lv3p_19.0|lv3pT_19.0
hsa-miR-556-5p	hsa-mir-556	19.0	2.0	1.8233825589043735	2.0972526983087643	5p	lv3p#-2_19.0|total_19.0|lv3p_19.0|lv3pT_19.0
hsa-miR-18a-3p	hsa-mir-18a	19.0	3.0	1.8233825589043735	2.0972526983087643	3p	canonical_1.0|lv3p#-1_6.0|total_19.0|nta#T#1_12.0|lv3p_6.0|nta#T_12.0|lv3pT_6.0
hsa-miR-1304-5p	hsa-mir-1304	19.0	2.0	1.8233825589043735	2.0972526983087643	5p	mv_19.0|total_19.0
hsa-miR-3145-3p	hsa-mir-3145	19.0	1.0	1.8233825589043735	2.0972526983087643	3p	lv3p#-2_19.0|total_19.0|lv3p_19.0|lv3pT_19.0
hsa-miR-6720-3p	hsa-mir-6720	19.0	2.0	1.8233825589043735	2.0972526983087643	3p	canonical_16.0|total_19.0|nta#T#1_3.0|nta#T_3.0
hsa-miR-4773	hsa-mir-4773-1	18.5	1.0	1.7753988073542584	2.042061837826955	3p	nta#A_18.5|nta#A#1_18.5|total_18.5
hsa-miR-4773	hsa-mir-4773-2	18.5	1.0	1.7753988073542584	2.042061837826955	3p	nta#A_18.5|nta#A#1_18.5|total_18.5
hsa-miR-6882-5p	hsa-mir-6882	18.0	3.0	1.7274150558041435	1.9868709773451452	5p	lv5p_8.0|lv5pT_8.0|nta#T#2_1.0|lv5p#-1_8.0|total_18.0|nta#T#1_9.0|nta#T_10.0
hsa-miR-5588-5p	hsa-mir-5588	18.0	1.0	1.7274150558041435	1.9868709773451452	5p	nta#A_18.0|nta#A#1_18.0|total_18.0
hsa-miR-6740-3p	hsa-mir-6740	18.0	2.0	1.7274150558041435	1.9868709773451452	3p	lv3p#-1_18.0|total_18.0|lv3p_18.0|lv3pT_18.0
hsa-miR-223-5p	hsa-mir-223	18.0	2.0	1.7274150558041435	1.9868709773451452	5p	canonical_12.0|lv3pE_6.0|total_18.0|lv3p_6.0|lv3p#1_6.0
hsa-miR-215-5p	hsa-mir-215	18.0	3.0	1.7274150558041435	1.9868709773451452	5p	mv_1.0|mlv3p_16.0|nta#A_1.0|nta#A#1_1.0|total_18.0|mlv3p#3_16.0
hsa-miR-548v	hsa-mir-548v	18.0	2.0	1.7274150558041435	1.9868709773451452	3p	lv5p_14.0|canonical_4.0|lv5pT_14.0|lv5p#-1_14.0|total_18.0
hsa-miR-181b-3p	hsa-mir-181b-1	18.0	1.0	1.7274150558041435	1.9868709773451452	3p	lv3p#-1_18.0|total_18.0|lv3p_18.0|lv3pT_18.0
hsa-miR-1178-3p	hsa-mir-1178	17.0	1.0	1.6314475527039132	1.876489256381526	3p	total_17.0|nta#T#1_17.0|nta#T_17.0
hsa-miR-3126-5p	hsa-mir-3126	17.0	2.0	1.6314475527039132	1.876489256381526	5p	canonical_16.0|total_17.0|nta#T#1_1.0|nta#T_1.0
hsa-miR-670-3p	hsa-mir-670	17.0	2.0	1.6314475527039132	1.876489256381526	3p	lv3pE_9.0|lv3p#-2_8.0|total_17.0|lv3p#4_9.0|lv3p_17.0|lv3pT_8.0
hsa-miR-891a-5p	hsa-mir-891a	17.0	2.0	1.6314475527039132	1.876489256381526	5p	lv5p_7.0|mv_10.0|lv5pT_7.0|lv5p#-1_7.0|total_17.0
hsa-miR-188-3p	hsa-mir-188	17.0	1.0	1.6314475527039132	1.876489256381526	3p	total_17.0|nta#T#1_17.0|nta#T_17.0
hsa-miR-1185-5p	hsa-mir-1185-1	16.5	2.0	1.583463801153798	1.8212983958997164	5p	canonical_16.0|total_16.5|NucVar_0.5
hsa-miR-1185-5p	hsa-mir-1185-2	16.5	2.0	1.583463801153798	1.8212983958997164	5p	canonical_16.0|total_16.5|NucVar_0.5
hsa-miR-514a-3p	hsa-mir-514a-1	16.2	4.0	1.554673550223729	1.7881838796106306	3p	canonical_9.0|mv_3.6|nta#A_3.4|nta#A#1_3.4|total_16.2|NucVar_0.2
hsa-miR-514a-3p	hsa-mir-514a-3	16.2	4.0	1.554673550223729	1.7881838796106306	3p	canonical_9.0|mv_3.6|nta#A_3.4|nta#A#1_3.4|total_16.2|NucVar_0.2
hsa-miR-514a-3p	hsa-mir-514a-2	16.2	4.0	1.554673550223729	1.7881838796106306	3p	canonical_9.0|mv_3.6|nta#A_3.4|nta#A#1_3.4|total_16.2|NucVar_0.2
hsa-miR-514a-3p	hsa-mir-514a-2	16.2	4.0	1.554673550223729	1.7881838796106306	3p	canonical_9.0|mv_3.6|nta#A_3.4|nta#A#1_3.4|total_16.2|NucVar_0.2
hsa-miR-514a-3p	hsa-mir-514a-3	16.2	4.0	1.554673550223729	1.7881838796106306	3p	canonical_9.0|mv_3.6|nta#A_3.4|nta#A#1_3.4|total_16.2|NucVar_0.2
hsa-miR-4699-5p	hsa-mir-4699	16.0	1.0	1.535480049603683	1.7661075354179068	5p	canonical_16.0|total_16.0
hsa-miR-6837-3p	hsa-mir-6837	16.0	1.0	1.535480049603683	1.7661075354179068	3p	canonical_16.0|total_16.0
hsa-miR-4659a-3p	hsa-mir-4659a	16.0	2.0	1.535480049603683	1.7661075354179068	3p	total_16.0|nta#T#1_16.0|nta#T_16.0
hsa-miR-511-5p	hsa-mir-511	16.0	1.0	1.535480049603683	1.7661075354179068	5p	lv3p#-1_16.0|total_16.0|lv3p_16.0|lv3pT_16.0
hsa-miR-10399-3p	hsa-mir-10399	16.0	3.0	1.535480049603683	1.7661075354179068	3p	lv5p_7.0|mv_9.0|lv5pT_7.0|lv5p#-1_7.0|total_16.0
hsa-miR-618	hsa-mir-618	16.0	1.0	1.535480049603683	1.7661075354179068	5p	lv3p#-1_16.0|total_16.0|lv3p_16.0|lv3pT_16.0
hsa-miR-3174	hsa-mir-3174	16.0	2.0	1.535480049603683	1.7661075354179068	5p	lv3p#-1_16.0|total_16.0|lv3p_16.0|lv3pT_16.0
hsa-miR-4485-3p	hsa-mir-4485	16.0	2.0	1.535480049603683	1.7661075354179068	3p	mv_16.0|total_16.0
hsa-miR-199b-5p	hsa-mir-199b	16.0	1.0	1.535480049603683	1.7661075354179068	5p	canonical_16.0|total_16.0
hsa-miR-495-5p	hsa-mir-495	16.0	1.0	1.535480049603683	1.7661075354179068	5p	canonical_16.0|total_16.0
hsa-miR-6511a-3p	hsa-mir-6511a-2	15.5	20.0	1.487496298053568	1.7109166749360973	3p	lv5p_0.0625|nta#A_3.0|canonical_1.9375|nta#T_2.75|lv3p#2_1.5625|nta#A#2_1.0625|lv3p#1_4.25|nta#A#1_1.9375|lv5pT_0.0625|total_15.5|nta#T#1_2.75|lv5p#-1_0.0625|lv3p_5.8125|mv_1.875|lv3pE_5.8125|NucVar_0.0625
hsa-miR-6511a-3p	hsa-mir-6511a-4	15.5	20.0	1.487496298053568	1.7109166749360973	3p	lv5p_0.0625|nta#A_3.0|canonical_1.9375|nta#T_2.75|lv3p#2_1.5625|nta#A#2_1.0625|lv3p#1_4.25|nta#A#1_1.9375|lv5pT_0.0625|total_15.5|nta#T#1_2.75|lv5p#-1_0.0625|lv3p_5.8125|mv_1.875|lv3pE_5.8125|NucVar_0.0625
