name	pre-microRNA	RC_adj	UR	180626-180628-190531_Brain_S32180626-180628-190531_Brain_S32(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-10b-5p	hsa-mir-10b	19966.5	204.0	1916.135150650746	2203.936631620102	5p	lv5p#-2_54.0|lv5p_677.5|nta#A#1_850.5|lv5p#-1_599.5|canonical_2098.0|lv3pE_259.5|nta#C#1_15.0|nta#G_9.0|mlv5p#1_21.0|mlv5p_21.0|nta#C_15.0|nta#G#2_1.0|nta#G#1_8.0|lv3p_14709.5|nta#A_904.5|lv3p#1_259.5|nta#T#2_1.0|NucVar_66.0|nta#T#1_57.0|mv_1408.0|lv3p#-4_53.0|lv3p#-3_60.0|lv3pT_14450.0|lv3p#-2_1169.5|lv3p#-1_13167.5|lv5pT_677.5|nta#T_58.0|lv5p#-3_24.0|nta#A#2_54.0|total_19966.5
hsa-miR-151a-3p	hsa-mir-151a	19935.0	338.0	1913.1121743030888	2200.4596074097485	3p	mlv3p_31.0|NucVar_78.0|canonical_2051.0|nta#G_27.0|nta#C_30.0|nta#A_6384.0|mv_1638.0|lv5p_621.0|nta#C#2_12.0|lv5p#2_412.0|nta#C#1_18.0|lv5p#1_82.0|nta#T#3_11.0|nta#T#2_147.0|lv5pT_127.0|nta#T#1_3444.0|nta#UA_3.0|lv5p#-2_45.0|lv5p#-1_82.0|lv3p#3_1.0|lv3p#2_68.0|lv3p#1_4378.0|lv5pE_494.0|nta#A#4_30.0|nta#A#3_153.0|nta#A#2_998.0|nta#A#1_5203.0|lv3pT_1026.0|total_19935.0|nta#AU_61.0|lv3pE_4447.0|mlv3p#3_31.0|nta#G#3_2.0|nta#G#1_25.0|lv3p_5473.0|lv3p#-2_722.0|lv3p#-1_304.0|nta#T_3602.0
hsa-miR-340-5p	hsa-mir-340	19626.0	125.0	1883.4582158451176	2166.35165563199	5p	lv5p#-2_106.0|lv5p_793.0|nta#A#1_467.0|lv5p#-1_557.0|canonical_13895.0|lv3pE_5.0|nta#C#1_5.0|nta#G_19.0|mlv5p#1_8.0|mlv5p_8.0|nta#C_5.0|nta#G#1_19.0|lv3p_3800.0|nta#A_528.0|lv3p#1_5.0|nta#T#3_3.0|nta#T#2_1.0|NucVar_230.0|nta#T#1_110.0|mv_234.0|lv3p#-3_27.0|lv3pT_3795.0|lv3p#-2_720.0|lv3p#-1_3048.0|lv5pT_793.0|nta#T_114.0|lv5p#-3_130.0|total_19626.0|nta#A#2_61.0
hsa-miR-129-5p	hsa-mir-129-1	18594.5	337.0	1784.4677363972303	2052.492910458017	5p	mlv3p_103.5|NucVar_253.5|canonical_11422.0|nta#G_53.0|nta#C_12.5|nta#A_1604.0|mv_98.5|lv5p_442.5|nta#C#2_2.0|nta#T#4_5.0|nta#C#1_10.5|nta#T#3_32.5|nta#T#2_189.0|lv5pT_442.5|nta#T#1_2113.5|nta#UA_1.0|mlv5p_8.5|lv5p#-2_107.0|lv5p#-1_335.5|lv3p#4_11.0|lv3p#3_158.0|lv3p#2_68.5|lv3p#1_578.5|nta#A#4_1.5|nta#A#3_20.0|nta#A#2_355.0|nta#A#1_1227.5|lv3pT_1440.5|mlv5p#1_8.5|total_18594.5|nta#AU_0.5|lv3pE_816.0|mlv3p#4_1.0|mlv3p#3_71.5|mlv3p#2_31.0|nta#G#1_53.0|lv3p_2256.5|lv3p#-2_199.5|lv3p#-1_1241.0|nta#T_2340.0
hsa-miR-129-5p	hsa-mir-129-2	18561.5	334.0	1781.3008087949227	2048.8503136662175	5p	mlv3p_102.5|NucVar_253.5|canonical_11422.0|nta#G_53.0|nta#C_12.5|nta#A_1612.0|mv_98.5|lv5p_442.5|nta#C#2_2.0|nta#T#4_5.0|nta#C#1_10.5|nta#T#3_7.5|nta#T#2_189.0|lv5pT_442.5|nta#T#1_2109.5|nta#UA_1.0|mlv5p_8.5|lv5p#-2_107.0|lv5p#-1_335.5|lv3p#3_158.0|lv3p#2_68.5|lv3p#1_578.5|nta#A#4_1.5|nta#A#3_27.0|nta#A#2_359.0|nta#A#1_1224.5|lv3pT_1440.5|mlv5p#1_8.5|total_18561.5|nta#AU_0.5|lv3pE_805.0|mlv3p#3_71.5|mlv3p#2_31.0|nta#G#1_53.0|lv3p_2245.5|lv3p#-2_199.5|lv3p#-1_1241.0|nta#T_2311.0
hsa-miR-16-5p	hsa-mir-16-2	18169.666666666664	272.0	1743.6975421634822	2005.5990760019722	5p	mlv3p_6.0|NucVar_186.5|canonical_9804.5|nta#G_17.5|nta#C_26.5|nta#A_1947.5|mv_201.0|lv5p_750.0|nta#C#2_2.0|nta#C#1_24.5|lv5p#1_54.0|nta#T#2_3.5|lv5pT_696.0|nta#T#1_28.5|mlv5p_17.0|lv5p#-3_73.5|lv5p#-2_148.0|lv5p#-1_474.5|lv3p#2_8.0|lv3p#1_346.0|lv5pE_54.0|nta#A#4_2.0|nta#A#3_31.0|nta#A#2_201.5|nta#A#1_1713.0|lv3pT_4827.166666666666|mlv5p#2_2.0|mlv5p#1_15.0|total_18169.666666666664|nta#AU_0.5|lv3pE_354.0|mlv3p#2_6.0|nta#G#2_2.0|nta#G#1_15.5|lv3p_5181.166666666666|lv3p#-3_104.0|lv3p#-2_1344.6666666666665|lv3p#-1_3378.5|nta#T_32.0
hsa-miR-16-5p	hsa-mir-16-1	18146.666666666664	267.0	1741.4902895921769	2003.060296419809	5p	NucVar_186.5|canonical_9804.5|nta#G_17.5|nta#C_26.5|nta#A_1940.5|mv_201.0|lv5p_709.0|nta#C#2_2.0|nta#C#1_24.5|lv5p#1_13.0|nta#T#2_3.5|lv5pT_696.0|nta#T#1_28.5|mlv5p_17.0|lv5p#-3_73.5|lv5p#-2_148.0|lv5p#-1_474.5|lv3p#2_39.0|lv3p#1_346.0|lv5pE_13.0|nta#A#3_31.0|nta#A#2_196.5|nta#A#1_1713.0|lv3pT_4827.166666666666|mlv5p#2_2.0|mlv5p#1_15.0|total_18146.666666666664|nta#AU_0.5|lv3pE_385.0|nta#G#2_2.0|nta#G#1_15.5|lv3p_5212.166666666666|lv3p#-3_104.0|lv3p#-2_1344.6666666666665|lv3p#-1_3378.5|nta#T_32.0
hsa-miR-10a-5p	hsa-mir-10a	17196.5	217.0	1650.3051670631085	1898.1792645508772	5p	lv5p#-2_79.0|nta#A#1_1126.5|lv5p_1390.5|lv5p#-1_1191.5|canonical_2834.0|lv3pE_220.5|nta#C#1_13.0|lv5pE_16.0|nta#G_41.0|nta#C_13.0|nta#G#2_1.0|nta#G#1_40.0|lv3p_9900.5|nta#A_1240.5|lv3p#1_220.5|nta#T#2_3.0|NucVar_76.0|nta#T#1_20.0|mv_1678.0|lv3p#-4_19.0|lv3p#-3_71.0|lv3pT_9680.0|lv5p#1_16.0|lv3p#-2_782.5|lv3p#-1_8807.5|lv5pT_1374.5|nta#T_23.0|lv5p#-4_39.0|nta#A#3_10.0|lv5p#-3_65.0|total_17196.5|nta#A#2_104.0
hsa-miR-30c-5p	hsa-mir-30c-1	16506.5	253.0	1584.0875899239495	1822.01587708598	5p	lv5p#-2_113.0|nta#A#1_314.0|lv5p_219.5|lv5p#-1_92.0|canonical_1825.0|lv3pE_11835.0|nta#C#2_1.5|nta#C#1_18.0|lv5pE_11.0|nta#G_2.5|nta#C_19.5|nta#G#1_2.5|lv3p_12501.5|nta#A_315.0|lv3p#1_11835.0|nta#T#2_1.5|NucVar_63.5|nta#T#1_200.0|mv_1358.5|lv3p#-4_34.0|lv3p#-3_22.0|lv3pT_666.5|lv5p#1_11.0|lv3p#-2_489.0|lv3p#-1_121.5|lv5pT_208.5|nta#T_201.5|lv5p#-4_3.5|nta#A#2_1.0|total_16506.5
hsa-miR-30c-5p	hsa-mir-30c-2	16479.5	252.0	1581.4964673402433	1819.0355706199623	5p	lv5p#-2_113.0|nta#A#1_314.0|lv5p_219.5|lv5p#-1_92.0|canonical_1825.0|lv3pE_11835.0|nta#C#2_1.5|nta#C#1_18.0|lv5pE_11.0|nta#G_2.5|nta#C_19.5|nta#G#1_2.5|lv3p_12501.5|nta#A_315.0|lv3p#1_11835.0|nta#T#2_1.5|NucVar_63.5|nta#T#1_175.0|mv_1356.5|lv3p#-4_34.0|lv3p#-3_22.0|lv3pT_666.5|lv5p#1_11.0|lv3p#-2_489.0|lv3p#-1_121.5|lv5pT_208.5|nta#T_176.5|lv5p#-4_3.5|nta#A#2_1.0|total_16479.5
hsa-miR-323a-3p	hsa-mir-323a	16465.5	169.0	1580.1529222968402	1817.4902265264716	3p	lv5p#-2_245.0|nta#A#1_1044.5|lv5p_8040.0|lv5p#-1_580.0|canonical_6559.0|lv3pE_68.5|nta#C#1_142.0|lv5pE_7215.0|nta#G_124.0|mlv5p#2_13.0|mlv5p#1_6.0|mlv5p_19.0|nta#C_142.0|lv3p_185.5|nta#G#1_124.0|nta#A_1068.5|lv3p#1_68.5|NucVar_225.5|nta#T#2_5.0|mlv3p_14.0|mv_83.0|lv5p#2_8.0|lv3pT_117.0|lv5p#1_7207.0|lv3p#-1_117.0|lv5pT_825.0|mlv3p#2_14.0|nta#T_5.0|nta#A#2_24.0|total_16465.5
hsa-miR-222-3p	hsa-mir-222	16027.0	261.0	1538.0711721873893	1769.0878418839245	3p	nta#A#1_1455.0|canonical_738.0|lv3pE_11253.0|nta#C#2_7.0|nta#C#1_23.0|nta#G_85.0|nta#C_30.0|nta#G#1_85.0|lv3p_11369.0|nta#A_1675.0|lv3p#4_2383.0|nta#UA_2.0|lv3p#3_3890.0|lv3p#2_4479.0|lv3p#1_501.0|nta#T#3_10.0|NucVar_15.0|nta#T#2_365.0|nta#T#1_827.0|mv_719.0|mlv3p_194.0|lv3pT_116.0|lv3p#-2_25.0|lv3p#-1_91.0|mlv3p#4_119.0|mlv3p#3_8.0|mlv3p#2_67.0|nta#T_1202.0|nta#A#3_11.0|nta#A#2_209.0|total_16027.0
hsa-miR-23a-3p	hsa-mir-23a	15719.0	190.0	1508.5131812325183	1735.0902718271298	3p	lv5p#-2_50.0|nta#A#1_223.0|lv5p_219.5|lv5p#-1_162.5|canonical_3669.0|nta#C#3_1.0|lv3pE_8130.0|nta#C#1_12.0|lv5pE_7.0|nta#G_43.5|nta#C_13.0|nta#G#1_43.5|lv3p_9817.0|nta#A_348.0|lv3p#3_15.0|lv3p#2_550.0|lv3p#1_7565.0|NucVar_91.0|nta#T#2_85.0|nta#T#1_873.0|mlv3p_14.0|mv_546.0|lv3pT_1687.0|lv5p#1_7.0|lv3p#-2_648.0|lv3p#-1_1039.0|lv5pT_212.5|mlv3p#2_14.0|nta#T_958.0|nta#A#3_40.0|nta#A#2_85.0|total_15719.0
hsa-miR-338-3p	hsa-mir-338	15075.0	138.0	1446.71010923597	1664.004443526559	3p	lv5p_40.0|nta#A#1_734.0|lv5p#-1_40.0|canonical_439.0|lv3pE_5.0|nta#C#1_8.0|nta#G_30.0|nta#C_8.0|nta#G#1_30.0|lv3p_12997.0|nta#A_777.0|lv3p#1_5.0|nta#T#3_1.0|nta#T#2_1.0|NucVar_56.0|nta#T#1_91.0|mv_635.0|lv3p#-3_665.0|lv3pT_12992.0|lv3p#-2_2714.0|lv3p#-1_9613.0|lv5pT_40.0|nta#T_93.0|nta#A#3_5.0|total_15075.0|nta#A#2_38.0
hsa-miR-93-5p	hsa-mir-93	14533.0	185.0	1394.6957225556453	1604.1775507642776	5p	lv5p#-2_66.0|nta#A#1_1394.0|lv5p_406.0|lv5p#-1_280.0|canonical_7171.0|lv3pE_458.0|nta#C#1_5.0|nta#AU_1.0|lv5pE_3.0|nta#G_6.0|mlv5p#1_19.0|mlv5p_19.0|nta#C_5.0|nta#G#2_2.0|nta#G#1_4.0|lv3p_4595.0|nta#A_1417.0|lv3p#1_458.0|NucVar_144.0|nta#T#2_24.0|nta#T#1_527.0|mv_219.0|lv3p#-4_17.0|lv3p#-3_60.0|lv3pT_4137.0|lv5p#1_3.0|lv3p#-2_1919.0|lv3p#-1_2141.0|lv5pT_403.0|nta#T_551.0|lv5p#-4_22.0|nta#A#3_1.0|lv5p#-3_35.0|nta#A#2_22.0|total_14533.0
hsa-miR-95-3p	hsa-mir-95	14399.0	141.0	1381.8360771402145	1589.3864001551526	3p	lv5p#-2_123.0|lv5p_610.0|nta#A#1_1990.0|lv5p#-1_471.0|canonical_5292.0|lv3pE_22.0|nta#C#1_11.0|nta#AU_5.0|nta#G_23.0|mlv5p#1_5.0|mlv5p_5.0|nta#C_11.0|nta#G#2_2.0|nta#G#1_21.0|lv3p_5778.0|nta#A_2087.0|lv3p#1_22.0|nta#T#2_2.0|NucVar_85.0|nta#T#1_141.0|mv_365.0|lv3p#-3_117.0|lv3pT_5756.0|lv3p#-2_840.0|lv3p#-1_4799.0|lv5pT_610.0|nta#T_143.0|nta#A#3_31.0|lv5p#-3_16.0|total_14399.0|nta#A#2_66.0
hsa-miR-204-5p	hsa-mir-204	14321.5	188.0	1374.3985956499466	1580.831816780472	5p	lv5p#-2_64.0|lv5p_389.0|nta#A#1_252.5|lv5p#-1_319.0|canonical_8453.0|lv3pE_1818.0|nta#C#1_9.0|nta#G_4.0|mlv5p#1_26.0|mlv5p_26.0|nta#C_9.0|nta#G#1_4.0|lv3p_2601.0|nta#A_260.5|nta#UA_19.0|lv3p#2_139.0|lv3p#1_1679.0|nta#T#3_6.0|NucVar_206.5|nta#T#2_99.0|nta#T#1_2020.5|mv_247.0|lv3p#-3_38.0|lv3pT_783.0|lv3p#-2_146.0|lv3p#-1_599.0|lv5pT_389.0|nta#T_2125.5|lv5p#-3_6.0|nta#A#2_8.0|total_14321.5
hsa-miR-101-3p	hsa-mir-101-2	12731.0	279.0	1221.7622819690305	1405.2696895878357	3p	NucVar_13.0|canonical_385.5|nta#G_20.0|nta#C_47.5|nta#A_1012.0|mv_7878.5|lv5p_1772.0|nta#C#2_2.0|nta#C#1_45.5|lv5p#1_1694.0|nta#T#3_3.5|nta#T#2_8.5|lv5pT_78.0|nta#T#1_311.5|nta#UA_0.5|mlv5p_11.5|lv5p#-2_16.5|lv5p#-1_61.5|lv3p#3_25.0|lv3p#2_117.0|lv3p#1_470.0|lv5pE_1694.0|nta#A#3_21.5|nta#A#2_18.5|nta#A#1_972.0|lv3pT_655.5|mlv5p#2_8.5|mlv5p#1_3.0|total_12731.0|nta#AU_2.0|lv3pE_612.0|nta#G#2_1.0|nta#G#1_19.0|lv3p_1267.5|lv3p#-2_123.0|lv3p#-1_532.5|nta#T_323.5
hsa-miR-101-3p	hsa-mir-101-1	12589.0	277.0	1208.1348965287978	1389.595485211002	3p	NucVar_13.0|canonical_385.5|nta#G_20.0|nta#C_47.5|nta#A_1012.0|mv_7877.5|lv5p_1772.0|nta#C#2_2.0|nta#C#1_45.5|lv5p#1_1694.0|nta#T#3_3.5|nta#T#2_8.5|lv5pT_78.0|nta#T#1_311.5|nta#UA_0.5|mlv5p_11.5|lv5p#-2_16.5|lv5p#-1_61.5|lv3p#2_1.0|lv3p#1_470.0|lv5pE_1694.0|nta#A#3_21.5|nta#A#2_18.5|nta#A#1_972.0|lv3pT_655.5|mlv5p#2_8.5|mlv5p#1_3.0|total_12589.0|nta#AU_2.0|lv3pE_471.0|nta#G#2_1.0|nta#G#1_19.0|lv3p_1126.5|lv3p#-2_123.0|lv3p#-1_532.5|nta#T_323.5
hsa-miR-335-5p	hsa-mir-335	12524.0	140.0	1201.897008827283	1382.4206733483666	5p	lv5p#-2_225.0|lv5p_445.0|nta#A#1_292.0|lv5p#-1_184.0|canonical_2243.0|lv3pE_35.0|nta#C#1_3.0|nta#G_9.0|nta#C_3.0|nta#G#1_9.0|lv3p_8256.0|nta#A_320.0|lv3p#1_35.0|NucVar_42.0|nta#T#1_6.0|mv_1200.0|lv3p#-4_10.0|lv3p#-3_71.0|lv3pT_8221.0|lv3p#-2_1973.0|lv3p#-1_6167.0|lv5pT_445.0|nta#T_6.0|lv5p#-3_36.0|total_12524.0|nta#A#2_28.0
hsa-miR-433-3p	hsa-mir-433	12150.0	162.0	1166.0051626677969	1341.137909707973	3p	lv5p#-2_65.0|nta#A#1_762.0|lv5p_764.0|lv5p#-1_639.0|canonical_8025.0|lv3pE_345.0|nta#C#1_38.0|lv5pE_9.0|nta#G_101.0|mlv5p#1_30.0|mlv5p_30.0|nta#C_38.0|nta#G#1_101.0|lv3p_1172.0|nta#A_1270.0|nta#UA_1.0|lv3p#1_345.0|nta#T#2_44.0|NucVar_255.0|nta#T#1_298.0|mlv3p_45.0|mv_108.0|lv3p#-3_87.0|lv3pT_827.0|lv5p#1_9.0|lv3p#-2_144.0|lv3p#-1_596.0|lv5pT_755.0|mlv3p#3_44.0|mlv3p#2_1.0|nta#T_342.0|nta#A#3_39.0|lv5p#-3_51.0|total_12150.0|nta#A#2_469.0
hsa-miR-369-3p	hsa-mir-369	11538.0	100.0	1107.273050770456	1273.584296478238	3p	lv5p#-2_80.0|nta#A#1_94.0|lv5p_838.0|lv5p#-1_420.0|canonical_9450.0|lv3pE_451.0|nta#C#1_1.0|lv5pE_338.0|nta#G_6.0|mlv5p#1_9.0|mlv5p_9.0|nta#C_1.0|nta#G#1_6.0|lv3p_815.0|nta#A_94.0|nta#UA_15.0|lv3p#1_451.0|NucVar_267.0|nta#T#1_18.0|mv_40.0|lv5p#2_8.0|lv3pT_364.0|lv5p#1_330.0|lv3p#-2_42.0|lv3p#-1_322.0|lv5pT_500.0|nta#T_18.0|total_11538.0
hsa-miR-340-3p	hsa-mir-340	11342.0	161.0	1088.4634201628107	1251.9494791693687	3p	lv5p#-2_56.0|nta#A#1_228.0|lv5p_308.0|lv5p#-1_218.0|canonical_2759.0|nta#C#3_1.0|lv3pE_5809.0|nta#C#2_2.0|nta#C#1_1.0|nta#AU_1.0|lv5pE_13.0|nta#G_11.0|nta#C_4.0|nta#G#1_11.0|lv3p_6995.0|nta#A_247.0|lv3p#2_168.0|lv3p#1_5641.0|NucVar_55.0|nta#T#1_345.0|mv_618.0|lv3p#-3_88.0|lv3pT_1186.0|lv5p#1_13.0|lv3p#-2_172.0|lv3p#-1_926.0|lv5pT_295.0|nta#T_345.0|lv5p#-3_21.0|nta#A#2_19.0|total_11342.0
hsa-miR-30a-3p	hsa-mir-30a	11338.5	178.0	1088.12753390196	1251.563143145996	3p	lv5p#-2_39.0|nta#A#1_911.0|lv5p_336.0|lv5p#-1_294.0|canonical_3445.0|lv3pE_23.0|nta#C#1_10.0|lv5pE_3.0|nta#G_12.0|mlv5p#1_15.0|mlv5p_15.0|nta#C_10.0|nta#G#2_1.0|nta#G#1_11.0|lv3p_3161.0|nta#A_1005.0|nta#UA_3.0|lv3p#1_23.0|nta#T#3_12.0|NucVar_83.5|nta#T#2_214.0|nta#T#1_2194.0|mv_851.0|lv3p#-3_226.0|lv3pT_3138.0|lv5p#1_3.0|lv3p#-2_612.5|lv3p#-1_2299.5|lv5pT_333.0|nta#T_2420.0|nta#A#3_19.0|nta#A#2_75.0|total_11338.5
hsa-miR-218-5p	hsa-mir-218-1	11179.5	255.0	1072.8687009090233	1234.0124495127807	5p	mlv3p_67.0|NucVar_109.0|canonical_5483.5|nta#G_1.5|nta#C_10.5|nta#A_1659.5|mv_93.0|lv5p_168.0|nta#C#1_10.5|lv5p#1_2.0|nta#T#3_32.0|nta#T#2_66.5|lv5pT_166.0|nta#T#1_236.5|mlv5p_10.0|lv5p#-2_24.0|lv5p#-1_142.0|lv3p#4_72.0|lv3p#3_13.5|lv3p#2_73.0|lv3p#1_2296.0|lv5pE_2.0|nta#A#3_36.5|nta#A#2_336.0|nta#A#1_1287.0|lv3pT_788.0|mlv5p#1_10.0|total_11179.5|nta#AU_0.5|lv3pE_2454.5|mlv3p#4_33.0|mlv3p#3_14.5|mlv3p#2_19.5|nta#G#1_1.5|lv3p_3242.5|lv3p#-2_191.0|lv3p#-1_597.0|nta#T_335.0
hsa-miR-218-5p	hsa-mir-218-2	11039.5	243.0	1059.4332504749912	1218.559008577874	5p	lv5p#-2_24.0|nta#A#1_1287.0|lv5p_168.0|lv5p#-1_142.0|canonical_5483.5|lv3pE_2382.5|nta#C#1_10.5|nta#AU_0.5|lv5pE_2.0|nta#G_1.5|mlv5p#1_10.0|mlv5p_10.0|nta#C_10.5|nta#G#1_1.5|lv3p_3170.5|nta#A_1659.5|lv3p#3_13.5|lv3p#2_73.0|lv3p#1_2296.0|NucVar_109.0|nta#T#2_66.5|nta#T#1_236.5|mlv3p_34.0|mv_90.0|lv3pT_788.0|lv5p#1_2.0|lv3p#-2_191.0|lv3p#-1_597.0|lv5pT_166.0|mlv3p#3_14.5|mlv3p#2_19.5|nta#T_303.0|nta#A#3_36.5|total_11039.5|nta#A#2_336.0
hsa-miR-495-3p	hsa-mir-495	10923.0	132.0	1048.2530363638143	1205.6995380856122	3p	lv5p#-2_64.0|lv5p_552.0|nta#A#1_257.0|lv5p#-1_383.0|canonical_6974.0|lv3pE_1641.0|nta#C#1_7.0|nta#G_45.0|mlv5p#1_86.0|mlv5p_86.0|nta#C_7.0|nta#G#1_45.0|lv3p_2351.0|nta#A_290.0|lv3p#2_42.0|lv3p#1_1599.0|nta#T#3_2.0|NucVar_186.0|mv_430.0|lv3p#-3_24.0|lv3pT_710.0|lv3p#-2_22.0|lv3p#-1_664.0|lv5pT_552.0|nta#T_2.0|lv5p#-3_105.0|nta#A#2_33.0|total_10923.0
hsa-miR-411-5p	hsa-mir-411	10574.0	135.0	1014.760377781834	1167.1763174693092	5p	lv5p#-2_223.0|nta#A#1_358.0|lv5p_4427.0|lv5p#-1_282.0|canonical_2694.0|lv3pE_21.0|nta#C#1_14.0|lv5pE_3922.0|nta#G_11.0|mlv5p#1_11.0|mlv5p_11.0|nta#G#3_1.0|nta#C_14.0|nta#G#2_1.0|lv3p_637.0|nta#G#1_9.0|nta#A_358.0|lv3p#1_21.0|NucVar_1305.0|nta#T#1_169.0|mv_948.0|lv3pT_616.0|lv5p#1_3922.0|lv3p#-2_53.0|lv3p#-1_563.0|lv5pT_505.0|nta#T_169.0|total_10574.0
hsa-miR-342-3p	hsa-mir-342	9584.0	182.0	919.7525497126061	1057.8984137153261	3p	lv5p#-2_71.0|lv5p_207.0|nta#A#1_36.0|lv5p#-1_129.0|canonical_3957.0|lv3pE_3216.0|nta#C#2_3.0|nta#C#1_4.0|nta#G_16.0|nta#C_7.0|nta#G#1_16.0|lv3p_3716.0|nta#A_62.0|nta#UA_2.0|lv3p#2_604.0|lv3p#1_2612.0|nta#T#2_1.0|NucVar_128.0|nta#T#1_426.0|mv_1064.0|lv3p#-4_10.0|lv3p#-3_8.0|lv3pT_500.0|lv3p#-2_49.0|lv3p#-1_433.0|lv5pT_207.0|nta#T_427.0|lv5p#-3_7.0|total_9584.0|nta#A#2_26.0
hsa-miR-423-5p	hsa-mir-423	9463.0	166.0	908.1404818374783	1044.5422254787284	5p	lv5p#-2_113.0|lv5p_466.0|nta#A#1_678.0|lv5p#-1_222.0|canonical_5446.0|lv3pE_1063.0|nta#C#1_2.0|nta#G_37.0|mlv5p#1_22.0|mlv5p_22.0|nta#C_2.0|nta#G#1_37.0|lv3p_2248.0|nta#A_889.0|lv3p#1_1063.0|NucVar_144.0|nta#T#1_35.0|mv_174.0|lv3p#-4_48.0|lv3p#-3_43.0|lv3pT_1185.0|lv3p#-2_517.0|lv3p#-1_577.0|lv5pT_466.0|nta#T_35.0|lv5p#-4_56.0|nta#A#3_58.0|lv5p#-3_75.0|total_9463.0|nta#A#2_153.0
hsa-miR-149-5p	hsa-mir-149	9317.0	145.0	894.1292263848446	1028.4264942180398	5p	mlv3p_3.0|NucVar_111.0|canonical_4639.0|nta#G_11.0|nta#C_12.0|nta#A_260.0|mv_327.0|lv5p_559.0|nta#C#4_8.0|nta#C#3_2.0|nta#C#2_1.0|nta#C#1_1.0|lv5p#1_1.0|lv5pT_558.0|nta#T#1_127.0|lv5p#-4_33.0|mlv5p_45.0|lv5p#-3_161.0|lv5p#-2_138.0|lv5p#-1_226.0|lv3p#1_7.0|lv5pE_1.0|nta#A#2_1.0|nta#A#1_259.0|lv3pT_3216.0|mlv5p#2_7.0|mlv5p#1_38.0|total_9317.0|lv3pE_7.0|mlv3p#2_3.0|nta#G#1_11.0|lv3p_3223.0|lv3p#-3_301.0|lv3p#-2_426.0|lv3p#-1_2489.0|nta#T_127.0
hsa-miR-382-5p	hsa-mir-382	9153.0	126.0	878.3905558764069	1010.3238919800064	5p	lv5p#-2_132.0|nta#A#1_832.0|lv5p_1332.0|lv5p#-1_1143.0|canonical_5369.0|lv3pE_1.0|nta#C#1_4.0|lv5pE_16.0|nta#G_23.0|nta#C_4.0|nta#G#1_23.0|lv3p_802.0|nta#A_910.0|lv3p#1_1.0|NucVar_102.0|nta#T#1_258.0|mv_353.0|lv3p#-3_15.0|lv3pT_801.0|lv5p#1_16.0|lv3p#-2_288.0|lv3p#-1_498.0|lv5pT_1316.0|nta#T_258.0|lv5p#-3_41.0|total_9153.0|nta#A#2_78.0
hsa-miR-140-3p	hsa-mir-140	9110.0	240.0	874.263953243097	1005.5774779785708	3p	lv5p#-2_50.0|lv5p_473.0|nta#A#1_707.0|lv5p#-1_423.0|canonical_1370.0|nta#C#3_1.0|lv3pE_2112.0|nta#C#2_6.0|nta#C#1_21.0|nta#G_175.0|nta#C_28.0|nta#G#2_4.0|nta#G#1_171.0|lv3p_2607.0|nta#A_871.0|lv3p#3_284.0|lv3p#2_499.0|lv3p#1_1329.0|NucVar_39.0|nta#T#2_46.0|nta#T#1_550.0|mv_2939.0|mlv3p_12.0|lv3pT_495.0|lv3p#-2_13.0|lv3p#-1_482.0|lv5pT_473.0|mlv3p#3_12.0|nta#A#5_3.0|nta#T_596.0|nta#A#3_3.0|total_9110.0|nta#A#2_158.0
hsa-miR-330-3p	hsa-mir-330	8705.0	193.0	835.3971144875038	960.8728809883049	3p	lv5p#-2_987.0|nta#A#1_495.0|lv5p_3024.0|lv5p#-1_1850.0|canonical_1308.0|lv3pE_33.0|nta#C#1_39.0|nta#G_6.0|nta#G#3_1.0|nta#C_39.0|nta#G#2_1.0|nta#G#1_4.0|lv3p_124.0|nta#A_597.0|lv3p#2_14.0|lv3p#1_19.0|nta#T#3_11.0|NucVar_29.0|nta#T#1_554.0|mv_3013.0|lv3pT_91.0|lv3p#-2_55.0|lv3p#-1_36.0|lv5pT_3024.0|nta#T_565.0|lv5p#-4_99.0|lv5p#-3_88.0|nta#A#2_102.0|total_8705.0
hsa-miR-409-3p	hsa-mir-409	8692.0	142.0	834.1495369472008	959.4379186157779	3p	mlv3p_79.0|NucVar_112.0|canonical_4916.0|nta#G_10.0|nta#C_14.0|nta#A_590.0|mv_204.0|lv5p_2373.0|nta#C#2_1.0|nta#C#1_13.0|lv5p#1_1171.0|nta#T#3_4.0|nta#T#2_1.0|lv5pT_1202.0|nta#T#1_34.0|mlv5p_19.0|lv5p#-3_61.0|lv5p#-2_67.0|lv5p#-1_1074.0|lv3p#2_54.0|lv3p#1_261.0|lv5pE_1171.0|nta#A#3_4.0|nta#A#2_81.0|nta#A#1_505.0|lv3pT_21.0|mlv5p#2_12.0|mlv5p#1_7.0|total_8692.0|nta#AU_1.0|lv3pE_315.0|mlv3p#3_10.0|mlv3p#2_69.0|nta#G#1_10.0|lv3p_336.0|lv3p#-1_21.0|nta#T_39.0
