name	pre-microRNA	RC_adj	UR	32150168_EXO_S632150168_EXO_S6(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-30a-5p	hsa-mir-30a	801160.0	1260.0	60925.22910269433	169081.20291707074	5p	mlv3p_296.5|NucVar_2522.5|canonical_164293.0|nta#G_553.0|nta#C_696.0|nta#A_58084.0|mv_41510.5|lv5p_11336.0|nta#C#3_3.0|nta#C#2_79.0|nta#C#1_614.0|nta#T#2_554.0|lv5pT_11336.0|nta#T#1_16698.5|nta#UA_6.0|mlv5p_145.5|lv5p#-3_1306.5|lv5p#-2_2737.0|lv5p#-1_7292.5|lv3p#2_204711.0|nta#A#5_2.0|lv3p#1_209124.5|nta#A#4_6.0|nta#A#3_240.5|nta#A#2_2254.5|nta#A#1_55581.0|lv3pT_90635.0|mlv5p#1_145.5|total_801160.0|nta#AU_29.0|lv3pE_413835.5|mlv3p#2_296.5|nta#G#2_164.0|nta#G#1_389.0|lv3p_504470.5|lv3p#-3_5832.0|lv3p#-2_7130.5|lv3p#-1_77672.5|nta#T_17252.5
hsa-let-7b-5p	hsa-let-7b	396951.8333333333	1059.0	30186.706011992443	83774.89325495104	5p	mlv3p_454.0|NucVar_3160.5|canonical_161058.0|nta#G_2209.5|nta#C_700.0|nta#A_57017.083333333336|mv_2734.25|lv5p_3906.0|nta#T#5_2.0|lv5p#2_46.0|nta#T#4_17.0|nta#C#1_700.0|lv5p#1_108.0|nta#T#3_68.0|nta#T#2_2726.5|lv5pT_3752.0|nta#T#1_30617.0|nta#UA_301.0|mlv5p_273.0|lv5p#-3_394.0|lv5p#-2_1176.0|lv5p#-1_2182.0|lv3p#2_129.0|lv3p#1_83860.25|lv5pE_154.0|nta#A#4_1.0|nta#A#3_999.3333333333334|nta#A#2_14952.5|nta#A#1_41064.25|lv3pT_48019.75|mlv5p#1_273.0|total_396951.8333333333|nta#AU_19.0|lv3pE_83989.25|mlv3p#3_412.0|mlv3p#2_42.0|nta#G#2_3.0|nta#G#1_2206.5|lv3p_132009.0|lv3p#-3_1002.0|lv3p#-2_11452.5|lv3p#-1_35565.25|nta#T_33430.5
hsa-miR-30d-5p	hsa-mir-30d	322216.5	920.0	24503.362728004777	68002.3383840036	5p	mlv3p_109.0|NucVar_1052.5|canonical_60733.0|nta#G_405.0|nta#C_284.5|nta#A_27576.0|mv_14291.0|lv5p_4944.5|nta#C#2_29.0|nta#C#1_255.5|lv5p#1_2.5|nta#T#2_24.0|lv5pT_4942.0|nta#T#1_10086.0|nta#UA_2.0|mlv5p_5.0|lv5p#-3_870.0|lv5p#-2_1145.0|lv5p#-1_2927.0|lv3p#2_77192.5|lv3p#1_79460.0|lv5pE_2.5|nta#A#4_3.0|nta#A#3_7.5|nta#A#2_609.0|nta#A#1_26956.5|lv3pT_46053.5|mlv5p#1_5.0|total_322216.5|nta#AU_10.0|lv3pE_156652.5|mlv3p#2_109.0|nta#G#2_140.0|nta#G#1_265.0|lv3p_202706.0|lv3p#-3_2291.0|lv3p#-2_9469.0|lv3p#-1_34293.5|nta#T_10110.0
hsa-miR-10a-5p	hsa-mir-10a	299153.5	869.0	22749.507619417927	63134.996301427826	5p	NucVar_925.5|canonical_43405.0|nta#G_90.0|nta#C_596.0|nta#A_22328.0|mv_34619.0|lv5p_25535.5|nta#C#1_596.0|lv5p#1_109.0|nta#T#2_29.0|lv5pT_25426.5|nta#T#1_1013.0|lv5p#-4_245.0|nta#UA_4.0|mlv5p_11.0|lv5p#-3_828.5|lv5p#-2_1589.5|lv5p#-1_22763.5|lv3p#1_5386.0|lv5pE_109.0|nta#A#3_135.0|nta#A#2_1437.0|nta#A#1_20756.0|lv3pT_165215.5|mlv5p#1_11.0|total_299153.5|nta#AU_1.0|lv3pE_5386.0|nta#G#2_7.0|nta#G#1_83.0|lv3p_170601.5|lv3p#-4_309.0|lv3p#-3_1358.5|lv3p#-2_11056.0|lv3p#-1_152492.0|nta#T_1042.0
hsa-miR-10b-5p	hsa-mir-10b	291312.5	788.0	22153.2288219315	61480.1886324569	5p	lv5p#-2_923.5|lv5p_10156.5|nta#A#1_12654.0|lv5p#-1_8657.5|canonical_30132.0|lv3pE_3668.0|nta#C#1_190.0|nta#G_175.0|mlv5p#1_16.0|mlv5p_16.0|nta#C_190.0|nta#G#2_12.0|nta#G#1_163.0|lv3p_213669.5|nta#A_13285.0|nta#T#4_1.0|lv3p#1_3668.0|nta#T#2_44.0|NucVar_741.5|nta#T#1_1183.0|mlv3p_59.0|mv_21660.0|lv3p#-4_356.0|lv3p#-3_948.5|lv3pT_210001.5|lv3p#-2_13169.0|lv3p#-1_195528.0|lv5pT_10156.5|mlv3p#2_59.0|nta#T_1228.0|lv5p#-4_258.5|nta#A#3_80.0|lv5p#-3_317.0|nta#A#2_551.0|total_291312.5
hsa-let-7a-5p	hsa-let-7a-3	180504.6000000008	626.0	13726.701419304816	38094.68133714217	5p	mlv3p_2.0|NucVar_1693.9499999999994|canonical_115244.66666666667|nta#G_282.0833333333332|nta#C_276.66666666666646|nta#A_10644.283333333346|mv_1869.949999999999|lv5p_3318.4333333333334|nta#T#4_1.6666666666666665|nta#C#1_276.66666666666646|lv5p#1_1138.0|nta#T#3_24.749999999999996|nta#T#2_6.166666666666667|lv5pT_2180.4333333333343|nta#T#1_154.2666666666667|mlv5p_32.75|lv5p#-3_339.9999999999999|lv5p#-2_297.3999999999999|lv5p#-1_1543.0333333333338|lv3p#2_113.0|lv3p#1_6872.966666666665|lv5pE_1138.0|nta#A#3_36.83333333333333|nta#A#2_1062.3166666666664|nta#A#1_9545.13333333334|lv3pT_39967.0|mlv5p#1_32.75|total_180504.6000000008|nta#AU_1.0|lv3pE_6985.966666666665|mlv3p#2_2.0|nta#G#1_282.0833333333332|lv3p_46952.96666666668|lv3p#-3_387.1999999999999|lv3p#-2_4802.133333333335|lv3p#-1_34777.66666666667|nta#T_186.85000000000008
hsa-let-7a-5p	hsa-let-7a-1	179887.43333333413	630.0	13679.768196775967	37964.431096989996	5p	mlv3p_762.0|NucVar_1693.9499999999994|canonical_115244.66666666667|nta#G_282.0833333333332|nta#C_275.66666666666646|nta#A_10555.61666666668|mv_980.4500000000005|lv5p_2379.4333333333343|nta#T#4_1.6666666666666665|nta#C#1_275.66666666666646|lv5p#1_199.0|nta#T#3_24.749999999999996|nta#T#2_5.666666666666667|lv5pT_2180.4333333333343|nta#T#1_154.2666666666667|mlv5p_76.75|lv5p#-3_339.9999999999999|lv5p#-2_297.3999999999999|lv5p#-1_1543.0333333333338|lv3p#2_610.5|lv3p#1_6872.966666666665|lv5pE_199.0|nta#A#3_37.166666666666664|nta#A#2_1062.3166666666664|nta#A#1_9456.13333333334|lv3pT_39967.0|mlv5p#2_44.0|mlv5p#1_32.75|total_179887.43333333413|nta#AU_1.0|lv3pE_7483.466666666665|mlv3p#2_762.0|nta#G#1_282.0833333333332|lv3p_47450.46666666668|lv3p#-3_387.1999999999999|lv3p#-2_4802.133333333335|lv3p#-1_34777.66666666667|nta#T_186.35000000000008
hsa-let-7a-5p	hsa-let-7a-2	179658.93333333413	619.0	13662.391624243683	37916.20720305301	5p	mlv3p_3.0|NucVar_1693.9499999999994|canonical_115244.66666666667|nta#G_282.0833333333332|nta#C_276.66666666666646|nta#A_11825.61666666668|mv_867.4500000000005|lv5p_2359.4333333333343|nta#T#4_1.6666666666666665|nta#C#1_276.66666666666646|lv5p#1_179.0|nta#T#3_24.749999999999996|nta#T#2_5.666666666666667|lv5pT_2180.4333333333343|nta#T#1_154.2666666666667|mlv5p_65.75|lv5p#-3_339.9999999999999|lv5p#-2_297.3999999999999|lv5p#-1_1543.0333333333338|lv3p#2_14.0|lv3p#1_6872.966666666665|lv5pE_179.0|nta#A#3_55.166666666666664|nta#A#2_2283.316666666668|nta#A#1_9487.13333333334|lv3pT_39967.0|mlv5p#3_33.0|mlv5p#1_32.75|total_179658.93333333413|nta#AU_1.5|lv3pE_6886.966666666665|mlv3p#2_3.0|nta#G#1_282.0833333333332|lv3p_46853.96666666668|lv3p#-3_387.1999999999999|lv3p#-2_4802.133333333335|lv3p#-1_34777.66666666667|nta#T_186.35000000000008
hsa-miR-26a-5p	hsa-mir-26a-2	152019.33333333334	566.0	11560.503159633769	32082.994341518734	5p	mlv3p_695.0|NucVar_1991.5|canonical_111821.5|nta#G_161.5|nta#C_108.5|nta#A_8085.5|mv_642.0|lv5p_7324.666666666666|nta#C#2_5.5|nta#C#1_103.0|lv5p#1_290.0|nta#T#3_98.5|nta#T#2_632.3333333333334|lv5pT_7034.666666666666|nta#T#1_4787.0|nta#UA_6.0|mlv5p_45.5|lv5p#-3_554.8333333333334|lv5p#-2_1216.3333333333333|lv5p#-1_5263.5|lv3p#2_1.0|lv3p#1_156.0|lv5pE_290.0|nta#A#3_73.5|nta#A#2_1018.0|nta#A#1_6994.0|lv3pT_15468.833333333332|mlv5p#3_14.0|mlv5p#1_31.5|total_152019.33333333334|nta#AU_5.5|lv3pE_157.0|mlv3p#3_11.0|mlv3p#2_684.0|nta#G#1_161.5|lv3p_15625.833333333332|lv3p#-3_46.0|lv3p#-2_2070.333333333333|lv3p#-1_13352.5|nta#T_5517.833333333333
hsa-miR-26a-5p	hsa-mir-26a-1	151716.33333333334	559.0	11537.461140039535	32019.04755874891	5p	mlv3p_684.0|NucVar_1991.5|canonical_111821.5|nta#G_159.5|nta#C_108.5|nta#A_8085.5|mv_642.0|lv5p_7146.666666666666|nta#C#2_5.5|nta#C#1_103.0|lv5p#1_112.0|nta#T#3_0.5|nta#T#2_632.3333333333334|lv5pT_7034.666666666666|nta#T#1_4787.0|nta#UA_6.0|mlv5p_31.5|lv5p#-3_554.8333333333334|lv5p#-2_1216.3333333333333|lv5p#-1_5263.5|lv3p#2_1.0|lv3p#1_156.0|lv5pE_112.0|nta#A#3_73.5|nta#A#2_1018.0|nta#A#1_6994.0|lv3pT_15468.833333333332|mlv5p#1_31.5|total_151716.33333333334|nta#AU_5.5|lv3pE_157.0|mlv3p#2_684.0|nta#G#1_159.5|lv3p_15625.833333333332|lv3p#-3_46.0|lv3p#-2_2070.333333333333|lv3p#-1_13352.5|nta#T_5419.833333333333
