name	pre-microRNA	RC_adj	UR	32151244_EXO_S3032151244_EXO_S30(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-30a-5p	hsa-mir-30a	2628250.5	2070.0	148338.58837227745	206306.12534210348	5p	mlv3p_688.0|NucVar_9879.0|canonical_538634.0|nta#G_2872.5|nta#C_2415.0|nta#A_183411.0|mv_147335.0|lv5p_40327.0|nta#C#3_1.0|nta#C#2_238.0|nta#C#1_2176.0|nta#T#3_1.0|lv5p#1_188.0|nta#T#2_667.0|lv5pT_40139.0|nta#T#1_56668.0|nta#UA_16.0|mlv5p_705.0|lv5p#-3_5915.5|lv5p#-2_8566.5|lv5p#-1_25657.0|lv3p#3_36.0|lv3p#2_646503.5|nta#A#5_1.0|lv3p#1_720136.5|lv5pE_188.0|nta#A#4_21.0|nta#A#3_293.0|nta#A#2_8547.5|nta#A#1_174548.5|lv3pT_277972.0|mlv5p#2_8.0|mlv5p#1_697.0|total_2628250.5|nta#AU_167.5|lv3pE_1366676.0|mlv3p#2_688.0|nta#G#3_3.0|nta#G#2_714.0|nta#G#1_2155.5|lv3p_1644648.0|lv3p#-3_16509.0|lv3p#-2_19431.5|lv3p#-1_242031.5|nta#T_57336.0
hsa-miR-30d-5p	hsa-mir-30d	934885.0	1426.0	52764.95569597213	73384.36803891121	5p	mlv3p_209.0|NucVar_3369.5|canonical_185598.0|nta#G_994.0|nta#C_567.5|nta#A_91684.0|mv_40865.5|lv5p_12577.5|nta#C#3_1.0|nta#C#2_78.5|nta#C#1_488.0|nta#T#3_1.0|lv5p#1_235.0|nta#T#2_288.0|lv5pT_12342.5|nta#T#1_27987.0|nta#UA_1.0|mlv5p_211.0|lv5p#-3_1754.0|lv5p#-2_3063.5|lv5p#-1_7525.0|lv3p#3_45.0|lv3p#2_205310.5|lv3p#1_246978.0|lv5pE_235.0|nta#A#4_85.0|nta#A#3_90.0|nta#A#2_5014.0|nta#A#1_86495.0|lv3pT_118199.5|mlv5p#1_211.0|total_934885.0|nta#AU_46.0|lv3pE_452333.5|mlv3p#2_209.0|nta#G#2_216.5|nta#G#1_777.5|lv3p_570533.0|lv3p#-3_3907.5|lv3p#-2_17656.5|lv3p#-1_96635.5|nta#T_28276.0
hsa-miR-10b-5p	hsa-mir-10b	926569.5	1273.0	52295.62846418442	72731.63779676639	5p	NucVar_2467.0|canonical_112373.0|nta#G_524.0|nta#C_907.5|nta#A_46372.5|mv_69238.5|lv5p_29358.0|nta#C#2_1.0|nta#C#1_906.5|lv5p#1_90.0|nta#T#2_95.0|lv5pT_29268.0|nta#T#1_3039.5|lv5p#-4_557.5|nta#UA_6.0|mlv5p_118.0|lv5p#-3_1207.0|lv5p#-2_2390.5|lv5p#-1_25113.0|lv3p#1_12920.0|lv5pE_90.0|nta#A#4_21.0|nta#A#3_166.0|nta#A#2_3416.0|nta#A#1_42769.5|lv3pT_649156.5|mlv5p#2_16.0|mlv5p#1_102.0|total_926569.5|nta#AU_4.0|lv3pE_12920.0|nta#G#2_27.0|nta#G#1_497.0|lv3p_662076.5|lv3p#-4_1063.5|lv3p#-3_2914.0|lv3p#-2_40455.0|lv3p#-1_604724.0|nta#T_3134.5
hsa-miR-10a-5p	hsa-mir-10a	868527.5	1460.0	49019.735109915586	68175.59562076133	5p	NucVar_3560.0|canonical_142689.0|nta#G_645.0|nta#C_825.5|nta#A_71596.0|mv_90988.0|lv5p_72868.0|nta#C#1_825.5|nta#T#3_1.0|lv5p#1_254.0|nta#T#2_129.0|lv5pT_72614.0|nta#T#1_2081.5|lv5p#-4_846.0|nta#UA_6.0|mlv5p_206.0|lv5p#-3_2464.5|lv5p#-2_4960.5|lv5p#-1_64343.0|lv3p#2_150.0|lv3p#1_14882.0|lv5pE_254.0|nta#A#4_14.0|nta#A#3_128.0|nta#A#2_4492.0|nta#A#1_66962.0|lv3pT_467906.5|mlv5p#2_32.0|mlv5p#1_174.0|total_868527.5|nta#AU_12.0|lv3pE_15032.0|nta#G#2_34.0|nta#G#1_611.0|lv3p_482938.5|lv3p#-4_1125.5|lv3p#-3_3018.0|lv3p#-2_30605.0|lv3p#-1_433158.0|nta#T_2211.5
hsa-let-7b-5p	hsa-let-7b	740651.5	1367.0	41802.407337432196	58137.89103961626	5p	mlv3p_581.0|NucVar_5818.0|canonical_300030.0|nta#G_4970.5|nta#C_1307.5|nta#A_124454.75|mv_5064.75|lv5p_6707.5|nta#C#2_1.0|nta#T#5_4.0|nta#T#4_33.0|nta#C#1_1306.5|lv5p#1_35.0|nta#T#3_239.0|nta#T#2_2550.0|lv5pT_6672.5|nta#T#1_46767.5|nta#UA_1140.5|mlv5p_545.0|lv5p#-3_564.0|lv5p#-2_1567.25|lv5p#-1_4541.25|lv3p#2_300.0|nta#A#5_10.0|lv3p#1_147690.25|lv5pE_35.0|nta#A#4_219.0|nta#A#3_2564.0|nta#A#2_34477.5|nta#A#1_87184.25|lv3pT_93588.75|mlv5p#2_27.0|mlv5p#1_518.0|total_740651.5|nta#AU_54.0|lv3pE_147990.25|mlv3p#3_414.0|mlv3p#2_167.0|nta#G#2_3.0|nta#G#1_4967.5|lv3p_241579.0|lv3p#-3_1062.0|lv3p#-2_25068.75|lv3p#-1_67458.0|nta#T_49593.5
hsa-miR-26a-5p	hsa-mir-26a-2	461829.33333333326	972.0	26065.670443352577	36251.57507982087	5p	mlv3p_1690.5|NucVar_5716.333333333333|canonical_338321.0|nta#G_417.0|nta#C_619.0|nta#A_30094.666666666664|mv_2535.3333333333335|lv5p_26015.0|nta#C#2_10.5|nta#C#1_608.5|lv5p#1_482.0|nta#T#3_174.5|nta#T#2_1244.5|lv5pT_25533.0|nta#T#1_17824.5|nta#UA_9.0|mlv5p_355.5|lv5p#-3_1156.0|lv5p#-2_5321.0|lv5p#-1_19056.0|lv3p#2_106.5|lv3p#1_1019.5|lv5pE_482.0|nta#A#4_16.0|nta#A#3_120.5|nta#A#2_4006.0|nta#A#1_25952.166666666664|lv3pT_35695.5|mlv5p#3_31.0|mlv5p#2_87.0|mlv5p#1_237.5|total_461829.33333333326|nta#AU_21.5|lv3pE_1126.0|mlv3p#3_111.0|mlv3p#2_1579.5|nta#G#1_417.0|lv3p_36821.5|lv3p#-3_346.0|lv3p#-2_3993.0|lv3p#-1_31356.5|nta#T_19243.5
hsa-miR-26a-5p	hsa-mir-26a-1	461083.33333333326	948.0	26023.566166410284	36193.01735501298	5p	mlv3p_1579.5|NucVar_5716.333333333333|canonical_338321.0|nta#G_417.0|nta#C_619.0|nta#A_30097.666666666664|mv_2438.3333333333335|lv5p_25813.0|nta#C#2_10.5|nta#C#1_608.5|lv5p#1_280.0|nta#T#3_18.5|nta#T#2_1231.5|lv5pT_25533.0|nta#T#1_17772.5|nta#UA_9.0|mlv5p_237.5|lv5p#-3_1156.0|lv5p#-2_5321.0|lv5p#-1_19056.0|lv3p#2_106.5|lv3p#1_1019.5|lv5pE_280.0|nta#A#4_16.0|nta#A#3_120.5|nta#A#2_4006.0|nta#A#1_25955.166666666664|lv3pT_35695.5|mlv5p#1_237.5|total_461083.33333333326|nta#AU_21.5|lv3pE_1126.0|mlv3p#2_1579.5|nta#G#1_417.0|lv3p_36821.5|lv3p#-3_346.0|lv3p#-2_3993.0|lv3p#-1_31356.5|nta#T_19022.5
hsa-let-7a-5p	hsa-let-7a-2	414239.56666666386	885.0	23379.701656016743	32515.98733164567	5p	mlv3p_218.33333333333334|NucVar_4018.450000000003|canonical_269105.0|nta#G_961.1666666666672|nta#C_383.16666666666646|nta#A_30822.149999999958|mv_2350.4333333333325|lv5p_6978.099999999995|nta#T#4_6.6|nta#C#1_383.16666666666646|lv5p#1_344.0|nta#T#3_68.33333333333333|nta#T#2_12.916666666666668|lv5pT_6634.099999999995|nta#T#1_330.48333333333335|mlv5p_104.25|lv5p#-3_739.2833333333336|lv5p#-2_1057.4499999999994|lv5p#-1_4837.366666666667|lv3p#2_61.0|lv3p#1_13383.166666666675|lv5pE_344.0|nta#A#4_22.0|nta#A#3_300.83333333333326|nta#A#2_6036.166666666662|nta#A#1_24463.14999999997|lv3pT_85436.0166666666|mlv5p#3_60.0|mlv5p#1_44.25|total_414239.56666666386|nta#AU_3.3000000000000003|lv3pE_13444.166666666675|mlv3p#3_14.333333333333334|mlv3p#2_204.0|nta#G#2_0.3333333333333333|nta#G#1_960.8333333333338|lv3p_98880.1833333332|lv3p#-3_907.6500000000001|lv3p#-2_10057.733333333332|lv3p#-1_74470.63333333329|nta#T_418.3333333333333
hsa-let-7a-5p	hsa-let-7a-3	414062.89999999723	876.0	23369.730580601456	32502.11977393871	5p	mlv3p_63.333333333333336|NucVar_4018.450000000003|canonical_269105.0|nta#G_1003.1666666666672|nta#C_385.16666666666646|nta#A_27316.149999999958|mv_4399.766666666666|lv5p_8437.600000000002|nta#T#4_6.6|nta#C#1_385.16666666666646|lv5p#1_1803.5|nta#T#3_69.33333333333333|nta#T#2_12.916666666666668|lv5pT_6634.099999999995|nta#T#1_361.48333333333335|nta#UA_77.0|mlv5p_64.75|lv5p#-3_739.2833333333336|lv5p#-2_1057.4499999999994|lv5p#-1_4837.366666666667|lv3p#1_13383.166666666675|lv5pE_1803.5|nta#A#4_5.0|nta#A#3_117.99999999999999|nta#A#2_2762.6666666666674|nta#A#1_24430.4833333333|lv3pT_85436.0166666666|mlv5p#2_20.5|mlv5p#1_44.25|total_414062.89999999723|nta#AU_2.8000000000000003|lv3pE_13383.166666666675|mlv3p#3_13.333333333333334|mlv3p#2_50.0|nta#G#2_0.3333333333333333|nta#G#1_1002.8333333333338|lv3p_98819.1833333332|lv3p#-3_907.6500000000001|lv3p#-2_10057.733333333332|lv3p#-1_74470.63333333329|nta#T_450.3333333333333
hsa-let-7a-5p	hsa-let-7a-1	413487.23333333054	895.0	23337.239925427486	32456.93246797658	5p	mlv3p_1362.5|NucVar_4018.450000000003|canonical_269105.0|nta#G_974.5000000000006|nta#C_383.16666666666646|nta#A_27482.98333333329|mv_2625.766666666669|lv5p_7398.099999999995|nta#T#4_6.6|nta#C#1_383.16666666666646|lv5p#1_764.0|nta#T#3_68.33333333333333|nta#T#2_13.916666666666668|lv5pT_6634.099999999995|nta#T#1_388.48333333333335|nta#UA_26.0|mlv5p_216.25|lv5p#-3_739.2833333333336|lv5p#-2_1057.4499999999994|lv5p#-1_4837.366666666667|lv3p#3_58.0|lv3p#2_566.0|lv3p#1_13383.166666666675|lv5pE_764.0|nta#A#4_22.0|nta#A#3_158.83333333333334|nta#A#2_2792.6666666666674|nta#A#1_24509.4833333333|lv3pT_85436.0166666666|mlv5p#3_13.0|mlv5p#2_159.0|mlv5p#1_44.25|total_413487.23333333054|nta#AU_2.8000000000000003|lv3pE_14007.166666666675|mlv3p#3_15.0|mlv3p#2_1347.5|nta#G#2_0.3333333333333333|nta#G#1_974.1666666666672|lv3p_99443.1833333332|lv3p#-3_907.6500000000001|lv3p#-2_10057.733333333332|lv3p#-1_74470.63333333329|nta#T_477.3333333333333
hsa-miR-204-5p	hsa-mir-204	303575.0	848.0	17133.78803318562	23829.304703158647	5p	mlv3p_61.0|NucVar_4126.0|canonical_159844.0|nta#G_204.0|nta#C_405.0|nta#A_4119.0|mv_3554.5|lv5p_12150.5|nta#C#3_3.0|nta#C#1_402.0|nta#T#3_1.0|lv5p#1_330.0|nta#T#2_1636.0|lv5pT_11820.5|nta#T#1_48015.5|nta#UA_190.0|mlv5p_535.0|lv5p#-3_1039.0|lv5p#-2_3648.0|lv5p#-1_7133.5|lv3p#2_1828.0|lv3p#1_48608.0|lv5pE_330.0|nta#A#3_54.0|nta#A#2_165.0|nta#A#1_3900.0|lv3pT_18487.5|mlv5p#3_27.0|mlv5p#2_85.0|mlv5p#1_423.0|total_303575.0|nta#AU_2.0|lv3pE_50436.0|mlv3p#3_57.0|mlv3p#2_4.0|nta#G#3_1.0|nta#G#2_7.0|nta#G#1_196.0|lv3p_68923.5|lv3p#-3_815.0|lv3p#-2_3599.5|lv3p#-1_14073.0|nta#T_49652.5
hsa-miR-125a-5p	hsa-mir-125a	280433.0	761.0	15827.652407182222	22012.759304359348	5p	lv5p#-2_264.0|lv5p_1016.0|nta#A#1_7800.0|lv5p#-1_429.0|canonical_9919.0|nta#C#1_321.0|nta#G_95.0|nta#C_321.0|nta#G#2_7.0|nta#G#1_88.0|lv3p_232936.0|nta#A_8189.0|nta#UA_19.0|nta#T#3_1.0|nta#T#2_31.0|NucVar_277.0|nta#T#1_5386.0|mv_22262.0|lv3p#-5_883.0|lv3p#-4_3276.0|lv3p#-3_9133.0|lv3pT_232936.0|lv3p#-2_189991.0|lv3p#-1_29653.0|lv5pT_1016.0|nta#T_5418.0|lv5p#-4_59.0|lv5p#-3_264.0|total_280433.0|nta#A#2_389.0
hsa-let-7f-5p	hsa-let-7f-2	269110.96666666673	619.0	15188.636285176146	21124.02939524523	5p	mlv3p_168.0|NucVar_2579.366666666667|canonical_179172.0|nta#G_58.833333333333336|nta#C_371.8333333333333|nta#A_18649.3|mv_2157.4833333333336|lv5p_5436.033333333333|nta#T#4_1.0|nta#C#1_371.8333333333333|lv5p#1_573.0|nta#T#3_34.5|nta#T#2_11.666666666666666|lv5pT_4863.033333333333|nta#T#1_41.666666666666664|mlv5p_126.0|lv5p#-3_519.8666666666668|lv5p#-2_995.8666666666667|lv5p#-1_3347.3|lv3p#2_94.0|lv3p#1_11200.75|lv5pE_573.0|nta#A#4_16.0|nta#A#3_134.83333333333334|nta#A#2_2198.566666666666|nta#A#1_16299.900000000001|lv3pT_49008.53333333334|mlv5p#2_7.0|mlv5p#1_119.0|total_269110.96666666673|nta#AU_3.0|lv3pE_11294.75|mlv3p#2_168.0|nta#G#2_0.3333333333333333|nta#G#1_58.5|lv3p_60303.28333333334|lv3p#-3_563.7333333333333|lv3p#-2_4316.166666666667|lv3p#-1_44128.63333333334|nta#T_88.83333333333334
hsa-let-7f-5p	hsa-let-7f-1	258074.9333333334	554.0	14565.76201733293	20257.74923049446	5p	mlv3p_168.0|NucVar_2579.366666666667|canonical_179172.0|nta#G_59.833333333333336|nta#C_371.8333333333333|nta#A_18643.966666666667|mv_1503.5333333333335|lv5p_5139.033333333333|lv5p#2_20.5|nta#C#1_371.8333333333333|lv5p#1_255.5|nta#T#3_34.5|nta#T#2_11.666666666666666|lv5pT_4863.033333333333|nta#T#1_41.666666666666664|mlv5p_141.0|lv5p#-3_519.8666666666668|lv5p#-2_995.8666666666667|lv5p#-1_3347.3|lv3p#2_63.0|lv3p#1_1137.0|lv5pE_276.0|nta#A#4_16.0|nta#A#3_71.5|nta#A#2_2192.566666666666|nta#A#1_16363.900000000001|lv3pT_49008.53333333334|mlv5p#2_22.0|mlv5p#1_119.0|total_258074.9333333334|nta#AU_3.0|lv3pE_1200.0|mlv3p#2_168.0|nta#G#2_0.3333333333333333|nta#G#1_59.5|lv3p_50208.53333333334|lv3p#-3_563.7333333333333|lv3p#-2_4316.166666666667|lv3p#-1_44128.63333333334|nta#T_87.83333333333334
hsa-miR-30a-3p	hsa-mir-30a	206372.5	796.0	11647.674119669273	16199.33520498265	3p	mlv3p_45.0|NucVar_1158.5|canonical_66044.0|nta#G_361.0|nta#C_313.0|nta#A_24946.5|mv_10110.0|lv5p_9610.0|nta#C#2_15.0|nta#C#1_298.0|nta#T#3_159.0|nta#T#2_4186.0|lv5pT_9610.0|nta#T#1_42722.0|nta#UA_17.0|mlv5p_114.0|lv5p#-3_471.0|lv5p#-2_1026.0|lv5p#-1_8113.0|lv3p#2_76.0|lv3p#1_1815.0|nta#A#4_28.0|nta#A#3_100.0|nta#A#2_2639.0|nta#A#1_22179.5|lv3pT_44712.5|mlv5p#1_114.0|total_206372.5|nta#AU_12.0|lv3pE_1891.0|mlv3p#2_45.0|nta#G#2_17.0|nta#G#1_344.0|lv3p_46603.5|lv3p#-3_1893.0|lv3p#-2_5681.0|lv3p#-1_37138.5|nta#T_47067.0
hsa-let-7c-5p	hsa-let-7c	183619.1	563.0	10363.471096909541	14413.293200098025	5p	mlv3p_3.0|NucVar_2061.2499999999995|canonical_123577.0|nta#G_680.5|nta#C_530.0|nta#A_18604.100000000002|mv_1862.7|lv5p_3259.0666666666666|nta#T#4_5.6|nta#C#1_530.0|lv5p#1_255.0|nta#T#3_43.0|nta#T#2_33.666666666666664|lv5pT_3004.0666666666666|nta#T#1_927.9|nta#UA_29.5|mlv5p_199.0|lv5p#-3_237.0|lv5p#-2_647.0|lv5p#-1_2120.0666666666666|lv3p#2_95.0|lv3p#1_12258.5|lv5pE_255.0|nta#A#3_205.0|nta#A#2_3846.0166666666664|nta#A#1_14553.083333333332|lv3pT_19478.816666666666|mlv5p#3_24.0|mlv5p#1_175.0|total_183619.1|nta#AU_3.3000000000000003|lv3pE_12353.5|mlv3p#2_3.0|nta#G#2_1.0|nta#G#1_679.5|lv3p_31832.316666666666|lv3p#-3_54.0|lv3p#-2_1627.9833333333333|lv3p#-1_17796.833333333332|nta#T_1010.1666666666666
hsa-miR-26b-5p	hsa-mir-26b	157709.33333333337	420.0	8901.12258317829	12379.490269396412	5p	mlv3p_427.0|NucVar_258.0|canonical_19046.0|nta#G_101.0|nta#C_121.0|nta#A_19760.666666666664|mv_7675.333333333333|lv5p_1222.0|nta#C#1_121.0|nta#T#3_25.0|nta#T#2_44.0|lv5pT_1222.0|nta#T#1_8398.0|nta#UA_5.0|mlv5p_26.0|lv5p#-2_488.0|lv5p#-1_734.0|lv3p#3_36.0|lv3p#2_1030.0|lv3p#1_98524.33333333333|nta#A#3_46.0|nta#A#2_3804.0|nta#A#1_15910.666666666668|lv3pT_1015.0|mlv5p#1_26.0|total_157709.33333333337|nta#AU_5.0|lv3pE_99590.33333333333|mlv3p#3_213.0|mlv3p#2_214.0|nta#G#2_1.0|nta#G#1_100.0|lv3p_100605.33333333333|lv3p#-2_1.0|lv3p#-1_1014.0|nta#T_8467.0
