name	pre-microRNA	RC_adj	UR	32160668_EXO_S1632160668_EXO_S16(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-30a-5p	hsa-mir-30a	1116744.0	1477.0	66169.7249676971	148267.34388728993	5p	mlv3p_499.5|NucVar_4851.5|canonical_232444.0|nta#G_1050.5|nta#C_1348.5|nta#A_71738.5|mv_56583.0|lv5p_18470.5|nta#C#3_1.0|nta#C#2_66.5|nta#C#1_1281.0|lv5p#1_57.5|nta#T#3_75.0|nta#T#2_632.0|lv5pT_18413.0|nta#T#1_22353.5|nta#UA_4.0|mlv5p_304.5|lv5p#-3_3115.0|lv5p#-2_3181.5|lv5p#-1_12116.5|lv3p#3_113.0|lv3p#2_290814.0|nta#A#5_2.0|lv3p#1_291643.5|lv5pE_57.5|nta#A#4_8.0|nta#A#3_293.0|nta#A#2_4401.5|nta#A#1_67034.0|lv3pT_123822.5|mlv5p#1_304.5|total_1116744.0|nta#AU_25.0|lv3pE_582570.5|mlv3p#2_499.5|nta#G#3_1.0|nta#G#2_471.0|nta#G#1_578.5|lv3p_706393.0|lv3p#-3_5732.5|lv3p#-2_8162.5|lv3p#-1_109927.5|nta#T_23060.5
hsa-let-7b-5p	hsa-let-7b	533423.75	1219.0	31606.619627002798	70821.35438282881	5p	mlv3p_651.0|NucVar_5258.0|canonical_220250.0|nta#G_3288.0|nta#C_1336.25|nta#A_67468.0|mv_4609.0|lv5p_4265.5|nta#T#5_2.0|nta#C#2_6.0|nta#T#4_13.0|nta#C#1_1330.25|nta#T#3_71.0|lv5p#1_142.0|nta#T#2_2603.0|lv5pT_4123.5|nta#T#1_31094.75|nta#UA_435.0|mlv5p_523.0|lv5p#-3_448.0|lv5p#-2_673.0|lv5p#-1_3002.5|lv3p#2_55.0|lv3p#1_104992.0|lv5pE_142.0|nta#A#4_70.0|nta#A#3_1498.0|nta#A#2_18259.0|nta#A#1_47641.0|lv3pT_86944.25|mlv5p#3_1.0|mlv5p#1_522.0|total_533423.75|nta#AU_73.0|lv3pE_105047.0|mlv3p#3_463.0|mlv3p#2_188.0|nta#G#1_3288.0|lv3p_191991.25|lv3p#-3_2147.0|lv3p#-2_24472.0|lv3p#-1_60325.25|nta#T_33783.75
hsa-miR-30d-5p	hsa-mir-30d	512972.0	1172.0	30394.805036901485	68106.02602615362	5p	mlv3p_91.5|NucVar_2229.0|canonical_105148.0|nta#G_518.5|nta#C_527.0|nta#A_43475.0|mv_21082.0|lv5p_8680.0|nta#C#2_41.0|nta#C#1_486.0|lv5p#1_41.5|nta#T#3_21.0|nta#T#2_303.0|lv5pT_8638.5|nta#T#1_15676.5|mlv5p_19.5|lv5p#-3_1290.0|lv5p#-2_1346.5|lv5p#-1_6002.0|lv3p#2_119472.5|lv3p#1_120872.5|lv5pE_41.5|nta#A#4_4.0|nta#A#3_90.0|nta#A#2_1801.5|nta#A#1_41579.5|lv3pT_74856.0|mlv5p#1_19.5|total_512972.0|nta#AU_24.0|lv3pE_240345.0|mlv3p#2_91.5|nta#G#2_198.0|nta#G#1_320.5|lv3p_315201.0|lv3p#-3_2488.5|lv3p#-2_10774.5|lv3p#-1_61593.0|nta#T_16000.5
hsa-miR-10a-5p	hsa-mir-10a	400234.5	1083.0	23714.841349121878	53138.14647498222	5p	NucVar_1610.5|canonical_68301.0|nta#G_145.0|nta#C_518.0|nta#A_31371.0|mv_41273.0|lv5p_36021.5|nta#C#1_518.0|lv5p#1_99.0|nta#T#3_1.0|nta#T#2_231.5|lv5pT_35922.5|nta#T#1_1210.5|lv5p#-4_380.0|nta#UA_4.0|mlv5p_250.0|lv5p#-3_1198.5|lv5p#-2_2416.0|lv5p#-1_31928.0|lv3p#2_101.0|lv3p#1_6739.0|lv5pE_99.0|nta#A#3_15.0|nta#A#2_2037.5|nta#A#1_29318.5|lv3pT_212461.5|mlv5p#1_250.0|total_400234.5|nta#AU_3.0|lv3pE_6840.0|nta#G#2_8.0|nta#G#1_137.0|lv3p_219301.5|lv3p#-4_458.0|lv3p#-3_1863.0|lv3p#-2_19595.5|lv3p#-1_190545.0|nta#T_1443.0
hsa-miR-21-5p	hsa-mir-21	337197.0	800.0	19979.72028498255	44768.81322555796	5p	mlv3p_5.0|NucVar_2873.0|canonical_136231.0|nta#G_959.0|nta#C_482.0|nta#A_23449.0|mv_13327.0|lv5p_12510.0|nta#C#3_2.0|lv5p#3_51.0|nta#C#2_121.0|nta#C#1_359.0|lv5p#1_265.0|nta#T#2_1.0|lv5pT_12194.0|nta#T#1_417.0|mlv5p_401.0|lv5p#-3_708.0|lv5p#-2_3703.0|lv5p#-1_7783.0|lv3p#2_4559.0|lv3p#1_79769.0|lv5pE_316.0|nta#A#3_42.0|nta#A#2_948.0|nta#A#1_22459.0|lv3pT_62214.0|mlv5p#1_401.0|total_337197.0|nta#AU_14.0|lv3pE_84328.0|mlv3p#2_5.0|nta#G#2_8.0|nta#G#1_951.0|lv3p_146542.0|lv3p#-3_1013.0|lv3p#-2_6037.0|lv3p#-1_55164.0|nta#T_418.0
hsa-miR-10b-5p	hsa-mir-10b	307282.5	806.0	18207.2153621478	40797.138912809176	5p	lv5p#-2_993.0|lv5p_10448.0|nta#A#1_14208.0|lv5p#-1_8257.0|canonical_38110.0|lv3pE_3298.0|nta#C#1_408.0|nta#AU_1.0|nta#G_70.0|mlv5p#2_42.0|mlv5p#1_27.0|mlv5p_69.0|nta#C_408.0|nta#G#2_8.0|nta#G#1_62.0|lv3p_217760.5|nta#A_15286.5|lv3p#1_3298.0|nta#T#2_52.5|NucVar_886.5|nta#T#1_672.5|mv_23519.0|lv3p#-4_511.0|lv3p#-3_671.0|lv3pT_214462.5|lv3p#-2_12415.5|lv3p#-1_200865.0|lv5pT_10448.0|nta#T_725.0|lv5p#-4_371.0|nta#A#3_2.0|lv5p#-3_827.0|total_307282.5|nta#A#2_1076.5
hsa-miR-26a-5p	hsa-mir-26a-2	260300.83333333334	758.0	15423.440421913192	34559.49901676792	5p	mlv3p_1000.0|NucVar_3761.1666666666665|canonical_192914.5|nta#G_138.5|nta#C_398.5|nta#A_15869.5|mv_1377.8333333333333|lv5p_13058.0|nta#C#2_5.0|nta#T#4_0.5|nta#C#1_393.5|lv5p#1_311.5|nta#T#3_106.5|nta#T#2_804.0|lv5pT_12746.5|nta#T#1_9833.333333333334|nta#UA_10.333333333333334|mlv5p_51.5|lv5p#-3_617.3333333333334|lv5p#-2_2557.1666666666665|lv5p#-1_9572.0|lv3p#2_82.0|lv3p#1_593.5|lv5pE_311.5|nta#A#4_5.5|nta#A#3_155.5|nta#A#2_1970.0|nta#A#1_13738.5|lv3pT_20311.5|mlv5p#3_19.0|mlv5p#1_32.5|total_260300.83333333334|nta#AU_6.5|lv3pE_675.5|mlv3p#3_34.0|mlv3p#2_966.0|nta#G#2_0.5|nta#G#1_138.0|lv3p_20987.0|lv3p#-3_236.5|lv3p#-2_2418.0|lv3p#-1_17657.0|nta#T_10744.333333333334
hsa-miR-26a-5p	hsa-mir-26a-1	260092.33333333334	752.0	15411.086303461905	34531.81698650808	5p	mlv3p_966.0|NucVar_3761.1666666666665|canonical_192914.5|nta#G_138.5|nta#C_398.5|nta#A_15830.5|mv_1377.8333333333333|lv5p_13019.5|nta#C#2_5.0|nta#T#4_0.5|nta#C#1_393.5|lv5p#1_273.0|nta#T#3_0.5|nta#T#2_804.0|lv5pT_12746.5|nta#T#1_9861.333333333334|nta#UA_10.333333333333334|mlv5p_32.5|lv5p#-3_617.3333333333334|lv5p#-2_2557.1666666666665|lv5p#-1_9572.0|lv3p#2_82.0|lv3p#1_593.5|lv5pE_273.0|nta#A#4_5.5|nta#A#3_155.5|nta#A#2_1970.0|nta#A#1_13699.5|lv3pT_20311.5|mlv5p#1_32.5|total_260092.33333333334|nta#AU_6.5|lv3pE_675.5|mlv3p#2_966.0|nta#G#2_0.5|nta#G#1_138.0|lv3p_20987.0|lv3p#-3_236.5|lv3p#-2_2418.0|lv3p#-1_17657.0|nta#T_10666.333333333334
hsa-let-7a-5p	hsa-let-7a-2	218288.48333333485	744.0	12934.109254925477	28981.623026421912	5p	mlv3p_114.0|NucVar_2591.6833333333348|canonical_139770.0|nta#G_815.6166666666675|nta#C_284.7499999999997|nta#A_13465.633333333362|mv_1369.8666666666668|lv5p_3601.9333333333343|nta#T#4_0.6666666666666666|nta#C#1_284.7499999999997|lv5p#1_253.5|nta#T#3_25.25|nta#T#2_4.666666666666666|lv5pT_3348.4333333333343|nta#T#1_161.7166666666667|mlv5p_14.5|lv5p#-3_148.53333333333336|lv5p#-2_604.7000000000003|lv5p#-1_2595.2|lv3p#2_67.0|lv3p#1_6811.9666666666635|lv5pE_253.5|nta#A#3_194.25|nta#A#2_2689.7000000000007|nta#A#1_10581.683333333358|lv3pT_49189.233333333366|mlv5p#1_14.5|total_218288.48333333485|nta#AU_1.4000000000000001|lv3pE_6878.9666666666635|mlv3p#2_114.0|nta#G#2_0.3333333333333333|nta#G#1_815.2833333333341|lv3p_56068.20000000006|lv3p#-3_850.7500000000001|lv3p#-2_6317.399999999999|lv3p#-1_42021.08333333335|nta#T_192.30000000000004
hsa-let-7a-5p	hsa-let-7a-3	217734.98333333485	742.0	12901.313069972059	28908.13619789038	5p	mlv3p_99.0|NucVar_2591.6833333333348|canonical_139770.0|nta#G_814.6166666666675|nta#C_284.7499999999997|nta#A_11890.133333333362|mv_2016.8666666666652|lv5p_4059.9333333333343|nta#T#4_0.6666666666666666|nta#C#1_284.7499999999997|lv5p#1_711.5|nta#T#3_25.25|nta#T#2_4.666666666666666|lv5pT_3348.4333333333343|nta#T#1_161.7166666666667|mlv5p_14.5|lv5p#-3_148.53333333333336|lv5p#-2_604.7000000000003|lv5p#-1_2595.2|lv3p#1_6811.9666666666635|lv5pE_711.5|nta#A#3_69.24999999999999|nta#A#2_1125.6999999999998|nta#A#1_10695.183333333358|lv3pT_49189.233333333366|mlv5p#1_14.5|total_217734.98333333485|nta#AU_1.4000000000000001|lv3pE_6811.9666666666635|mlv3p#2_99.0|nta#G#2_0.3333333333333333|nta#G#1_814.2833333333341|lv3p_56001.20000000006|lv3p#-3_850.7500000000001|lv3p#-2_6317.399999999999|lv3p#-1_42021.08333333335|nta#T_192.30000000000004
