name	pre-microRNA	RC_adj	UR	32160790_EXO_S2732160790_EXO_S27(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-30a-5p	hsa-mir-30a	412846.5	978.0	62284.91081120429	155779.9041653979	5p	mlv3p_83.5|NucVar_1455.0|canonical_87398.0|nta#G_654.5|nta#C_447.0|nta#A_28628.5|mv_23622.5|lv5p_9592.5|nta#C#2_17.5|nta#C#1_429.5|nta#T#2_40.0|lv5pT_9592.5|nta#T#1_8463.5|nta#UA_1.0|mlv5p_246.5|lv5p#-3_1839.0|lv5p#-2_1754.5|lv5p#-1_5999.0|lv3p#3_16.0|lv3p#2_97284.0|nta#A#5_1.0|lv3p#1_102217.5|nta#A#4_1.0|nta#A#3_60.0|nta#A#2_844.5|nta#A#1_27722.0|lv3pT_52697.5|mlv5p#2_92.0|mlv5p#1_154.5|total_412846.5|nta#AU_8.0|lv3pE_199517.5|mlv3p#2_83.5|nta#G#3_1.0|nta#G#2_106.0|nta#G#1_547.5|lv3p_252215.0|lv3p#-3_3469.0|lv3p#-2_2724.0|lv3p#-1_46504.5|nta#T_8503.5
hsa-let-7b-5p	hsa-let-7b	206903.25	748.0	31214.871563155564	78071.07110393175	5p	mlv3p_28.0|NucVar_1633.5|canonical_85918.0|nta#G_1885.0|nta#C_390.5|nta#A_30083.25|mv_1438.0|lv5p_2464.75|nta#T#5_1.0|nta#T#4_5.0|nta#C#1_390.5|nta#T#3_89.5|nta#T#2_469.0|lv5pT_2464.75|nta#T#1_12093.5|nta#UA_206.0|mlv5p_50.0|lv5p#-3_342.0|lv5p#-2_567.5|lv5p#-1_1555.25|lv3p#2_64.0|lv3p#1_42356.75|nta#A#4_29.0|nta#A#3_529.0|nta#A#2_8741.5|nta#A#1_20783.75|lv3pT_27933.5|mlv5p#1_50.0|total_206903.25|nta#AU_5.0|lv3pE_42420.75|mlv3p#3_25.0|mlv3p#2_3.0|nta#G#2_1.0|nta#G#1_1884.0|lv3p_70354.25|lv3p#-3_200.0|lv3p#-2_6524.0|lv3p#-1_21209.5|nta#T_12658.0
hsa-miR-10a-5p	hsa-mir-10a	170858.0	654.0	25776.833015129698	64470.070270406926	5p	lv5p#-2_394.0|nta#A#1_12138.0|lv5p_13204.0|lv5p#-1_12225.0|canonical_25460.0|lv3pE_2496.0|nta#C#1_69.0|nta#AU_4.0|lv5pE_111.0|nta#G_150.5|mlv5p#1_43.0|mlv5p_43.0|nta#C_69.0|nta#G#2_3.5|nta#G#1_147.0|lv3p_98623.0|nta#A_13017.0|lv3p#1_2496.0|nta#T#2_18.0|NucVar_587.5|nta#T#1_344.5|mv_19341.5|lv3p#-4_140.5|lv3p#-3_423.0|lv3pT_96127.0|lv5p#1_111.0|lv3p#-2_6338.5|lv3p#-1_89225.0|lv5pT_13093.0|nta#T_362.5|lv5p#-4_1.0|nta#A#3_50.0|lv5p#-3_473.0|nta#A#2_829.0|total_170858.0
hsa-miR-10b-5p	hsa-mir-10b	166061.0	589.0	25053.124040580205	62660.01205196154	5p	lv5p#-2_217.0|lv5p_5469.0|nta#A#1_8234.0|lv5p#-1_5239.0|canonical_16512.0|lv3pE_1725.0|nta#C#1_157.0|nta#G_159.5|nta#C_157.0|nta#G#2_17.5|nta#G#1_142.0|lv3p_120980.0|nta#A_8824.0|nta#UA_2.0|lv3p#1_1725.0|nta#T#3_1.0|nta#T#2_46.0|NucVar_316.5|nta#T#1_537.5|mv_13058.5|lv3p#-4_211.5|lv3p#-3_257.0|lv3pT_119255.0|lv3p#-2_7465.5|lv3p#-1_111321.0|lv5pT_5469.0|nta#T_584.5|lv5p#-4_9.0|nta#A#3_73.0|lv5p#-3_4.0|total_166061.0|nta#A#2_517.0
hsa-miR-30d-5p	hsa-mir-30d	163994.0	641.0	24741.28196211579	61880.06826677775	5p	mlv3p_35.0|NucVar_573.5|canonical_32546.0|nta#G_172.5|nta#C_321.5|nta#A_15103.5|mv_8340.0|lv5p_2864.0|nta#C#3_1.0|nta#C#2_18.5|nta#C#1_302.0|lv5p#1_0.5|nta#T#3_1.0|nta#T#2_4.0|lv5pT_2863.5|nta#T#1_2678.0|mlv5p_25.0|lv5p#-3_71.0|lv5p#-2_597.0|lv5p#-1_2195.5|lv3p#2_37783.0|lv3p#1_41933.5|lv5pE_0.5|nta#A#4_2.0|nta#A#3_17.0|nta#A#2_513.0|nta#A#1_14571.5|lv3pT_21613.5|mlv5p#1_25.0|total_163994.0|nta#AU_10.0|lv3pE_79716.5|mlv3p#2_35.0|nta#G#2_34.0|nta#G#1_138.5|lv3p_101330.0|lv3p#-3_949.5|lv3p#-2_3441.0|lv3p#-1_17223.0|nta#T_2683.0
hsa-miR-21-5p	hsa-mir-21	99784.0	413.0	15054.112219396819	37651.62586394716	5p	lv5p#-2_841.0|nta#A#1_7765.0|lv5p_3110.0|lv5p#-1_1979.0|canonical_42101.0|lv3pE_29273.0|nta#C#2_48.0|nta#C#1_51.0|nta#AU_6.0|lv5pE_140.0|nta#G_70.0|mlv5p#1_1.0|mlv5p_1.0|nta#C_99.0|nta#G#2_2.0|nta#G#1_68.0|lv3p_41612.0|nta#A_7905.0|nta#UA_1.0|lv3p#2_1639.0|lv3p#1_27634.0|NucVar_986.0|nta#T#1_265.0|mv_3635.0|lv3p#-3_44.0|lv3pT_12339.0|lv5p#1_140.0|lv3p#-2_1105.0|lv3p#-1_11190.0|lv5pT_2970.0|nta#T_265.0|lv5p#-3_150.0|nta#A#2_140.0|total_99784.0
hsa-miR-26a-5p	hsa-mir-26a-2	86903.83333333333	435.0	13110.92018054756	32791.53590565107	5p	mlv3p_419.0|NucVar_995.8333333333334|canonical_63956.5|nta#G_103.5|nta#C_84.0|nta#A_5138.833333333333|mv_384.0|lv5p_4303.666666666667|nta#C#2_2.0|nta#C#1_82.0|lv5p#1_114.0|nta#T#3_23.5|nta#T#2_267.1666666666667|lv5pT_4189.666666666666|nta#T#1_2629.5|nta#UA_2.0|mlv5p_47.5|lv5p#-3_157.5|lv5p#-2_1033.6666666666667|lv5p#-1_2998.5|lv3p#3_89.0|lv3p#2_18.5|lv3p#1_148.5|lv5pE_114.0|nta#A#3_6.0|nta#A#2_425.0|nta#A#1_4707.833333333333|lv3pT_8294.833333333334|mlv5p#1_47.5|total_86903.83333333333|nta#AU_3.5|lv3pE_256.0|mlv3p#3_1.0|mlv3p#2_418.0|nta#G#1_103.5|lv3p_8550.833333333334|lv3p#-3_64.5|lv3p#-2_1391.3333333333333|lv3p#-1_6839.0|nta#T_2920.1666666666665
hsa-miR-26a-5p	hsa-mir-26a-1	86676.33333333333	424.0	13076.597939207139	32705.693036212608	5p	mlv3p_418.0|NucVar_995.8333333333334|canonical_63956.5|nta#G_103.5|nta#C_84.0|nta#A_5138.333333333333|mv_384.0|lv5p_4189.666666666666|nta#C#2_2.0|nta#C#1_82.0|nta#T#3_0.5|nta#T#2_267.1666666666667|lv5pT_4189.666666666666|nta#T#1_2629.5|nta#UA_2.0|mlv5p_47.5|lv5p#-3_157.5|lv5p#-2_1033.6666666666667|lv5p#-1_2998.5|lv3p#2_18.5|lv3p#1_148.5|nta#A#3_6.0|nta#A#2_424.5|nta#A#1_4707.833333333333|lv3pT_8294.833333333334|mlv5p#1_47.5|total_86676.33333333333|nta#AU_3.5|lv3pE_167.0|mlv3p#2_418.0|nta#G#1_103.5|lv3p_8461.833333333334|lv3p#-3_64.5|lv3p#-2_1391.3333333333333|lv3p#-1_6839.0|nta#T_2897.1666666666665
hsa-let-7a-5p	hsa-let-7a-3	83183.38333333282	443.0	12549.627069360773	31387.693692014207	5p	lv5p#-2_112.0|nta#A#1_4546.083333333327|lv5p_1235.9500000000003|lv5p#-1_676.0333333333338|canonical_52832.666666666664|lv3pE_2603.7666666666687|nta#C#1_61.36666666666667|nta#AU_0.4|lv5pE_283.33333333333337|nta#G_156.58333333333337|mlv5p#1_1.0|mlv5p_1.0|nta#C_61.36666666666667|nta#G#1_156.58333333333337|lv3p_22007.999999999964|nta#A_5217.333333333323|nta#T#4_0.3333333333333333|lv3p#1_2603.7666666666687|nta#T#3_60.333333333333336|nta#T#2_2.6666666666666665|NucVar_744.0500000000003|nta#T#1_129.56666666666666|mv_733.5333333333335|lv5p#3_0.3333333333333333|lv3p#-3_204.9166666666667|lv3pT_19404.23333333331|lv5p#1_283.0|lv3p#-2_2261.95|lv3p#-1_16937.36666666665|lv5pT_952.6166666666672|nta#T_192.9|nta#A#3_26.0|lv5p#-3_164.58333333333337|nta#A#2_645.2500000000005|total_83183.38333333282
hsa-let-7a-5p	hsa-let-7a-2	82869.38333333282	436.0	12502.254832961244	31269.21166562441	5p	lv5p#-2_112.0|nta#A#1_4545.083333333327|lv5p_962.6166666666672|lv5p#-1_676.0333333333338|canonical_52832.666666666664|lv3pE_2634.7666666666687|nta#C#1_61.36666666666667|nta#AU_0.4|lv5pE_10.0|nta#G_156.58333333333337|mlv5p#1_1.0|mlv5p_1.0|nta#C_61.36666666666667|nta#G#1_156.58333333333337|lv3p_22038.999999999964|nta#A_5570.333333333323|lv3p#2_31.0|nta#T#4_0.3333333333333333|lv3p#1_2603.7666666666687|nta#T#3_60.333333333333336|nta#T#2_2.6666666666666665|NucVar_744.0500000000003|nta#T#1_129.56666666666666|mv_308.8666666666666|lv3p#-3_204.9166666666667|lv3pT_19404.23333333331|lv5p#1_10.0|lv3p#-2_2261.95|lv3p#-1_16937.36666666665|lv5pT_952.6166666666672|nta#T_192.9|nta#A#3_30.0|lv5p#-3_164.58333333333337|total_82869.38333333282|nta#A#2_995.2500000000003
