gene	32151640_EXO_S32	32151675_EXO_S28	32151681_EXO_S21	32151161_EXO_S19	32151113_EXO_S24	32140243_EXO_S2	32150300_EXO_S4	32151662_EXO_S25	32150296_EXO_S34	32151649_EXO_S7	32151808_EXO_S16	32152166_EXO_S8	180322-190603_Brain_S36	32150759_EXO_S26	32151206_EXO_S12	32151872_EXO_S27	32152211_EXO_S35	32151109_EXO_S17	32152477_EXO_S29	32151201_EXO_S23	32141753_EXO_S10	32150101_EXO_S3	32151828_EXO_S15	32152118_EXO_S1	32151204_EXO_S9	32151684_EXO_S13	32150228_EXO_S18	32152206_EXO_S33	32151642_EXO_S5	32151157_EXO_S31	32151086_EXO_S6	32150688_EXO_S20	32151947_EXO_S11	32151680_EXO_S22	32150301_EXO_S14	32150744_EXO_S30
hsa-miR-3936	0.0	0.0	0.0	0.0	0.0	6.373169466400014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4733-5p	0.0	0.0	0.0	0.0	0.0	0.15932923666000035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6812-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.821179180004016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4687-5p	0.0	0.0	0.0	0.0	10.118641066504768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.87827172372544	0.0	0.0	0.0	0.0	0.44780818047027915	0.0	0.0	0.3243577068688583	0.0	2.6410589590002007	0.0	0.0	0.0	0.0	0.0	0.0	1.413074043666814	0.0	0.0	0.0	0.0	18.75416107948951
hsa-miR-506-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.13787359580158	0.0	52.280429358397384	0.0	0.0
pal-let-7a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114829.26003000513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3059-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.1384798593145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4423-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.4437517971947786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-671-5p	0.0	0.0	0.0	0.0	131.54233386456198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.8790024509489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.564235836000803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7695563507637847	0.0
ggo-miR-129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6110433871357036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ggo-miR-128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	250.5277887256385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6855-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44780818047027915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-361-3p	0.0	0.0	0.0	0.0	187.1948597303382	164.10911375980035	217.8821324226363	0.0	0.0	0.0	134.8487129807191	0.0	503.84558657542084	221.04045040242363	0.0	0.0	0.0	0.0	101.65245696675336	0.0	0.0	112.22776657662496	0.0	179.59200921201366	0.0	0.0	0.0	0.0	0.0	0.0	72.06677622700752	245.84447577428466	0.0	285.0357655430433	202.39332025087538	0.0
hsa-miR-3622a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9589752313959286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-484	0.0	0.0	0.0	0.0	0.0	107.70656398216022	215.6633734366624	0.0	0.0	0.0	0.0	0.0	160.9160438282368	253.54639899101534	0.0	0.0	0.0	0.0	117.32574328321314	0.0	0.0	96.00988123318204	0.0	68.66753293400522	0.0	0.0	0.0	0.0	0.0	109.91829406807607	0.0	321.10298876641264	0.0	108.85788030789593	116.97256531609527	0.0
ggo-miR-486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.33008258251377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ggo-miR-484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.387737581306961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ggo-miR-122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.66382225969955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pal-miR-29b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.75661810966461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-30b-3p	0.0	0.0	0.0	0.0	0.0	5.735852519760012	38.16265455875096	0.0	0.0	0.0	23.991488812520583	0.0	3.260515786746157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.76383385619795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.34458163875965	0.0	23.41375959755092	0.0	0.0	3.078225403055139	0.0
hsa-miR-6499-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.128471672001606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1301-3p	0.0	0.0	0.0	0.0	0.0	42.85956466154009	72.77529473994369	0.0	0.0	0.0	69.49258828454238	0.0	838.3361472863207	0.0	0.0	0.0	0.0	0.0	1.7912327218811166	0.0	0.0	144.01482184977306	0.0	31.69270750800241	0.0	0.0	0.0	0.0	0.0	0.0	183.69962567668583	0.0	0.0	95.96681553459247	37.70826118742545	0.0
chi-miR-151-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2467.4524833842434	0.0	0.0	0.0	0.0	0.0	1820.7027507373991	0.0	0.0	0.0	0.0	0.0	0.0	2335.2937384041206	0.0	0.0	0.0	3266.898474333157	2193.9416295593674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ggo-miR-10b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130433.93246137442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ggo-miR-10a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110759.25196068548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-629-5p	0.0	0.0	0.0	0.0	0.0	6.691827939720014	14.643809307427693	0.0	0.0	0.0	114.16639503889104	0.0	46.03081110700457	0.0	0.0	0.0	0.0	0.0	60.006296183017405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	244.26287570683573	69.24062813967389	0.0	0.0	12.891064773303466	31.55181038131517	187.54161079489512
hsa-miR-2467-5p	0.0	0.0	0.0	0.0	10.118641066504768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5006-3p	0.0	0.0	0.0	0.0	0.0	3.6645724431800075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1298-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.671801851167428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-493-3p	0.0	0.0	0.0	0.0	0.0	0.7966461833000017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pal-miR-30e-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5744.3256061559305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3190-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.319715678012678	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-122-5p	0.0	0.0	0.0	0.0	0.0	5.098535573120011	0.0	0.0	0.0	0.0	0.0	0.0	9.206162221400914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.282117918000401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pal-miR-181a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.26733775347239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-582-3p	0.0	0.0	0.0	0.0	5.059320533252384	8.285120306320017	0.0	0.0	0.0	0.0	0.0	0.0	21.672840229547983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3916	0.0	0.0	0.0	0.0	0.0	0.0	3.1062625803634503	0.0	0.0	0.0	0.8272927176731235	0.0	0.0	3.250594858859171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	170.984012994785	0.0	0.0	0.0	0.7161702651835259	28.473584978260032	93.77080539744756
hsa-miR-642a-5p	0.0	0.0	0.0	0.0	0.0	0.0	19.525079076570258	0.0	0.0	0.0	0.0	0.0	4.4112860644212715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.51388668800642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6724113998250658	0.0	0.0	0.0	0.0
hsa-miR-211-5p	0.0	0.0	0.0	30.474797342597668	0.0	5.735852519760012	1.9968830873765038	0.0	0.0	0.0	0.0	0.0	2.9728232173273783	188.53450181383192	0.0	0.0	25.842464337399214	0.0	3.8063695339973727	0.0	0.0	2.5948616549508663	0.0	5.282117918000401	0.0	0.0	0.0	0.0	0.0	3.0532859463354463	5.652296174667256	4.1810284995626645	0.0	28.646810607341035	1.5391127015275694	0.0
pal-miR-15a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.11222958912064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pma-miR-18b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.231603067812038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-520a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.68492867479843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pal-let-7a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	259.4008614431593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-671-3p	0.0	0.0	0.0	0.0	0.0	37.44237061510008	0.0	0.0	0.0	0.0	64.52883197850363	0.0	50.05850707886747	0.0	0.0	0.0	0.0	0.0	10.7473963312867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-92b-5p	0.0	0.0	0.0	0.0	0.0	24.05871473566005	13.312553915843358	0.0	0.0	0.0	0.0	0.0	14.7682185634973	0.0	0.0	0.0	0.0	0.0	14.329861775048933	0.0	0.0	29.192193618197244	0.0	105.64235836000803	0.0	0.0	0.0	0.0	0.0	0.0	250.1141057290261	127.103266386705	0.0	0.0	31.55181038131517	0.0
hsa-miR-6757-5p	0.0	0.0	0.0	60.949594685195336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.319715678012678	22.609184698669026	1.6724113998250658	0.0	0.0	0.0	0.0
hsa-miR-107	0.0	0.0	0.0	0.0	5.059320533252384	9.400424962940024	6.360442426458493	0.0	0.0	0.0	4.687992066814366	0.0	153.59586622858154	135.44145245246548	0.0	0.0	0.0	0.0	29.70460930452852	0.0	0.0	10.163208148557558	0.0	116.20659419600884	0.0	0.0	0.0	0.0	0.0	378.6074573455954	1.8840987248890853	0.0	0.0	9.071490025657996	51.047237933997714	12.502774052993008
ggo-miR-107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.499390484221332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-24-2-5p	0.0	0.0	0.0	0.0	0.0	8.444449542980017	16.41881649620681	0.0	0.0	0.0	0.0	0.0	6.521031573492314	0.0	0.0	0.0	0.0	0.0	28.211915369627587	0.0	0.0	4.5410078961640155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ggo-miR-103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	519.9979224524837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ggo-miR-101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	944.6730765117977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6846-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6487154137377166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ggo-miR-4488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.553388388342515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ggo-miR-100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	966.3651167551152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pal-miR-29b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	271.01582538837533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-let-7b-5p	0.0	0.0	0.0	86027.30541841898	22738.20064060634	92268.07080336347	79084.5356048692	0.0	0.0	0.0	63501.610187392835	0.0	17528.92604939221	69834.154650301	0.0	0.0	72074.63303700641	0.0	49675.630144476345	0.0	0.0	107644.86247665704	0.0	91358.19098025544	0.0	0.0	0.0	0.0	0.0	35215.073462059874	113684.0105356109	66861.47472122296	0.0	67601.20918187575	52901.44548334551	63628.18000243804
hsa-miR-3909	0.0	0.0	0.0	0.0	0.0	0.0	0.4437517971947786	0.0	0.0	0.0	0.0	0.0	10.740522591634399	0.0	0.0	0.0	0.0	0.0	10.7473963312867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7695563507637847	0.0
hsa-miR-3908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.59404318220231	0.0	0.0
hsa-miR-3907	0.0	0.0	0.0	0.0	0.0	0.3186584733200007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pma-miR-29c	1275.7009120417483	281.29830962370505	253.09117339124867	0.0	0.0	0.0	0.0	0.0	200.4918088226058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1620499692988906	0.0	0.0	491.77068837433166	0.0	0.0	0.0	117.09252864509041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.924798329508406	0.0	0.0	0.0
pma-miR-29b	317.5185004766797	175.1427378424424	17.305379377179396	0.0	0.0	0.0	0.0	18.7417536284035	7.246691885154426	0.0	0.0	0.0	0.0	0.0	4.330710366421404	0.0	0.0	196.74654720619904	0.0	23.511498242235607	26.158015339060192	0.0	0.0	0.0	84.09372511783766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.699193318033625	0.0	0.0	0.0
hsa-miR-1273h-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2974308274754331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7161-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44780818047027915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6889-5p	0.0	0.0	0.0	0.0	10.118641066504768	0.0	1.3312553915843357	0.0	0.0	0.0	28.955245118559322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44780818047027915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chi-miR-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.83686553031369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	784.4008109056784	0.0	0.0	0.0	102.50841051795717	628.8479610746625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-10399-5p	0.0	0.0	0.0	0.0	0.0	4.301889389820009	11.537546727064244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-2467-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8272927176731235	0.0	2.3015405553502286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-664b-5p	0.0	0.0	0.0	0.0	0.0	2.230609313240005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.325592861016615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.15440518767743	0.0	0.0	27.93064034215751	0.0	0.0
hsa-miR-1237-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1917950462791857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.377080539744755
hsa-miR-432-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	708.1073108627536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.35622520285331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pal-miR-107a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.130119859975158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
