name	unique reads 181003-190524_Brain_S35 181003-190524_Brain_S35	181003-190524_Brain_S35	181003-190524_Brain_S35 (mult. map. adj.)	181003-190524_Brain_S35181003-190524_Brain_S35(lib)	181003-190524_Brain_S35181003-190524_Brain_S35(total)	coordinateString 181003-190524_Brain_S35 181003-190524_Brain_S35	181003-190524_Brain_S35 (lib)	181003-190524_Brain_S35 (total)
NR_030583:vault_RNA 	9.0	216.0	216.0	1000000.0	8.233407967651855	5:hsa;NR_030583:vault_RNA ,136080548,136080597,-	1000000.0	8.233407967651855
