name	pre-microRNA	RC_adj	UR	181004-190521_Brain_S35181004-190521_Brain_S35(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-26a-5p	hsa-mir-26a-1	893409.3333333334	1657.0	30060.347294436626	31486.5038826018	5p	mlv3p_4581.833333333333|NucVar_28254.166666666668|canonical_691540.5|nta#G_949.1666666666666|nta#C_1379.5|nta#A_48136.333333333336|mv_1355.3333333333333|lv5p_23341.166666666664|nta#C#3_2.0|nta#C#2_26.0|nta#T#4_0.5|nta#C#1_1351.5|lv5p#1_443.0|nta#T#3_27.5|nta#T#2_5135.5|lv5pT_22898.166666666664|nta#T#1_43332.83333333333|nta#UA_102.16666666666667|mlv5p_814.5|lv5p#-3_1180.8333333333333|lv5p#-2_4106.5|lv5p#-1_17610.833333333332|lv3p#3_7.0|lv3p#2_430.0|lv3p#1_1692.0|lv5pE_443.0|nta#A#3_368.0|nta#A#2_4445.0|nta#A#1_43323.333333333336|lv3pT_42431.5|mlv5p#2_75.0|mlv5p#1_739.5|total_893409.3333333334|nta#AU_82.0|lv3pE_2129.0|mlv3p#3_64.0|mlv3p#2_4517.833333333333|nta#G#4_18.0|nta#G#2_4.5|nta#G#1_926.6666666666666|lv3p_44560.5|lv3p#-3_1368.8333333333333|lv3p#-2_6250.166666666667|lv3p#-1_34812.5|nta#T_48496.33333333333
hsa-let-7g-5p	hsa-let-7g	861706.7000000002	1289.0	28993.65576504266	30369.205181664383	5p	mlv3p_118.0|NucVar_23167.08333333333|canonical_574996.0|nta#G_2956.6666666666665|nta#C_1249.9166666666665|nta#A_50366.75000000001|mv_5632.083333333333|lv5p_19145.499999999996|nta#T#4_6.0|nta#C#1_1249.9166666666665|lv5p#1_2563.0|nta#T#3_241.5|nta#T#2_59.83333333333333|lv5pT_16582.500000000004|nta#T#1_1206.5|nta#UA_5.0|mlv5p_2721.0|lv5p#-3_2078.9166666666665|lv5p#-2_4450.166666666666|lv5p#-1_10053.416666666666|lv3p#2_8.0|lv3p#1_21871.95|lv5pE_2563.0|nta#A#4_22.0|nta#A#3_259.0|nta#A#2_3936.166666666667|nta#A#1_46149.583333333336|lv3pT_157959.91666666666|mlv5p#2_75.0|mlv5p#1_2646.0|total_861706.7000000002|nta#AU_10.5|lv3pE_21879.95|mlv3p#3_28.0|mlv3p#2_90.0|nta#G#3_1.0|nta#G#2_21.0|nta#G#1_2934.6666666666665|lv3p_179839.86666666664|lv3p#-3_5176.666666666667|lv3p#-2_15922.75|lv3p#-1_136860.5|nta#T_1513.8333333333335
hsa-miR-143-3p	hsa-mir-143	854944.0	1485.0	28766.11268589257	30130.866749478526	3p	mlv3p_904.0|NucVar_9069.0|canonical_215199.0|nta#G_1735.0|nta#C_2607.0|nta#A_40375.0|mv_4973.0|lv5p_4928.0|nta#C#3_3.0|nta#C#2_274.0|nta#T#4_22.0|lv5p#2_18.0|nta#C#1_2330.0|lv5p#1_681.0|nta#T#3_2182.0|nta#T#2_33150.0|lv5pT_4229.0|nta#T#1_367164.0|nta#UA_903.0|mlv5p_724.0|lv5p#-2_825.0|lv5p#-1_3404.0|nta#A#7_9.0|lv3p#2_75.0|nta#A#5_50.0|lv3p#1_52102.0|lv5pE_699.0|nta#A#4_589.0|nta#A#3_461.0|nta#A#2_5266.0|nta#A#1_34000.0|lv3pT_119735.0|mlv5p#2_21.0|mlv5p#1_703.0|total_854944.0|nta#AU_27.0|lv3pE_52177.0|mlv3p#3_89.0|mlv3p#2_815.0|nta#G#2_3.0|nta#G#1_1732.0|lv3p_171912.0|lv3p#-2_5330.0|lv3p#-1_114405.0|nta#T_402518.0
hsa-let-7b-5p	hsa-let-7b	787013.0833333333	2183.0	26480.456077168124	27736.77146574852	5p	mlv3p_1861.0|NucVar_13047.5|canonical_308639.0|nta#G_5384.333333333334|nta#C_1876.5|nta#A_124238.0|mv_5561.75|lv5p_5558.25|nta#T#5_13.0|nta#C#2_10.0|nta#T#4_91.0|nta#C#1_1866.5|lv5p#1_146.0|nta#T#3_286.0|nta#T#2_3383.5|lv5pT_5412.25|nta#T#1_59256.25|nta#UA_1105.5|mlv5p_1023.5|lv5p#-3_480.25|lv5p#-2_780.0|lv5p#-1_4152.0|lv3p#2_415.0|lv3p#1_167486.25|lv5pE_146.0|nta#A#4_197.0|nta#A#3_2641.0|nta#A#2_27020.5|nta#A#1_94379.5|lv3pT_88892.25|mlv5p#2_1.0|mlv5p#1_1022.5|total_787013.0833333333|nta#AU_57.0|lv3pE_167901.25|mlv3p#3_1442.0|mlv3p#2_419.0|nta#G#4_3.0|nta#G#3_1.0|nta#G#2_5.0|nta#G#1_5375.333333333334|lv3p_256793.5|lv3p#-3_3852.0|lv3p#-2_21389.0|lv3p#-1_63651.25|nta#T_63029.75
hsa-miR-128-3p	hsa-mir-128-2	771727.5	1666.0	25966.145417480162	27198.06030501201	3p	mlv3p_293.0|NucVar_24235.0|canonical_484749.0|nta#G_3455.0|nta#C_395.5|nta#A_73894.5|mv_5342.5|lv5p_21577.5|nta#C#2_24.0|lv5p#2_85.0|nta#C#1_371.5|nta#T#3_14.0|lv5p#1_291.0|nta#T#2_516.5|lv5pT_21201.5|nta#T#1_17864.0|nta#UA_75.5|mlv5p_1579.5|lv5p#-2_7803.0|lv5p#-1_13398.5|lv3p#2_968.0|lv3p#1_73996.0|lv5pE_376.0|nta#A#4_23.0|nta#A#3_924.5|nta#A#2_13173.0|nta#A#1_59774.0|lv3pT_62847.5|mlv5p#3_40.5|mlv5p#2_22.0|mlv5p#1_1517.0|total_771727.5|nta#AU_1.0|lv3pE_74964.0|mlv3p#4_1.0|mlv3p#3_21.5|mlv3p#2_270.5|nta#G#2_12.0|nta#G#1_3443.0|lv3p_137811.5|lv3p#-2_13283.0|lv3p#-1_49564.5|nta#T_18394.5
hsa-miR-30d-5p	hsa-mir-30d	710309.0	1672.0	23899.610659649832	25033.482695890423	5p	mlv3p_1169.5|NucVar_2107.5|canonical_50256.0|nta#G_935.5|nta#C_877.5|nta#A_31130.0|mv_21950.0|lv5p_1556.0|nta#C#2_99.5|nta#C#1_778.0|lv5p#1_9.0|nta#T#3_22.0|nta#T#2_115.0|lv5pT_1547.0|nta#T#1_15384.0|nta#UA_24.5|mlv5p_227.5|lv5p#-3_236.0|lv5p#-2_335.5|lv5p#-1_975.5|lv3p#3_164.0|lv3p#2_422644.0|lv3p#1_122682.0|lv5pE_9.0|nta#A#4_12.0|nta#A#3_145.0|nta#A#2_1352.5|nta#A#1_29620.5|lv3pT_39088.5|mlv5p#2_27.0|mlv5p#1_200.5|total_710309.0|nta#AU_40.5|lv3pE_545490.0|mlv3p#2_1169.5|nta#G#3_2.0|nta#G#2_104.5|nta#G#1_829.0|lv3p_584578.5|lv3p#-3_1913.5|lv3p#-2_3329.0|lv3p#-1_33846.0|nta#T_15521.0
hsa-miR-125a-5p	hsa-mir-125a	638631.0	1592.0	21487.876762342632	22507.32862396393	5p	NucVar_4018.0|canonical_62588.0|nta#G_540.0|nta#C_1140.0|nta#A_14186.0|mv_21633.0|lv5p_3268.0|nta#C#2_6.0|nta#C#1_1134.0|nta#T#3_2.0|lv5p#1_36.0|nta#T#2_246.0|lv5pT_3232.0|nta#T#1_10976.0|lv5p#-4_295.0|nta#UA_86.0|mlv5p_300.0|lv5p#-3_523.0|lv5p#-2_825.0|lv5p#-1_1589.0|lv3p#1_53.0|lv5pE_36.0|nta#A#4_17.0|nta#A#3_60.0|nta#A#2_845.0|nta#A#1_13264.0|lv3pT_519681.0|mlv5p#1_300.0|total_638631.0|nta#AU_23.0|lv3pE_53.0|nta#G#4_1.0|nta#G#3_5.0|nta#G#2_43.0|nta#G#1_491.0|lv3p_519734.0|lv3p#-5_1999.0|lv3p#-4_9765.0|lv3p#-3_15680.0|lv3p#-2_437238.0|lv3p#-1_54999.0|nta#T_11224.0
hsa-let-7c-5p	hsa-let-7c	555484.4333333335	1407.0	18690.262525412018	19576.986846128235	5p	mlv3p_207.0|NucVar_13659.516666666668|canonical_377824.0|nta#G_2046.4499999999998|nta#C_1033.8666666666668|nta#A_52214.88333333333|mv_3135.916666666667|lv5p_9443.15|nta#T#6_1.0|nta#T#5_0.25|nta#C#2_1.0|nta#T#4_38.0|lv5p#2_81.0|nta#C#1_1032.8666666666668|lv5p#1_1827.5|nta#T#3_319.0|nta#T#2_162.16666666666666|lv5pT_7534.65|nta#T#1_5472.833333333333|nta#UA_41.0|mlv5p_241.2|lv5p#-3_944.5666666666666|lv5p#-2_1229.7|lv5p#-1_5360.383333333333|lv3p#3_25.0|lv3p#2_401.0|lv3p#1_37295.75|lv5pE_1908.5|nta#A#4_14.0|nta#A#3_615.0|nta#A#2_8123.916666666666|nta#A#1_43461.96666666666|lv3pT_51963.45|mlv5p#2_7.0|mlv5p#1_234.2|total_555484.4333333335|nta#AU_21.25|lv3pE_37721.75|mlv3p#3_16.0|mlv3p#2_191.0|nta#G#2_3.0|nta#G#1_2043.4499999999998|lv3p_89685.2|lv3p#-3_1692.3333333333333|lv3p#-2_6195.5|lv3p#-1_44075.61666666666|nta#T_5993.25
hsa-miR-30a-5p	hsa-mir-30a	487427.0	1476.0	16400.349038237076	17178.432724363312	5p	mlv3p_646.5|NucVar_1935.5|canonical_48040.0|nta#G_668.5|nta#C_596.5|nta#A_23174.5|mv_20514.5|lv5p_2044.0|nta#C#3_1.0|nta#C#2_54.5|nta#C#1_541.0|lv5p#1_28.5|nta#T#2_68.0|lv5pT_2015.5|nta#T#1_8195.5|nta#UA_13.5|mlv5p_112.0|lv5p#-3_453.0|lv5p#-2_309.5|lv5p#-1_1253.0|lv3p#3_69.0|lv3p#2_248464.0|lv3p#1_87718.0|lv5pE_28.5|nta#A#4_7.0|nta#A#3_131.0|nta#A#2_1233.5|nta#A#1_21803.0|lv3pT_45180.5|mlv5p#2_30.0|mlv5p#1_82.0|total_487427.0|nta#AU_86.5|lv3pE_336251.0|mlv3p#3_2.0|mlv3p#2_644.5|nta#G#2_89.0|nta#G#1_579.5|lv3p_381431.5|lv3p#-3_2893.0|lv3p#-2_1511.0|lv3p#-1_40776.5|nta#T_8263.5
hsa-miR-27b-3p	hsa-mir-27b	453664.0	1090.0	15264.332804877007	15988.5203393853	3p	mlv3p_4.0|NucVar_5891.5|canonical_146588.0|nta#G_1366.5|nta#C_422.5|nta#A_36245.0|mv_6473.5|lv5p_6927.0|nta#C#2_72.0|nta#T#4_0.5|nta#C#1_350.5|lv5p#1_3126.5|nta#T#3_440.5|nta#T#2_2541.0|lv5pT_3800.5|nta#T#1_17806.0|nta#UA_40.5|mlv5p_491.0|lv5p#-2_1116.0|lv5p#-1_2684.5|lv3p#2_94.0|lv3p#1_48588.0|lv5pE_3126.5|nta#A#4_31.0|nta#A#3_1587.0|nta#A#2_3396.5|nta#A#1_31230.5|lv3pT_179785.0|mlv5p#2_69.5|mlv5p#1_421.5|total_453664.0|nta#AU_112.0|lv3pE_48682.0|mlv3p#3_2.0|mlv3p#2_2.0|nta#G#3_1.0|nta#G#2_26.0|nta#G#1_1339.5|lv3p_228467.0|lv3p#-2_71593.5|lv3p#-1_108191.5|nta#T_20788.0
hsa-miR-219a-2-3p	hsa-mir-219a-2	404046.0	1280.0	13594.846874513594	14239.828791897247	3p	mlv3p_316.0|NucVar_9234.0|canonical_239182.0|nta#G_429.0|nta#C_1293.0|nta#A_41513.0|mv_17447.0|lv5p_8597.0|nta#C#2_4.0|lv5p#2_20.0|nta#C#1_1289.0|lv5p#1_2418.0|nta#T#3_42.0|nta#T#2_1569.0|lv5pT_6159.0|nta#T#1_13570.0|nta#UA_56.0|mlv5p_769.0|lv5p#-3_628.0|lv5p#-2_1368.0|lv5p#-1_4163.0|lv3p#1_471.0|lv5pE_2438.0|nta#A#4_32.0|nta#A#3_454.0|nta#A#2_4521.0|nta#A#1_36506.0|lv3pT_69614.0|mlv5p#3_17.0|mlv5p#2_62.0|mlv5p#1_690.0|total_404046.0|nta#AU_35.0|lv3pE_471.0|mlv3p#2_316.0|nta#G#3_4.0|nta#G#2_16.0|nta#G#1_409.0|lv3p_70085.0|lv3p#-3_7041.0|lv3p#-2_40890.0|lv3p#-1_21683.0|nta#T_15181.0
hsa-miR-125b-5p	hsa-mir-125b-1	365596.0	1343.0	12301.128183262974	12884.732052792173	5p	mlv3p_96.0|NucVar_11366.5|canonical_190273.0|nta#G_410.0|nta#C_842.0|nta#A_19568.5|mv_4575.0|lv5p_10326.5|nta#C#2_4.0|lv5p#3_10.0|lv5p#2_7.5|nta#C#1_838.0|lv5p#1_156.5|nta#T#2_261.0|lv5pT_10152.5|nta#T#1_5818.5|nta#UA_19.0|mlv5p_1007.5|lv5p#-3_856.0|lv5p#-2_3554.5|lv5p#-1_5742.0|lv3p#2_7.0|lv3p#1_1257.0|lv5pE_174.0|nta#A#4_77.0|nta#A#3_319.0|nta#A#2_6895.0|nta#A#1_12277.5|lv3pT_119787.5|mlv5p#2_111.0|mlv5p#1_896.5|total_365596.0|nta#AU_31.0|lv3pE_1264.0|mlv3p#3_5.0|mlv3p#2_91.0|nta#G#3_2.5|nta#G#2_14.5|nta#G#1_393.0|lv3p_121051.5|lv3p#-3_7159.0|lv3p#-2_77167.5|lv3p#-1_35461.0|nta#T_6079.5
hsa-miR-125b-5p	hsa-mir-125b-2	364398.0	1313.0	12260.819340815166	12842.51083319665	5p	mlv3p_96.0|NucVar_11366.5|canonical_190273.0|nta#G_411.0|nta#C_842.0|nta#A_19626.5|mv_4542.0|lv5p_10316.5|nta#C#2_4.0|lv5p#2_7.5|nta#C#1_838.0|lv5p#1_156.5|nta#T#2_38.0|lv5pT_10152.5|nta#T#1_5790.5|nta#UA_19.0|mlv5p_1007.5|lv5p#-3_856.0|lv5p#-2_3554.5|lv5p#-1_5742.0|lv3p#1_301.0|lv5pE_164.0|nta#A#4_77.0|nta#A#3_319.0|nta#A#2_6894.0|nta#A#1_12336.5|lv3pT_119787.5|mlv5p#2_111.0|mlv5p#1_896.5|total_364398.0|nta#AU_32.0|lv3pE_301.0|mlv3p#3_5.0|mlv3p#2_91.0|nta#G#3_3.5|nta#G#2_14.5|nta#G#1_393.0|lv3p_120088.5|lv3p#-3_7159.0|lv3p#-2_77167.5|lv3p#-1_35461.0|nta#T_5828.5
