name	pre-microRNA	RC_adj	UR	180322-190603_Brain_S36180322-190603_Brain_S36(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-9-5p	hsa-mir-9-1	249327.333333338	2119.0	45524.031028417725	48563.09195402614	5p	mlv3p_30.66666666666666|NucVar_5079.999999999982|canonical_48880.666666666664|nta#G_301.33333333333303|nta#C_678.5000000000023|nta#A_9245.500000000007|mv_8832.833333333354|lv5p_8525.666666666673|nta#C#2_2.6666666666666665|nta#C#1_675.8333333333354|lv5p#1_75.0|nta#T#3_4.0|nta#T#2_396.6666666666666|lv5pT_8450.666666666675|nta#T#1_12269.50000000005|lv5p#-4_219.66666666666674|nta#UA_94.3333333333333|mlv5p_58.66666666666667|lv5p#-3_809.0000000000003|lv5p#-2_1947.0|lv5p#-1_5474.999999999995|lv3p#2_2.666666666666667|lv3p#1_67.99999999999997|lv5pE_75.0|nta#A#4_6.666666666666667|nta#A#3_100.6666666666666|nta#A#2_1322.3333333333308|nta#A#1_7815.833333333308|lv3pT_154952.66666666706|mlv5p#2_18.0|mlv5p#1_40.66666666666667|total_249327.333333338|nta#AU_11.000000000000002|lv3pE_70.66666666666664|mlv3p#2_30.66666666666666|nta#G#3_0.3333333333333333|nta#G#2_17.999999999999996|nta#G#1_282.9999999999998|lv3p_155023.33333333378|lv3p#-4_1307.0|lv3p#-3_1958.666666666666|lv3p#-2_86241.66666666661|lv3p#-1_65445.333333333394|nta#T_12670.166666666719
hsa-miR-9-5p	hsa-mir-9-2	249327.333333338	2119.0	45524.031028417725	48563.09195402614	5p	mlv3p_30.66666666666666|NucVar_5079.999999999982|canonical_48880.666666666664|nta#G_301.33333333333303|nta#C_678.5000000000023|nta#A_9245.500000000007|mv_8832.833333333354|lv5p_8525.666666666673|nta#C#2_2.6666666666666665|nta#C#1_675.8333333333354|lv5p#1_75.0|nta#T#3_4.0|nta#T#2_396.6666666666666|lv5pT_8450.666666666675|nta#T#1_12269.50000000005|lv5p#-4_219.66666666666674|nta#UA_94.3333333333333|mlv5p_58.66666666666667|lv5p#-3_809.0000000000003|lv5p#-2_1947.0|lv5p#-1_5474.999999999995|lv3p#2_2.666666666666667|lv3p#1_67.99999999999997|lv5pE_75.0|nta#A#4_6.666666666666667|nta#A#3_100.6666666666666|nta#A#2_1322.3333333333308|nta#A#1_7815.833333333308|lv3pT_154952.66666666706|mlv5p#2_18.0|mlv5p#1_40.66666666666667|total_249327.333333338|nta#AU_11.000000000000002|lv3pE_70.66666666666664|mlv3p#2_30.66666666666666|nta#G#3_0.3333333333333333|nta#G#2_17.999999999999996|nta#G#1_282.9999999999998|lv3p_155023.33333333378|lv3p#-4_1307.0|lv3p#-3_1958.666666666666|lv3p#-2_86241.66666666661|lv3p#-1_65445.333333333394|nta#T_12670.166666666719
hsa-miR-9-5p	hsa-mir-9-3	249004.333333338	2067.0	45465.055296292434	48500.17916186877	5p	mlv3p_30.66666666666666|NucVar_5079.999999999982|canonical_48880.666666666664|nta#G_301.33333333333303|nta#C_678.0000000000023|nta#A_9220.000000000007|mv_8557.333333333334|lv5p_8491.666666666673|nta#C#2_2.6666666666666665|nta#C#1_675.3333333333354|lv5p#1_41.0|nta#T#3_4.0|nta#T#2_396.6666666666666|lv5pT_8450.666666666675|nta#T#1_12266.00000000005|lv5p#-4_219.66666666666674|nta#UA_93.3333333333333|mlv5p_74.66666666666667|lv5p#-3_809.0000000000003|lv5p#-2_1947.0|lv5p#-1_5474.999999999995|lv3p#2_2.666666666666667|lv3p#1_67.99999999999997|lv5pE_41.0|nta#A#4_6.666666666666667|nta#A#3_100.6666666666666|nta#A#2_1309.3333333333308|nta#A#1_7803.333333333308|lv3pT_154952.66666666706|mlv5p#2_34.0|mlv5p#1_40.66666666666667|total_249004.333333338|nta#AU_11.000000000000002|lv3pE_70.66666666666664|mlv3p#2_30.66666666666666|nta#G#3_0.3333333333333333|nta#G#2_17.999999999999996|nta#G#1_282.9999999999998|lv3p_155023.33333333378|lv3p#-4_1307.0|lv3p#-3_1958.666666666666|lv3p#-2_86241.66666666661|lv3p#-1_65445.333333333394|nta#T_12666.666666666719
hsa-miR-128-3p	hsa-mir-128-1	205082.5	1532.0	37445.48168292273	39945.24054988507	3p	mlv3p_1504.5|NucVar_8369.0|canonical_85657.0|nta#G_522.0|nta#C_129.0|nta#A_15733.5|mv_5939.0|lv5p_6099.0|nta#C#2_0.5|lv5p#2_18.0|nta#C#1_128.5|lv5p#1_81.0|nta#T#2_44.5|lv5pT_6000.0|nta#T#1_439.0|nta#UA_66.0|mlv5p_290.0|lv5p#-2_2456.0|lv5p#-1_3544.0|lv3p#3_23.0|lv3p#2_6016.0|lv3p#1_64523.0|lv5pE_99.0|nta#A#4_27.5|nta#A#3_252.5|nta#A#2_2639.5|nta#A#1_12814.0|lv3pT_9794.0|mlv5p#1_290.0|total_205082.5|lv3pE_70562.0|mlv3p#4_1.0|mlv3p#3_2.5|mlv3p#2_1501.0|nta#G#2_1.0|nta#G#1_521.0|lv3p_80356.0|lv3p#-2_1727.5|lv3p#-1_8066.5|nta#T_483.5
hsa-let-7a-5p	hsa-let-7a-1	198329.06666666912	1348.0	36212.38980926173	38629.830804843376	5p	mlv3p_551.8333333333334|NucVar_9714.500000000016|canonical_129927.33333333333|nta#G_524.1666666666679|nta#C_264.98333333333346|nta#A_10249.233333333375|mv_1095.6333333333341|lv5p_4085.200000000002|nta#C#2_0.3333333333333333|nta#T#4_4.783333333333333|nta#C#1_264.65000000000015|lv5p#1_872.0|nta#T#3_152.01666666666665|nta#T#2_33.283333333333346|lv5pT_3213.200000000002|nta#T#1_81.38333333333331|mlv5p_188.75|lv5p#-3_460.2833333333333|lv5p#-2_571.5500000000003|lv5p#-1_2181.3666666666672|lv3p#2_492.0|lv3p#1_6748.1166666666595|lv5pE_872.0|nta#A#3_70.0|nta#A#2_794.6000000000006|nta#A#1_9384.633333333366|lv3pT_34215.85000000001|mlv5p#2_94.0|mlv5p#1_94.75|total_198329.06666666912|nta#AU_5.4|lv3pE_7240.1166666666595|mlv3p#3_20.0|mlv3p#2_531.8333333333334|nta#G#2_0.6666666666666666|nta#G#1_523.500000000001|lv3p_41455.96666666674|lv3p#-3_504.74999999999983|lv3p#-2_3254.283333333333|lv3p#-1_30456.81666666667|nta#T_271.4666666666665
hsa-let-7a-5p	hsa-let-7a-3	198109.40000000244	1333.0	36172.281442419044	38587.0449121378	5p	mlv3p_74.0|NucVar_9714.500000000016|canonical_129927.33333333333|nta#G_495.16666666666606|nta#C_291.9833333333328|nta#A_10233.400000000041|mv_1786.633333333331|lv5p_4196.700000000002|nta#C#2_0.3333333333333333|nta#T#4_4.783333333333333|nta#C#1_291.64999999999947|lv5p#1_983.5|nta#T#3_151.01666666666665|nta#T#2_33.78333333333335|lv5pT_3213.200000000002|nta#T#1_117.38333333333331|nta#UA_10.0|mlv5p_118.25|lv5p#-3_460.2833333333333|lv5p#-2_571.5500000000003|lv5p#-1_2181.3666666666672|lv3p#2_0.5|lv3p#1_6748.1166666666595|lv5pE_983.5|nta#A#3_50.66666666666667|nta#A#2_795.6000000000006|nta#A#1_9387.133333333366|lv3pT_34215.85000000001|mlv5p#3_14.0|mlv5p#2_9.5|mlv5p#1_94.75|total_198109.40000000244|nta#AU_5.4|lv3pE_6748.6166666666595|mlv3p#2_74.0|nta#G#2_2.6666666666666665|nta#G#1_492.4999999999994|lv3p_40964.46666666674|lv3p#-3_504.74999999999983|lv3p#-2_3254.283333333333|lv3p#-1_30456.81666666667|nta#T_306.96666666666647
hsa-let-7f-5p	hsa-let-7f-2	197779.41666666686	1011.0	36112.03064157505	38522.771931129944	5p	mlv3p_87.33333333333333|NucVar_10450.500000000004|canonical_134704.0|nta#G_116.3|nta#C_196.03333333333333|nta#A_10167.8|mv_1294.3500000000001|lv5p_4682.566666666665|nta#T#4_6.25|lv5p#2_24.0|nta#C#1_196.03333333333333|lv5p#1_800.0|nta#T#3_149.6|nta#T#2_16.53333333333333|lv5pT_3858.5666666666666|nta#T#1_45.866666666666674|nta#UA_0.5|mlv5p_171.0|lv5p#-3_771.5000000000001|lv5p#-2_747.6333333333332|lv5p#-1_2339.433333333333|lv3p#2_37.5|lv3p#1_8413.45|lv5pE_824.0|nta#A#3_84.0|nta#A#2_1033.1999999999998|nta#A#1_9050.600000000002|lv3pT_27240.33333333333|mlv5p#2_7.0|mlv5p#1_164.0|total_197779.41666666686|nta#AU_1.0|lv3pE_8450.95|mlv3p#3_38.0|mlv3p#2_49.333333333333336|nta#G#2_3.5|nta#G#1_112.8|lv3p_35691.28333333334|lv3p#-3_251.66666666666669|lv3p#-2_2448.2|lv3p#-1_24540.466666666664|nta#T_218.25
hsa-let-7a-5p	hsa-let-7a-2	197314.90000000247	1293.0	36027.21574838332	38432.29502554639	5p	mlv3p_87.0|NucVar_9714.500000000016|canonical_129927.33333333333|nta#G_493.16666666666606|nta#C_264.98333333333346|nta#A_11039.06666666671|mv_904.9666666666681|lv5p_3480.700000000002|nta#C#2_0.3333333333333333|nta#T#4_4.783333333333333|nta#C#1_264.65000000000015|lv5p#1_267.5|nta#T#3_151.01666666666665|nta#T#2_33.283333333333346|lv5pT_3213.200000000002|nta#T#1_81.38333333333331|mlv5p_94.75|lv5p#-3_460.2833333333333|lv5p#-2_571.5500000000003|lv5p#-1_2181.3666666666672|lv3p#2_74.0|lv3p#1_6748.1166666666595|lv5pE_267.5|nta#A#3_131.00000000000006|nta#A#2_1617.933333333332|nta#A#1_9290.133333333364|lv3pT_34215.85000000001|mlv5p#1_94.75|total_197314.90000000247|nta#AU_5.4|lv3pE_6822.1166666666595|mlv3p#2_87.0|nta#G#2_0.6666666666666666|nta#G#1_492.4999999999994|lv3p_41037.96666666674|lv3p#-3_504.74999999999983|lv3p#-2_3254.283333333333|lv3p#-1_30456.81666666667|nta#T_270.46666666666647
hsa-let-7f-5p	hsa-let-7f-1	189446.46666666685	904.0	34590.53891707534	36899.709542870754	5p	mlv3p_49.333333333333336|NucVar_10450.500000000004|canonical_134704.0|nta#G_117.8|nta#C_196.03333333333333|nta#A_10135.8|mv_812.5999999999999|lv5p_4078.5666666666666|lv5p#2_9.5|nta#C#1_196.03333333333333|lv5p#1_210.5|nta#T#3_148.6|nta#T#2_17.03333333333333|lv5pT_3858.5666666666666|nta#T#1_45.866666666666674|nta#UA_0.5|mlv5p_171.0|lv5p#-3_771.5000000000001|lv5p#-2_747.6333333333332|lv5p#-1_2339.433333333333|lv3p#2_82.0|lv3p#1_1197.0|lv5pE_220.0|nta#A#3_84.0|nta#A#2_1032.6999999999998|nta#A#1_9019.100000000002|lv3pT_27240.33333333333|mlv5p#2_7.0|mlv5p#1_164.0|total_189446.46666666685|nta#AU_1.0|lv3pE_1279.0|mlv3p#2_49.333333333333336|nta#G#2_5.5|nta#G#1_112.3|lv3p_28519.33333333333|lv3p#-3_251.66666666666669|lv3p#-2_2448.2|lv3p#-1_24540.466666666664|nta#T_211.5
hsa-miR-30d-5p	hsa-mir-30d	186857.0	1482.0	34117.734915587105	36395.34242770531	5p	mlv3p_718.5|NucVar_740.5|canonical_9612.0|nta#G_372.0|nta#C_253.5|nta#A_9032.0|mv_8861.0|lv5p_498.0|nta#C#2_52.5|nta#C#1_201.0|nta#T#3_6.0|nta#T#2_50.0|lv5pT_498.0|nta#T#1_4485.5|nta#UA_18.5|mlv5p_22.5|lv5p#-3_63.0|lv5p#-2_156.0|lv5p#-1_279.0|lv3p#3_47.5|lv3p#2_115482.5|lv3p#1_27675.0|nta#A#3_21.0|nta#A#2_442.0|nta#A#1_8569.0|lv3pT_9000.5|mlv5p#1_22.5|total_186857.0|nta#AU_45.0|lv3pE_143205.0|mlv3p#3_4.0|mlv3p#2_714.5|nta#G#2_29.0|nta#G#1_343.0|lv3p_152205.5|lv3p#-3_406.5|lv3p#-2_397.0|lv3p#-1_8197.0|nta#T_4541.5
