name	pre-microRNA	RC_adj	UR	32160002_EXO_S2332160002_EXO_S23(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-30a-5p	hsa-mir-30a	484901.0	953.0	67359.99110944413	162698.58312608796	5p	mlv3p_172.5|NucVar_1298.0|canonical_88129.0|nta#G_544.0|nta#C_723.0|nta#A_31991.0|mv_20130.5|lv5p_4554.0|nta#C#2_22.5|nta#C#1_700.5|lv5p#1_39.5|nta#T#2_206.0|lv5pT_4514.5|nta#T#1_10574.0|nta#UA_1.0|mlv5p_67.0|lv5p#-3_977.0|lv5p#-2_800.5|lv5p#-1_2737.0|lv3p#3_16.0|lv3p#2_150417.5|lv3p#1_124502.0|lv5pE_39.5|nta#A#4_3.0|nta#A#3_103.5|nta#A#2_1365.0|nta#A#1_30519.5|lv3pT_51576.5|mlv5p#2_11.0|mlv5p#1_56.0|total_484901.0|nta#AU_27.0|lv3pE_274935.5|mlv3p#3_17.0|mlv3p#2_155.5|nta#G#2_111.0|nta#G#1_433.0|lv3p_326512.0|lv3p#-3_3540.0|lv3p#-2_3324.0|lv3p#-1_44712.5|nta#T_10780.0
hsa-miR-30d-5p	hsa-mir-30d	215334.5	719.0	29913.178165350448	72251.0740298836	5p	mlv3p_44.0|NucVar_585.0|canonical_40310.0|nta#G_302.0|nta#C_238.0|nta#A_19322.5|mv_6005.0|lv5p_1829.5|nta#C#2_11.0|nta#C#1_227.0|lv5p#1_14.0|nta#T#2_85.0|lv5pT_1815.5|nta#T#1_5840.0|nta#UA_12.0|mlv5p_11.5|lv5p#-3_144.5|lv5p#-2_357.0|lv5p#-1_1314.0|lv3p#3_19.0|lv3p#2_55674.5|lv3p#1_54054.5|lv5pE_14.0|nta#A#4_16.0|nta#A#3_62.5|nta#A#2_1053.5|nta#A#1_18190.5|lv3pT_31014.0|mlv5p#1_11.5|total_215334.5|nta#AU_8.0|lv3pE_109748.0|mlv3p#2_44.0|nta#G#2_59.0|nta#G#1_243.0|lv3p_140762.0|lv3p#-3_1638.5|lv3p#-2_5143.5|lv3p#-1_24232.0|nta#T_5925.0
hsa-let-7b-5p	hsa-let-7b	176819.0	738.0	24562.799969438714	59327.98812494044	5p	mlv3p_210.0|NucVar_1184.0|canonical_65244.0|nta#G_1120.5|nta#C_336.0|nta#A_23941.25|mv_1377.75|lv5p_1205.5|nta#T#6_1.0|nta#T#5_2.0|lv5p#3_13.0|nta#T#4_8.0|nta#C#1_336.0|nta#T#3_16.0|nta#T#2_1644.0|lv5pT_1192.5|nta#T#1_16680.5|nta#UA_254.0|mlv5p_50.5|lv5p#-3_155.0|lv5p#-2_215.0|lv5p#-1_822.5|lv3p#2_140.0|lv3p#1_45451.5|lv5pE_13.0|nta#A#3_376.0|nta#A#2_6871.0|nta#A#1_16694.25|lv3pT_18206.5|mlv5p#3_12.0|mlv5p#1_38.5|total_176819.0|nta#AU_4.0|lv3pE_45591.5|mlv3p#3_178.0|mlv3p#2_32.0|nta#G#1_1120.5|lv3p_63798.0|lv3p#-3_471.0|lv3p#-2_4524.5|lv3p#-1_13211.0|nta#T_18351.5
hsa-miR-10b-5p	hsa-mir-10b	158058.5	571.0	21956.68632313003	53033.28720921337	5p	NucVar_400.0|canonical_18627.0|nta#G_76.0|nta#C_233.0|nta#A_8698.5|mv_10665.0|lv5p_5974.5|nta#C#2_1.0|nta#C#1_232.0|lv5p#1_8.0|nta#T#2_16.0|lv5pT_5966.5|nta#T#1_441.5|lv5p#-4_66.0|mlv5p_14.0|lv5p#-3_219.0|lv5p#-2_244.0|lv5p#-1_5437.5|lv3p#2_15.0|lv3p#1_2268.5|lv5pE_8.0|nta#A#3_27.0|nta#A#2_513.5|nta#A#1_8158.0|lv3pT_110629.5|mlv5p#1_14.0|total_158058.5|lv3pE_2283.5|nta#G#2_1.0|nta#G#1_75.0|lv3p_112913.0|lv3p#-4_355.0|lv3p#-3_805.5|lv3p#-2_7922.0|lv3p#-1_101547.0|nta#T_457.5
hsa-miR-10a-5p	hsa-mir-10a	143171.5	628.0	19888.659679245415	48038.259756190855	5p	NucVar_392.0|canonical_21463.0|nta#G_93.0|nta#C_176.0|nta#A_12683.5|mv_15947.0|lv5p_12879.5|nta#C#1_176.0|lv5p#1_58.0|nta#T#2_17.0|lv5pT_12821.5|nta#T#1_322.5|lv5p#-4_63.0|mlv5p_32.0|lv5p#-3_219.0|lv5p#-2_516.0|lv5p#-1_12023.5|lv3p#2_19.0|lv3p#1_2753.5|lv5pE_58.0|nta#A#4_11.0|nta#A#3_65.0|nta#A#2_792.5|nta#A#1_11815.0|lv3pT_76393.5|mlv5p#1_32.0|total_143171.5|nta#AU_1.0|lv3pE_2772.5|nta#G#2_2.0|nta#G#1_91.0|lv3p_79166.0|lv3p#-4_190.0|lv3p#-3_695.5|lv3p#-2_5656.0|lv3p#-1_69852.0|nta#T_339.5
hsa-miR-26a-5p	hsa-mir-26a-2	117702.99999999999	556.0	16350.704646010014	39492.82705065555	5p	mlv3p_680.0|NucVar_1365.8333333333333|canonical_87013.5|nta#G_118.5|nta#C_170.5|nta#A_7617.5|mv_522.8333333333333|lv5p_3591.5|nta#C#3_0.5|nta#C#2_1.0|nta#T#4_2.0|nta#C#1_169.0|lv5p#1_159.0|nta#T#3_94.0|nta#T#2_697.0|lv5pT_3432.5|nta#T#1_6103.0|nta#UA_10.0|mlv5p_84.5|lv5p#-3_178.0|lv5p#-2_580.5|lv5p#-1_2674.0|lv3p#2_63.0|lv3p#1_208.5|lv5pE_159.0|nta#A#3_48.0|nta#A#2_878.5|nta#A#1_6691.0|lv3pT_9370.833333333334|mlv5p#2_25.0|mlv5p#1_59.5|total_117702.99999999999|nta#AU_3.0|lv3pE_271.5|mlv3p#3_78.0|mlv3p#2_602.0|nta#G#1_118.5|lv3p_9642.333333333334|lv3p#-3_167.0|lv3p#-2_1253.3333333333333|lv3p#-1_7950.5|nta#T_6896.0
hsa-miR-26a-5p	hsa-mir-26a-1	117347.99999999999	543.0	16301.389843929068	39373.7140832462	5p	mlv3p_611.0|NucVar_1365.8333333333333|canonical_87013.5|nta#G_118.5|nta#C_170.5|nta#A_7610.5|mv_482.8333333333333|lv5p_3487.5|nta#C#3_0.5|nta#C#2_1.0|nta#T#4_2.0|nta#C#1_169.0|lv5p#1_55.0|nta#T#3_2.0|nta#T#2_697.0|lv5pT_3432.5|nta#T#1_6085.0|nta#UA_10.0|mlv5p_59.5|lv5p#-3_178.0|lv5p#-2_580.5|lv5p#-1_2674.0|lv3p#2_63.0|lv3p#1_208.5|lv5pE_55.0|nta#A#3_48.0|nta#A#2_878.5|nta#A#1_6684.0|lv3pT_9370.833333333334|mlv5p#1_59.5|total_117347.99999999999|nta#AU_3.0|lv3pE_271.5|mlv3p#3_9.0|mlv3p#2_602.0|nta#G#1_118.5|lv3p_9642.333333333334|lv3p#-3_167.0|lv3p#-2_1253.3333333333333|lv3p#-1_7950.5|nta#T_6786.0
hsa-let-7a-5p	hsa-let-7a-2	83378.7666666662	459.0	11582.55598850704	27976.034694643404	5p	mlv3p_7.0|NucVar_781.7833333333335|canonical_54904.333333333336|nta#G_222.50000000000006|nta#C_84.66666666666666|nta#A_4800.64999999999|mv_501.3666666666665|lv5p_1082.8666666666668|nta#T#4_0.6666666666666666|nta#C#1_84.66666666666666|lv5p#1_130.83333333333331|nta#T#3_9.166666666666668|nta#T#2_4.0|lv5pT_952.033333333334|nta#T#1_32.266666666666666|mlv5p_26.0|lv5p#-3_146.83333333333337|lv5p#-2_151.08333333333337|lv5p#-1_654.116666666667|lv3p#2_90.0|lv3p#1_3929.1833333333348|lv5pE_130.83333333333331|nta#A#4_6.0|nta#A#3_35.5|nta#A#2_928.5833333333336|nta#A#1_3830.5666666666707|lv3pT_16902.31666666665|mlv5p#1_26.0|total_83378.7666666662|nta#AU_0.6|lv3pE_4019.1833333333348|mlv3p#2_7.0|nta#G#2_3.3333333333333335|nta#G#1_219.1666666666667|lv3p_20921.49999999997|lv3p#-3_204.08333333333334|lv3p#-2_2118.6166666666672|lv3p#-1_14579.61666666667|nta#T_46.100000000000016
hsa-let-7a-5p	hsa-let-7a-1	83372.93333333287	457.0	11581.745651383644	27974.07743931039	5p	mlv3p_306.0|NucVar_781.7833333333335|canonical_54904.333333333336|nta#G_222.50000000000006|nta#C_84.66666666666666|nta#A_4238.649999999987|mv_505.8666666666665|lv5p_1142.0333333333335|nta#T#5_1.0|nta#T#4_0.6666666666666666|nta#C#1_84.66666666666666|lv5p#1_190.0|nta#T#3_9.166666666666668|nta#T#2_4.0|lv5pT_952.033333333334|nta#T#1_23.266666666666662|mlv5p_89.0|lv5p#-3_146.83333333333337|lv5p#-2_151.08333333333337|lv5p#-1_654.116666666667|lv3p#2_228.5|lv3p#1_3929.1833333333348|lv5pE_190.0|nta#A#3_34.0|nta#A#2_374.08333333333326|nta#A#1_3830.5666666666707|lv3pT_16902.31666666665|mlv5p#2_63.0|mlv5p#1_26.0|total_83372.93333333287|nta#AU_0.6|lv3pE_4157.683333333332|mlv3p#3_10.0|mlv3p#2_296.0|nta#G#2_3.3333333333333335|nta#G#1_219.1666666666667|lv3p_21059.99999999997|lv3p#-3_204.08333333333334|lv3p#-2_2118.6166666666672|lv3p#-1_14579.61666666667|nta#T_38.100000000000016
hsa-let-7a-5p	hsa-let-7a-3	83135.93333333287	456.0	11548.822811684535	27894.556951208935	5p	mlv3p_16.0|NucVar_781.7833333333335|canonical_54904.333333333336|nta#G_279.49999999999983|nta#C_94.66666666666666|nta#A_4242.64999999999|mv_794.866666666667|lv5p_1113.5333333333335|nta#T#4_0.6666666666666666|nta#C#1_94.66666666666666|lv5p#1_161.5|nta#T#3_9.166666666666668|nta#T#2_4.0|lv5pT_952.033333333334|nta#T#1_22.266666666666662|mlv5p_41.0|lv5p#-3_146.83333333333337|lv5p#-2_151.08333333333337|lv5p#-1_654.116666666667|lv3p#1_3929.1833333333348|lv5pE_161.5|nta#A#3_27.0|nta#A#2_374.08333333333326|nta#A#1_3841.5666666666707|lv3pT_16902.31666666665|mlv5p#2_15.0|mlv5p#1_26.0|total_83135.93333333287|nta#AU_0.6|lv3pE_3929.1833333333348|mlv3p#2_16.0|nta#G#3_10.0|nta#G#2_50.333333333333336|nta#G#1_219.1666666666667|lv3p_20831.49999999997|lv3p#-3_204.08333333333334|lv3p#-2_2118.6166666666672|lv3p#-1_14579.61666666667|nta#T_36.100000000000016
hsa-miR-21-5p	hsa-mir-21	80419.0	384.0	11171.40019309176	26982.945707302868	5p	lv5p#-2_387.0|nta#A#1_6040.0|lv5p_1613.0|lv5p#-1_967.0|canonical_35168.0|nta#C#3_1.0|lv3pE_21141.0|nta#C#2_13.0|nta#C#1_168.0|nta#AU_2.0|lv5pE_47.0|nta#G_112.0|mlv5p#1_98.0|mlv5p_98.0|nta#C_182.0|nta#G#2_3.0|nta#G#1_109.0|lv3p_34301.0|nta#A_6449.0|lv3p#2_1379.0|lv3p#1_19762.0|NucVar_571.0|nta#T#1_217.0|mv_1708.0|lv3p#-3_61.0|lv3pT_13160.0|lv5p#1_47.0|lv3p#-2_723.0|lv3p#-1_12376.0|lv5pT_1566.0|nta#T_217.0|nta#A#3_8.0|lv5p#-3_212.0|nta#A#2_401.0|total_80419.0
