name	pre-microRNA	RC_adj	UR	32151648_EXO_S432151648_EXO_S4(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-30a-5p	hsa-mir-30a	16976.0	175.0	2502.7370000238834	176759.68346522283	5p	lv5p_126.0|nta#A#1_1124.0|lv5p#-1_65.0|canonical_2473.0|lv3pE_10561.0|nta#C#1_4.0|nta#G_58.0|nta#C_4.0|nta#G#2_4.0|nta#G#1_54.0|lv3p_11724.0|nta#A_1187.0|lv3p#2_6213.0|lv3p#1_4348.0|nta#T#3_1.0|NucVar_23.0|nta#T#1_718.5|mlv3p_11.0|mv_650.5|lv3p#-3_62.0|lv3pT_1163.0|lv3p#-2_94.0|lv3p#-1_1007.0|lv5pT_126.0|mlv3p#2_11.0|nta#T_719.5|nta#A#3_1.0|lv5p#-3_61.0|total_16976.0|nta#A#2_62.0
hsa-miR-320a-3p	hsa-mir-320a	5835.361904761904	104.0	860.2954846593698	60759.7032982289	3p	lv5p#-2_61.0|lv5p_156.0|nta#A#1_4.4|lv5p#-1_95.0|canonical_2273.0|lv3pE_1013.0|nta#C#1_37.0|nta#G_106.2|nta#C_37.0|nta#A_4.4|nta#G#1_106.2|lv3p_1460.3333333333333|nta#UA_2.0|lv3p#3_36.0|lv3p#2_244.0|lv3p#1_733.0|nta#T#3_24.0|NucVar_26.333333333333332|nta#T#2_291.33333333333337|nta#T#1_1068.6190476190477|mv_276.1428571428571|mlv3p_112.0|lv3p#-3_5.0|lv3pT_447.3333333333333|lv3p#-2_154.33333333333334|lv3p#-1_288.0|lv5pT_156.0|mlv3p#2_112.0|nta#T_1383.9523809523807|total_5835.361904761904
hsa-let-7b-5p	hsa-let-7b	5342.0	81.0	787.560146920805	55622.65722615577	5p	lv5p_1.0|nta#A#1_272.0|lv5p#-1_1.0|canonical_2042.0|lv3pE_1689.0|nta#C#1_1.0|nta#G_57.0|nta#C_1.0|nta#G#1_57.0|lv3p_2335.0|nta#A_460.0|nta#UA_1.0|nta#T#4_1.0|lv3p#1_1689.0|NucVar_24.0|nta#T#2_16.0|nta#T#1_313.0|mv_65.0|mlv3p_27.0|lv3p#-3_13.0|lv3pT_646.0|lv3p#-2_98.0|lv3p#-1_535.0|lv5pT_1.0|mlv3p#3_26.0|mlv3p#2_1.0|nta#T_330.0|total_5342.0|nta#A#2_188.0
hsa-miR-30d-5p	hsa-mir-30d	5130.0	96.0	756.3054200119299	53415.2436484798	5p	lv5p_80.0|nta#A#1_274.0|lv5p#-1_79.0|canonical_760.0|lv3pE_2903.5|nta#G_2.0|nta#G#2_2.0|lv3p_3496.0|nta#A_339.0|nta#UA_1.0|lv3p#2_1688.0|lv3p#1_1215.5|NucVar_13.5|nta#T#2_44.0|nta#T#1_227.0|mv_168.5|lv3p#-3_27.0|lv3pT_592.5|lv3p#-2_177.0|lv3p#-1_388.5|lv5pT_80.0|nta#T_271.0|nta#A#3_31.0|lv5p#-3_1.0|total_5130.0|nta#A#2_34.0
hsa-miR-125a-5p	hsa-mir-125a	4561.0	71.0	672.4189124121662	47490.628904623074	5p	nta#A#1_138.0|canonical_179.0|nta#C#1_3.0|nta#C_3.0|lv3p_3964.0|nta#A_156.0|NucVar_5.0|nta#T#1_56.0|mv_198.0|lv3p#-5_17.0|lv3p#-4_38.0|lv3p#-3_98.0|lv3pT_3964.0|lv3p#-2_2787.0|lv3p#-1_1024.0|nta#T_56.0|nta#A#3_18.0|total_4561.0
hsa-miR-10b-5p	hsa-mir-10b	3676.5	65.0	542.0188843418831	38280.92461474385	5p	lv5p#-2_1.0|nta#A#1_209.5|lv5p_230.0|lv5p#-1_229.0|canonical_509.0|lv3pE_93.0|nta#G_1.0|nta#G#2_1.0|lv3p_2125.5|nta#A_210.5|lv3p#1_93.0|NucVar_6.0|mv_594.5|lv3p#-3_1.0|lv3pT_2032.5|lv3p#-2_74.0|lv3p#-1_1957.5|lv5pT_230.0|total_3676.5|nta#A#2_1.0
hsa-miR-10a-5p	hsa-mir-10a	3571.5	73.0	526.5389488445629	37187.63015410246	5p	lv5p#-2_3.0|nta#A#1_295.5|lv5p_511.0|lv5p#-1_508.0|canonical_312.0|lv3pE_72.0|nta#C#1_4.0|nta#G_1.0|nta#C_4.0|nta#G#1_1.0|lv3p_1723.5|nta#A_303.5|lv3p#1_72.0|NucVar_5.0|nta#T#1_29.0|mv_682.5|lv3p#-3_2.0|lv3pT_1651.5|lv3p#-2_196.0|lv3p#-1_1453.5|lv5pT_511.0|nta#T_29.0|nta#A#2_8.0|total_3571.5
hsa-miR-204-5p	hsa-mir-204	3002.0	63.0	442.57872726624043	31257.809246147437	5p	lv5p_127.0|lv5p#-1_103.0|canonical_1606.0|lv3pE_548.0|nta#C#1_4.0|lv5pE_7.0|mlv5p#1_31.0|mlv5p_31.0|nta#C_4.0|lv3p_574.0|lv3p#2_21.0|lv3p#1_527.0|NucVar_24.0|nta#T#2_37.0|nta#T#1_584.0|mv_15.0|lv3pT_26.0|lv5p#1_7.0|lv3p#-2_1.0|lv3p#-1_25.0|lv5pT_120.0|nta#T_621.0|lv5p#-3_17.0|total_3002.0
hsa-miR-99a-5p	hsa-mir-99a	2085.5	42.0	307.46100456820267	21714.91045397751	5p	lv5p_17.0|nta#A#1_532.5|lv5p#-1_17.0|canonical_494.0|nta#C#1_1.0|nta#G_2.0|nta#C_1.0|nta#G#2_1.0|nta#G#1_1.0|lv3p_946.0|nta#A_547.5|NucVar_5.0|nta#T#1_42.0|mv_31.0|lv3pT_946.0|lv3p#-2_104.0|lv3p#-1_842.0|lv5pT_17.0|nta#T_42.0|nta#A#3_15.0|total_2085.5
hsa-miR-221-3p	hsa-mir-221	1802.0	32.0	265.6651787254381	18763.01541024573	3p	lv5p_83.0|lv5p#-1_82.0|canonical_335.0|lv3pE_2.0|nta#C#1_1.0|nta#G_9.0|nta#C_1.0|nta#G#1_9.0|lv3p_998.0|lv3p#1_2.0|NucVar_5.0|nta#T#1_371.0|lv3p#-3_349.0|lv3pT_996.0|lv3p#-2_68.0|lv3p#-1_579.0|lv5pT_83.0|nta#T_371.0|lv5p#-3_1.0|total_1802.0
hsa-miR-21-5p	hsa-mir-21	1766.0	49.0	260.3577722692141	18388.17159516868	5p	lv5p_7.0|nta#A#1_185.0|lv5p#-1_6.0|canonical_675.0|lv3pE_604.0|nta#C#2_1.0|nta#C#1_21.0|nta#G_1.0|nta#C_22.0|nta#G#1_1.0|lv3p_807.0|nta#A_211.0|lv3p#2_2.0|lv3p#1_602.0|NucVar_11.0|mv_32.0|lv3p#-3_44.0|lv3pT_203.0|lv3p#-2_34.0|lv3p#-1_125.0|lv5pT_7.0|lv5p#-3_1.0|total_1766.0|nta#A#2_26.0
hsa-miR-26a-5p	hsa-mir-26a-1	1709.5	50.0	252.0280926920846	17799.87505206164	5p	lv5p#-2_9.5|lv5p_134.0|nta#A#1_90.5|lv5p#-1_106.0|canonical_1200.0|lv3pE_0.5|nta#C#1_2.0|nta#G_1.0|nta#C_2.0|nta#G#1_1.0|lv3p_117.0|nta#A_125.5|lv3p#1_0.5|NucVar_19.5|nta#T#1_110.0|mlv3p_0.5|lv3pT_116.5|lv3p#-2_0.5|lv3p#-1_116.0|lv5pT_134.0|mlv3p#2_0.5|nta#T_110.0|lv5p#-3_18.5|total_1709.5|nta#A#2_35.0
hsa-miR-26a-5p	hsa-mir-26a-2	1709.5	50.0	252.0280926920846	17799.87505206164	5p	lv5p#-2_9.5|lv5p_134.0|nta#A#1_90.5|lv5p#-1_106.0|canonical_1200.0|lv3pE_0.5|nta#C#1_2.0|nta#G_1.0|nta#C_2.0|nta#G#1_1.0|lv3p_117.0|nta#A_125.5|lv3p#1_0.5|NucVar_19.5|nta#T#1_110.0|mlv3p_0.5|lv3pT_116.5|lv3p#-2_0.5|lv3p#-1_116.0|lv5pT_134.0|mlv3p#2_0.5|nta#T_110.0|lv5p#-3_18.5|total_1709.5|nta#A#2_35.0
