name	pre-microRNA	RC_adj	UR	180726-190530_Brain_S36180726-190530_Brain_S36(total)	RPM (lib)	arm	isoString_RC_adj
hsa-let-7g-5p	hsa-let-7g	406231.94999999995	661.0	27053.112831177274	28653.19418841555	5p	mlv3p_101.5|NucVar_6405.750000000001|canonical_281563.0|nta#G_1001.25|nta#C_619.25|nta#A_22347.91666666667|mv_3139.0666666666666|lv5p_14557.666666666668|nta#C#2_16.0|nta#T#4_22.2|nta#C#1_603.25|lv5p#1_1488.0|nta#T#3_75.33333333333333|nta#T#2_32.333333333333336|lv5pT_13069.666666666666|nta#T#1_824.5|mlv5p_430.0|lv5p#-3_1560.0833333333333|lv5p#-2_4018.6666666666665|lv5p#-1_7490.916666666666|lv3p#1_11766.85|lv5pE_1488.0|nta#A#4_27.0|nta#A#3_61.0|nta#A#2_1840.6666666666667|nta#A#1_20419.250000000004|lv3pT_63345.33333333334|mlv5p#2_14.0|mlv5p#1_416.0|total_406231.94999999995|nta#AU_3.5|lv3pE_11766.85|mlv3p#3_10.0|mlv3p#2_91.5|nta#G#2_15.0|nta#G#1_986.25|lv3p_75112.18333333332|lv3p#-3_1492.4166666666665|lv3p#-2_5329.083333333333|lv3p#-1_56523.833333333336|nta#T_954.3666666666668
hsa-let-7f-5p	hsa-let-7f-2	346346.46666666644	643.0	23065.024898738044	24429.227109959196	5p	mlv3p_176.83333333333334|NucVar_3735.1666666666665|canonical_239467.0|nta#G_137.50000000000003|nta#C_446.4|nta#A_19957.699999999997|mv_1990.4333333333336|lv5p_6965.0999999999985|nta#T#4_1.2|nta#C#1_446.4|lv5p#1_582.0|nta#T#3_68.33333333333333|nta#T#2_17.833333333333332|lv5pT_6383.099999999999|nta#T#1_63.0|mlv5p_278.66666666666663|lv5p#-3_1151.9999999999998|lv5p#-2_1336.0|lv5p#-1_3895.1000000000004|lv3p#2_103.0|lv3p#1_12382.1|lv5pE_582.0|nta#A#3_55.7|nta#A#2_2106.8666666666663|nta#A#1_17795.133333333328|lv3pT_60556.200000000004|mlv5p#2_37.0|mlv5p#1_241.66666666666666|total_346346.46666666644|nta#AU_1.0|lv3pE_12485.1|mlv3p#2_176.83333333333334|nta#G#2_2.3333333333333335|nta#G#1_135.16666666666669|lv3p_73041.29999999999|lv3p#-3_867.3666666666668|lv3p#-2_5659.533333333333|lv3p#-1_54029.3|nta#T_150.36666666666667
hsa-let-7f-5p	hsa-let-7f-1	335019.3666666664	601.0	22310.69399406639	23630.28060687985	5p	mlv3p_176.83333333333334|NucVar_3735.1666666666665|canonical_239467.0|nta#G_140.50000000000003|nta#C_432.4|nta#A_19937.699999999997|mv_1591.1333333333334|lv5p_6563.599999999999|lv5p#2_32.0|nta#C#1_432.4|lv5p#1_148.5|nta#T#3_68.33333333333333|nta#T#2_17.833333333333332|lv5pT_6383.099999999999|nta#T#1_63.0|mlv5p_264.66666666666663|lv5p#-3_1151.9999999999998|lv5p#-2_1336.0|lv5p#-1_3895.1000000000004|lv3p#2_193.0|lv3p#1_1812.0|lv5pE_180.5|nta#A#3_43.7|nta#A#2_2106.8666666666663|nta#A#1_17787.133333333328|lv3pT_60556.200000000004|mlv5p#3_4.0|mlv5p#2_19.0|mlv5p#1_241.66666666666666|total_335019.3666666664|nta#AU_1.0|lv3pE_2005.0|mlv3p#2_176.83333333333334|nta#G#2_2.3333333333333335|nta#G#1_138.16666666666669|lv3p_62561.200000000004|lv3p#-3_867.3666666666668|lv3p#-2_5659.533333333333|lv3p#-1_54029.3|nta#T_149.16666666666669
hsa-let-7b-5p	hsa-let-7b	333034.0	1059.0	22178.478031130475	23490.24460863993	5p	mlv3p_684.0|NucVar_3093.25|canonical_130190.0|nta#G_2256.5|nta#C_697.5|nta#A_55238.5|mv_3195.5|lv5p_3703.5|nta#T#5_1.0|nta#T#4_79.0|nta#C#1_697.5|lv5p#1_76.0|nta#T#3_74.0|nta#T#2_1569.0|lv5pT_3627.5|nta#T#1_26072.75|nta#UA_405.0|mlv5p_300.0|lv5p#-3_397.0|lv5p#-2_655.25|lv5p#-1_2575.25|lv3p#2_55.0|lv3p#1_71453.5|lv5pE_76.0|nta#A#4_11.0|nta#A#3_1222.0|nta#A#2_12665.25|nta#A#1_41340.25|lv3pT_34371.0|mlv5p#2_22.0|mlv5p#1_278.0|total_333034.0|nta#AU_11.0|lv3pE_71508.5|mlv3p#3_535.0|mlv3p#2_149.0|nta#G#2_1.0|nta#G#1_2255.5|lv3p_105879.5|lv3p#-3_1174.0|lv3p#-2_7758.75|lv3p#-1_25438.25|nta#T_27795.75
hsa-miR-30d-5p	hsa-mir-30d	326360.5	784.0	21734.05471957445	23019.535469645838	5p	mlv3p_129.0|NucVar_604.0|canonical_27702.0|nta#G_230.5|nta#C_392.0|nta#A_17006.0|mv_11365.5|lv5p_1554.0|nta#C#2_17.5|nta#T#4_11.0|nta#C#1_374.5|nta#T#3_1.0|lv5p#1_5.5|nta#T#2_61.0|lv5pT_1548.5|nta#T#1_7202.0|nta#UA_19.0|mlv5p_45.0|lv5p#-3_285.5|lv5p#-2_314.5|lv5p#-1_948.5|lv3p#3_63.0|lv3p#2_174252.0|lv3p#1_62004.5|lv5pE_5.5|nta#A#4_2.0|nta#A#3_47.0|nta#A#2_684.5|nta#A#1_16272.5|lv3pT_23738.0|mlv5p#1_45.0|total_326360.5|nta#AU_7.0|lv3pE_236319.5|mlv3p#2_129.0|nta#G#2_47.0|nta#G#1_183.5|lv3p_260057.5|lv3p#-3_834.0|lv3p#-2_1579.5|lv3p#-1_21324.5|nta#T_7275.0
hsa-miR-125a-5p	hsa-mir-125a	299856.0	826.0	19968.98127068906	21150.065120583287	5p	NucVar_1082.0|canonical_44470.0|nta#G_106.0|nta#C_390.0|nta#A_6560.0|mv_13236.0|lv5p_3787.0|nta#C#1_390.0|lv5p#1_62.0|nta#T#3_1.0|nta#T#2_58.0|lv5pT_3725.0|nta#T#1_6389.0|lv5p#-4_330.0|nta#UA_19.0|mlv5p_63.0|lv5p#-3_364.0|lv5p#-2_1250.0|lv5p#-1_1781.0|lv3p#1_10.0|lv5pE_62.0|nta#A#2_411.0|nta#A#1_6149.0|lv3pT_223704.0|mlv5p#1_63.0|total_299856.0|nta#AU_17.0|lv3pE_10.0|nta#G#2_12.0|nta#G#1_94.0|lv3p_223714.0|lv3p#-5_1147.0|lv3p#-4_4702.0|lv3p#-3_7111.0|lv3p#-2_171345.0|lv3p#-1_39399.0|nta#T_6448.0
hsa-miR-143-3p	hsa-mir-143	277326.0	680.0	18468.590589733452	19560.93244634385	3p	mlv3p_263.0|NucVar_1628.0|canonical_69229.0|nta#G_699.0|nta#C_783.0|nta#A_13338.0|mv_1799.0|lv5p_2109.0|nta#C#3_1.0|nta#C#2_83.0|lv5p#2_21.0|nta#C#1_699.0|lv5p#1_232.0|nta#T#3_1218.0|nta#T#2_11781.0|lv5pT_1856.0|nta#T#1_120992.0|nta#UA_97.0|mlv5p_110.0|lv5p#-2_462.0|lv5p#-1_1394.0|lv3p#2_13.0|nta#A#5_68.0|lv3p#1_18247.0|lv5pE_253.0|nta#A#4_110.0|nta#A#3_124.0|nta#A#2_2101.0|nta#A#1_10935.0|lv3pT_35117.0|mlv5p#1_110.0|total_277326.0|nta#AU_29.0|lv3pE_18260.0|mlv3p#3_29.0|mlv3p#2_234.0|nta#G#1_699.0|lv3p_53377.0|lv3p#-2_1295.0|lv3p#-1_33822.0|nta#T_133991.0
hsa-miR-125b-5p	hsa-mir-125b-1	254498.0	861.0	16948.354528266314	17950.7806182241	5p	mlv3p_81.0|NucVar_4103.5|canonical_145177.0|nta#G_179.0|nta#C_228.5|nta#A_20394.5|mv_3531.5|lv5p_11855.0|nta#C#1_228.5|lv5p#1_73.0|nta#T#2_126.0|lv5pT_11782.0|nta#T#1_3177.0|nta#UA_1.5|mlv5p_380.0|lv5p#-3_1360.0|lv5p#-2_4310.5|lv5p#-1_6111.5|lv3p#2_23.0|lv3p#1_974.0|lv5pE_73.0|nta#A#4_1.0|nta#A#3_217.0|nta#A#2_7518.0|nta#A#1_12658.5|lv3pT_64268.0|mlv5p#3_19.0|mlv5p#2_4.0|mlv5p#1_357.0|total_254498.0|nta#AU_25.5|lv3pE_997.0|mlv3p#3_23.0|mlv3p#2_58.0|nta#G#2_4.0|nta#G#1_175.0|lv3p_65265.0|lv3p#-3_3527.0|lv3p#-2_36390.0|lv3p#-1_24351.0|nta#T_3303.0
hsa-miR-125b-5p	hsa-mir-125b-2	253444.0	853.0	16878.163148873184	17876.437704835356	5p	mlv3p_81.0|NucVar_4103.5|canonical_145177.0|nta#G_180.0|nta#C_228.5|nta#A_20342.5|mv_3436.5|lv5p_11855.0|nta#C#1_228.5|lv5p#1_73.0|nta#T#2_3.0|lv5pT_11782.0|nta#T#1_3212.0|nta#UA_1.5|mlv5p_361.0|lv5p#-3_1360.0|lv5p#-2_4310.5|lv5p#-1_6111.5|lv3p#2_1.0|lv3p#1_195.0|lv5pE_73.0|nta#A#4_1.0|nta#A#3_217.0|nta#A#2_7518.0|nta#A#1_12606.5|lv3pT_64268.0|mlv5p#2_4.0|mlv5p#1_357.0|total_253444.0|nta#AU_25.5|lv3pE_196.0|mlv3p#3_23.0|mlv3p#2_58.0|nta#G#3_1.0|nta#G#2_4.0|nta#G#1_175.0|lv3p_64464.0|lv3p#-3_3527.0|lv3p#-2_36390.0|lv3p#-1_24351.0|nta#T_3215.0
hsa-miR-30a-5p	hsa-mir-30a	232658.5	715.0	15493.947858193967	16410.35172168383	5p	mlv3p_123.0|NucVar_483.5|canonical_25307.0|nta#G_195.5|nta#C_242.5|nta#A_11339.0|mv_12642.0|lv5p_1475.0|nta#C#2_15.5|nta#C#1_227.0|nta#T#3_4.0|lv5p#1_29.0|nta#T#2_54.0|lv5pT_1446.0|nta#T#1_4447.0|nta#UA_1.0|mlv5p_16.5|lv5p#-3_149.5|lv5p#-2_286.5|lv5p#-1_1010.0|lv3p#3_48.0|lv3p#2_110082.0|lv3p#1_41785.5|lv5pE_29.0|nta#A#4_3.0|nta#A#3_19.0|nta#A#2_698.0|nta#A#1_10619.0|lv3pT_24414.0|mlv5p#1_16.5|total_232658.5|nta#AU_31.0|lv3pE_151915.5|mlv3p#3_17.0|mlv3p#2_106.0|nta#G#2_51.0|nta#G#1_144.5|lv3p_176329.5|lv3p#-3_886.5|lv3p#-2_477.5|lv3p#-1_23050.0|nta#T_4505.0
hsa-miR-181a-5p	hsa-mir-181a-1	223265.5	1082.0	14868.418800661078	15747.825170013568	5p	mlv3p_66.0|NucVar_1727.5|canonical_63896.5|nta#G_435.5|nta#C_183.5|nta#A_20805.0|mv_5643.0|lv5p_3655.5|nta#T#4_9.0|nta#C#1_183.5|lv5p#1_32.0|nta#T#3_2.0|nta#T#2_86.5|lv5pT_3623.5|nta#T#1_1758.5|lv5p#-4_192.0|nta#UA_1.5|mlv5p_65.5|lv5p#-3_235.5|lv5p#-2_710.5|lv5p#-1_2485.5|lv3p#2_3783.0|lv3p#1_12100.0|lv5pE_32.0|nta#A#3_131.5|nta#A#2_1367.5|nta#A#1_19306.0|lv3pT_109048.5|mlv5p#1_65.5|total_223265.5|nta#AU_15.0|lv3pE_15883.0|mlv3p#2_66.0|nta#G#3_1.0|nta#G#2_65.0|nta#G#1_369.5|lv3p_124931.5|lv3p#-4_3445.0|lv3p#-3_9173.5|lv3p#-2_54562.5|lv3p#-1_41867.5|nta#T_1856.0
hsa-miR-181a-5p	hsa-mir-181a-2	223265.5	1082.0	14868.418800661078	15747.825170013568	5p	mlv3p_66.0|NucVar_1727.5|canonical_63896.5|nta#G_435.5|nta#C_183.5|nta#A_20805.0|mv_5643.0|lv5p_3655.5|nta#T#4_9.0|nta#C#1_183.5|lv5p#1_32.0|nta#T#3_2.0|nta#T#2_86.5|lv5pT_3623.5|nta#T#1_1758.5|lv5p#-4_192.0|nta#UA_1.5|mlv5p_65.5|lv5p#-3_235.5|lv5p#-2_710.5|lv5p#-1_2485.5|lv3p#2_3783.0|lv3p#1_12100.0|lv5pE_32.0|nta#A#3_131.5|nta#A#2_1367.5|nta#A#1_19306.0|lv3pT_109048.5|mlv5p#1_65.5|total_223265.5|nta#AU_15.0|lv3pE_15883.0|mlv3p#2_66.0|nta#G#3_1.0|nta#G#2_65.0|nta#G#1_369.5|lv3p_124931.5|lv3p#-4_3445.0|lv3p#-3_9173.5|lv3p#-2_54562.5|lv3p#-1_41867.5|nta#T_1856.0
hsa-miR-27b-3p	hsa-mir-27b	219047.0	633.0	14587.48679499702	15450.277181275038	3p	mlv3p_21.0|NucVar_1445.0|canonical_72621.0|nta#G_786.0|nta#C_60.0|nta#A_21684.5|mv_3873.0|lv5p_4263.5|nta#C#2_15.0|nta#C#1_45.0|lv5p#1_1334.5|nta#T#3_100.5|nta#T#2_1104.0|lv5pT_2929.0|nta#T#1_9759.5|nta#UA_5.5|mlv5p_81.0|lv5p#-2_1044.5|lv5p#-1_1884.5|lv3p#2_3.0|nta#A#5_7.0|lv3p#1_27268.0|lv5pE_1334.5|nta#A#4_11.0|nta#A#3_749.0|nta#A#2_1860.0|nta#A#1_19057.5|lv3pT_75977.0|mlv5p#1_81.0|total_219047.0|nta#AU_119.0|lv3pE_27271.0|mlv3p#2_21.0|nta#G#2_2.5|nta#G#1_783.5|lv3p_103248.0|lv3p#-2_27025.5|lv3p#-1_48951.5|nta#T_10964.0
hsa-let-7c-5p	hsa-let-7c	210497.9166666668	611.0	14018.158567564884	14847.275509735064	5p	mlv3p_118.0|NucVar_2789.066666666666|canonical_141249.0|nta#G_774.5333333333334|nta#C_318.5|nta#A_22094.03333333333|mv_1328.8666666666668|lv5p_4204.683333333333|nta#T#4_3.0|lv5p#2_19.0|nta#C#1_318.5|lv5p#1_497.5|nta#T#3_124.5|nta#T#2_229.0|lv5pT_3688.1833333333334|nta#T#1_2483.9|nta#UA_8.0|mlv5p_39.2|lv5p#-3_339.2|lv5p#-2_728.0|lv5p#-1_2620.9833333333336|lv3p#2_188.0|lv3p#1_15907.0|lv5pE_516.5|nta#A#3_199.5|nta#A#2_3432.1|nta#A#1_18462.433333333327|lv3pT_18646.63333333333|mlv5p#1_39.2|total_210497.9166666668|nta#AU_1.8|lv3pE_16095.0|mlv3p#2_118.0|nta#G#2_0.2|nta#G#1_774.3333333333334|lv3p_34741.63333333334|lv3p#-3_442.3333333333333|lv3p#-2_2396.8333333333335|lv3p#-1_15807.466666666665|nta#T_2840.4
hsa-miR-219a-2-3p	hsa-mir-219a-2	190958.0	646.0	12716.893193693777	13469.045592872391	3p	mlv3p_180.0|NucVar_2436.0|canonical_110954.0|nta#G_181.0|nta#C_377.0|nta#A_21089.0|mv_8679.0|lv5p_4653.0|nta#C#1_377.0|lv5p#1_1281.0|nta#T#3_60.0|nta#T#2_641.0|lv5pT_3372.0|nta#T#1_6072.0|nta#UA_4.0|mlv5p_193.0|lv5p#-3_324.0|lv5p#-2_827.0|lv5p#-1_2221.0|lv3p#1_240.0|lv5pE_1281.0|nta#A#4_29.0|nta#A#3_226.0|nta#A#2_2374.0|nta#A#1_18460.0|lv3pT_35203.0|mlv5p#1_193.0|total_190958.0|nta#AU_28.0|lv3pE_240.0|mlv3p#2_180.0|nta#G#2_2.0|nta#G#1_179.0|lv3p_35443.0|lv3p#-3_2971.0|lv3p#-2_21266.0|lv3p#-1_10966.0|nta#T_6773.0
